,acronym,0,abrev,tag,casa_fullform,faa_fullform,iata_fullform
52154,'slight,1.0,0,neg_nonalpha_abrev,,,
52155,awakened),1.0,0,neg_nonalpha_abrev,,,
52156,busy/sick,1.0,0,neg_nonalpha_abrev,,,
52157,bow),1.0,0,neg_nonalpha_abrev,,,
52160,72),1.0,0,neg_nonalpha_abrev,,,
52164,bqs2),1.0,0,neg_nonalpha_abrev,,,
52165,'uncongested,1.0,0,neg_nonalpha_abrev,,,
52167,lcq),1.0,0,neg_nonalpha_abrev,,,
52168,mixture),1.0,0,neg_nonalpha_abrev,,,
52169,'disagreement',1.0,0,neg_nonalpha_abrev,,,
52170,'mccoy,1.0,0,neg_nonalpha_abrev,,,
52171,acars/pdc,1.0,0,neg_nonalpha_abrev,,,
52172,sleep/physical,1.0,0,neg_nonalpha_abrev,,,
52177,drive),1.0,0,neg_nonalpha_abrev,,,
52178,ojc250010),1.0,0,neg_nonalpha_abrev,,,
52179,'scope,1.0,0,neg_nonalpha_abrev,,,
52180,'begun',1.0,0,neg_nonalpha_abrev,,,
52182,'skywatch',1.0,0,neg_nonalpha_abrev,,,
52184,'yyxx',1.0,0,neg_nonalpha_abrev,,,
52190,session),1.0,0,neg_nonalpha_abrev,,,
52193,'satellite,1.0,0,neg_nonalpha_abrev,,,
52195,used/difficult,1.0,0,neg_nonalpha_abrev,,,
52196,fritz?,1.0,0,neg_nonalpha_abrev,,,
52197,'ac,1.0,0,neg_nonalpha_abrev,,,
52198,'gator,1.0,0,neg_nonalpha_abrev,,,
52199,hdof?,1.0,0,neg_nonalpha_abrev,,,
52201,'335,1.0,0,neg_nonalpha_abrev,,,
52202,discuss/suggest,1.0,0,neg_nonalpha_abrev,,,
52203,ncp),1.0,0,neg_nonalpha_abrev,,,
52205,density/complexity,1.0,0,neg_nonalpha_abrev,,,
52206,rtes/alts,1.0,0,neg_nonalpha_abrev,,,
52211,approval?,1.0,0,neg_nonalpha_abrev,,,
52214,'sfc,1.0,0,neg_nonalpha_abrev,,,
52215,'orlando,1.0,0,neg_nonalpha_abrev,,,
52216,'epr,1.0,0,neg_nonalpha_abrev,,,
52222,'carried,1.0,0,neg_nonalpha_abrev,,,
52223,action/suspension,1.0,0,neg_nonalpha_abrev,,,
52225,cof),1.0,0,neg_nonalpha_abrev,,,
52227,clb?,1.0,0,neg_nonalpha_abrev,,,
52230,359042),1.0,0,neg_nonalpha_abrev,,,
52232,obs),1.0,0,neg_nonalpha_abrev,,,
52233,departed?,1.0,0,neg_nonalpha_abrev,,,
52234,peoria),1.0,0,neg_nonalpha_abrev,,,
52237,'baited',1.0,0,neg_nonalpha_abrev,,,
52238,1r',1.0,0,neg_nonalpha_abrev,,,
52239,overhead?,1.0,0,neg_nonalpha_abrev,,,
52240,nill),1.0,0,neg_nonalpha_abrev,,,
52241,intc),1.0,0,neg_nonalpha_abrev,,,
52242,'flu',1.0,0,neg_nonalpha_abrev,,,
52244,'incursion,1.0,0,neg_nonalpha_abrev,,,
52253,'takeover,1.0,0,neg_nonalpha_abrev,,,
52255,'ksef',1.0,0,neg_nonalpha_abrev,,,
52257,assistance?,1.0,0,neg_nonalpha_abrev,,,
52258,'flu,1.0,0,neg_nonalpha_abrev,,,
52262,'245,1.0,0,neg_nonalpha_abrev,,,
52263,clr/specific,1.0,0,neg_nonalpha_abrev,,,
52265,krant/daily,1.0,0,neg_nonalpha_abrev,,,
52266,v436),1.0,0,neg_nonalpha_abrev,,,
52268,star?,1.0,0,neg_nonalpha_abrev,,,
52269,alts/spd,1.0,0,neg_nonalpha_abrev,,,
52271,instructions/coord,1.0,0,neg_nonalpha_abrev,,,
52272,unreadable/unusable,1.0,0,neg_nonalpha_abrev,,,
52274,primary/beacon,1.0,0,neg_nonalpha_abrev,,,
52275,prob/incident,1.0,0,neg_nonalpha_abrev,,,
52276,ea200),1.0,0,neg_nonalpha_abrev,,,
52277,coms/intercom,1.0,0,neg_nonalpha_abrev,,,
52278,commissioned/signed,1.0,0,neg_nonalpha_abrev,,,
52281,received/updated,1.0,0,neg_nonalpha_abrev,,,
52282,ozark),1.0,0,neg_nonalpha_abrev,,,
52286,haze',1.0,0,neg_nonalpha_abrev,,,
52292,ctr/decenter,1.0,0,neg_nonalpha_abrev,,,
52294,bwi/dca,1.0,0,neg_nonalpha_abrev,,,
52295,error/conflict,1.0,0,neg_nonalpha_abrev,,,
52297,city',1.0,0,neg_nonalpha_abrev,,,
52298,'nbound,1.0,0,neg_nonalpha_abrev,,,
52299,'nbound',1.0,0,neg_nonalpha_abrev,,,
52302,instinct),1.0,0,neg_nonalpha_abrev,,,
52303,anxiety),1.0,0,neg_nonalpha_abrev,,,
52307,decisive',1.0,0,neg_nonalpha_abrev,,,
52314,sha),1.0,0,neg_nonalpha_abrev,,,
52315,arts/radar,1.0,0,neg_nonalpha_abrev,,,
52316,handling/svc,1.0,0,neg_nonalpha_abrev,,,
52319,medium/hvy,1.0,0,neg_nonalpha_abrev,,,
52322,1100),1.0,0,neg_nonalpha_abrev,,,
52323,inmates),1.0,0,neg_nonalpha_abrev,,,
52324,accidents),1.0,0,neg_nonalpha_abrev,,,
52325,capt/line,1.0,0,neg_nonalpha_abrev,,,
52326,ft/mci,1.0,0,neg_nonalpha_abrev,,,
52327,ft/ict,1.0,0,neg_nonalpha_abrev,,,
52329,dlh?,1.0,0,neg_nonalpha_abrev,,,
52330,ppos),1.0,0,neg_nonalpha_abrev,,,
52338,cooperation',1.0,0,neg_nonalpha_abrev,,,
52343,'conditioned,1.0,0,neg_nonalpha_abrev,,,
52348,charlottesville?,1.0,0,neg_nonalpha_abrev,,,
52349,'nightmare,1.0,0,neg_nonalpha_abrev,,,
52352,mcclellan',1.0,0,neg_nonalpha_abrev,,,
52354,possibly:,1.0,0,neg_nonalpha_abrev,,,
52356,lvn',1.0,0,neg_nonalpha_abrev,,,
52358,radar/tape,1.0,0,neg_nonalpha_abrev,,,
52359,touching/turning,1.0,0,neg_nonalpha_abrev,,,
52360,pregnant),1.0,0,neg_nonalpha_abrev,,,
52361,rsw/apf,1.0,0,neg_nonalpha_abrev,,,
52362,intern),1.0,0,neg_nonalpha_abrev,,,
52363,o85),1.0,0,neg_nonalpha_abrev,,,
52366,settings/altimeter,1.0,0,neg_nonalpha_abrev,,,
52367,sck),1.0,0,neg_nonalpha_abrev,,,
52369,'121,1.0,0,neg_nonalpha_abrev,,,
52370,'blanked,1.0,0,neg_nonalpha_abrev,,,
52374,section/chklists,1.0,0,neg_nonalpha_abrev,,,
52376,marysville/yuba,1.0,0,neg_nonalpha_abrev,,,
52377,incidents/citations,1.0,0,neg_nonalpha_abrev,,,
52381,nav/aid,1.0,0,neg_nonalpha_abrev,,,
52383,q/a,1.0,0,neg_nonalpha_abrev,,,
52388,charter',1.0,0,neg_nonalpha_abrev,,,
52389,crank),1.0,0,neg_nonalpha_abrev,,,
52390,'swing,1.0,0,neg_nonalpha_abrev,,,
52393,myv),1.0,0,neg_nonalpha_abrev,,,
52394,051),1.0,0,neg_nonalpha_abrev,,,
52396,display/indicate,1.0,0,neg_nonalpha_abrev,,,
52401,smoke/mist,1.0,0,neg_nonalpha_abrev,,,
52403,arpt/tfc,1.0,0,neg_nonalpha_abrev,,,
52404,noahs:,1.0,0,neg_nonalpha_abrev,,,
52406,'screw',1.0,0,neg_nonalpha_abrev,,,
52407,gvw),1.0,0,neg_nonalpha_abrev,,,
52408,'dustt,1.0,0,neg_nonalpha_abrev,,,
52410,moisture',1.0,0,neg_nonalpha_abrev,,,
52414,rejected),1.0,0,neg_nonalpha_abrev,,,
52415,radio/gps,1.0,0,neg_nonalpha_abrev,,,
52416,adiz?,1.0,0,neg_nonalpha_abrev,,,
52419,'bremr',1.0,0,neg_nonalpha_abrev,,,
52423,sic/cic,1.0,0,neg_nonalpha_abrev,,,
52424,appropriate?,1.0,0,neg_nonalpha_abrev,,,
52426,deflections),1.0,0,neg_nonalpha_abrev,,,
52427,tracking',1.0,0,neg_nonalpha_abrev,,,
52432,dept/company,1.0,0,neg_nonalpha_abrev,,,
52433,entries),1.0,0,neg_nonalpha_abrev,,,
52435,'clipboard',1.0,0,neg_nonalpha_abrev,,,
52437,flt/track,1.0,0,neg_nonalpha_abrev,,,
52442,held),1.0,0,neg_nonalpha_abrev,,,
52443,w/p,1.0,0,neg_nonalpha_abrev,,,
52444,mirsi),1.0,0,neg_nonalpha_abrev,,,
52445,3k),1.0,0,neg_nonalpha_abrev,,,
52450,chart/plate,1.0,0,neg_nonalpha_abrev,,,
52451,'sticky,1.0,0,neg_nonalpha_abrev,,,
52452,'setting',1.0,0,neg_nonalpha_abrev,,,
52456,'fergi',1.0,0,neg_nonalpha_abrev,,,
52457,miscue:,1.0,0,neg_nonalpha_abrev,,,
52458,kingston',1.0,0,neg_nonalpha_abrev,,,
52459,kin',1.0,0,neg_nonalpha_abrev,,,
52460,mia',1.0,0,neg_nonalpha_abrev,,,
52461,annoyance),1.0,0,neg_nonalpha_abrev,,,
52467,vne?,1.0,0,neg_nonalpha_abrev,,,
52470,exec),1.0,0,neg_nonalpha_abrev,,,
52475,beep),1.0,0,neg_nonalpha_abrev,,,
52476,'trucks',1.0,0,neg_nonalpha_abrev,,,
52481,stray),1.0,0,neg_nonalpha_abrev,,,
52482,'digest',1.0,0,neg_nonalpha_abrev,,,
52486,solution',1.0,0,neg_nonalpha_abrev,,,
52487,operror/opdev,1.0,0,neg_nonalpha_abrev,,,
52488,caused/included,1.0,0,neg_nonalpha_abrev,,,
52493,corridor/sector,1.0,0,neg_nonalpha_abrev,,,
52502,altitudes/floors,1.0,0,neg_nonalpha_abrev,,,
52505,1000ft),1.0,0,neg_nonalpha_abrev,,,
52506,alt/point,1.0,0,neg_nonalpha_abrev,,,
52507,'rushes',1.0,0,neg_nonalpha_abrev,,,
52508,trtel),1.0,0,neg_nonalpha_abrev,,,
52516,096),1.0,0,neg_nonalpha_abrev,,,
52521,grandpa),1.0,0,neg_nonalpha_abrev,,,
52522,designation',1.0,0,neg_nonalpha_abrev,,,
52525,chk/flow,1.0,0,neg_nonalpha_abrev,,,
52531,aircraft/automation,1.0,0,neg_nonalpha_abrev,,,
52533,direct/intersection,1.0,0,neg_nonalpha_abrev,,,
52534,15r),1.0,0,neg_nonalpha_abrev,,,
52536,still',1.0,0,neg_nonalpha_abrev,,,
52540,nitzr/bluem,1.0,0,neg_nonalpha_abrev,,,
52542,map/overlay,1.0,0,neg_nonalpha_abrev,,,
52543,paetn),1.0,0,neg_nonalpha_abrev,,,
52546,'minie',1.0,0,neg_nonalpha_abrev,,,
52548,mel/logbook,1.0,0,neg_nonalpha_abrev,,,
52549,seal/door,1.0,0,neg_nonalpha_abrev,,,
52550,door/seal,1.0,0,neg_nonalpha_abrev,,,
52551,reversal/holding,1.0,0,neg_nonalpha_abrev,,,
52556,complimented),1.0,0,neg_nonalpha_abrev,,,
52560,mbpv),1.0,0,neg_nonalpha_abrev,,,
52561,'manne',1.0,0,neg_nonalpha_abrev,,,
52565,'shonn',1.0,0,neg_nonalpha_abrev,,,
52567,mkt),1.0,0,neg_nonalpha_abrev,,,
52569,ona),1.0,0,neg_nonalpha_abrev,,,
52573,terms),1.0,0,neg_nonalpha_abrev,,,
52574,responsibility:,1.0,0,neg_nonalpha_abrev,,,
52577,21d),1.0,0,neg_nonalpha_abrev,,,
52578,'meteorologix,1.0,0,neg_nonalpha_abrev,,,
52579,sgs),1.0,0,neg_nonalpha_abrev,,,
52581,up/flaps,1.0,0,neg_nonalpha_abrev,,,
52588,'opd,1.0,0,neg_nonalpha_abrev,,,
52590,helped],1.0,0,neg_nonalpha_abrev,,,
52591,[might,1.0,0,neg_nonalpha_abrev,,,
52593,arrival/procedure,1.0,0,neg_nonalpha_abrev,,,
52594,'phraseology',1.0,0,neg_nonalpha_abrev,,,
52595,'vital',1.0,0,neg_nonalpha_abrev,,,
52597,flight/situation,1.0,0,neg_nonalpha_abrev,,,
52598,'opd',1.0,0,neg_nonalpha_abrev,,,
52603,viewer],1.0,0,neg_nonalpha_abrev,,,
52604,waypoints],1.0,0,neg_nonalpha_abrev,,,
52609,warning/activation,1.0,0,neg_nonalpha_abrev,,,
52611,casln),1.0,0,neg_nonalpha_abrev,,,
52612,casln',1.0,0,neg_nonalpha_abrev,,,
52613,issues/delays,1.0,0,neg_nonalpha_abrev,,,
52615,clarification/asked,1.0,0,neg_nonalpha_abrev,,,
52617,executive/hnd,1.0,0,neg_nonalpha_abrev,,,
52621,'turbulence,1.0,0,neg_nonalpha_abrev,,,
52623,rental],1.0,0,neg_nonalpha_abrev,,,
52624,numbers],1.0,0,neg_nonalpha_abrev,,,
52626,heading/climb,1.0,0,neg_nonalpha_abrev,,,
52627,valley/dvt,1.0,0,neg_nonalpha_abrev,,,
52628,advisories/visual,1.0,0,neg_nonalpha_abrev,,,
52631,goodyear',1.0,0,neg_nonalpha_abrev,,,
52634,tammy4),1.0,0,neg_nonalpha_abrev,,,
52636,staav),1.0,0,neg_nonalpha_abrev,,,
52638,b/frz,1.0,0,neg_nonalpha_abrev,,,
52640,2d),1.0,0,neg_nonalpha_abrev,,,
52642,dept:,1.0,0,neg_nonalpha_abrev,,,
52650,airstrip),1.0,0,neg_nonalpha_abrev,,,
52652,prevent/minimize,1.0,0,neg_nonalpha_abrev,,,
52655,pass/fail,1.0,0,neg_nonalpha_abrev,,,
52657,das6',1.0,0,neg_nonalpha_abrev,,,
52658,'v306,1.0,0,neg_nonalpha_abrev,,,
52659,negative/discharge,1.0,0,neg_nonalpha_abrev,,,
52661,generator/charging,1.0,0,neg_nonalpha_abrev,,,
52662,radar/feeder,1.0,0,neg_nonalpha_abrev,,,
52666,holeing',1.0,0,neg_nonalpha_abrev,,,
52670,fixed),1.0,0,neg_nonalpha_abrev,,,
52672,requesting/advising,1.0,0,neg_nonalpha_abrev,,,
52674,curve:,1.0,0,neg_nonalpha_abrev,,,
52675,burl2),1.0,0,neg_nonalpha_abrev,,,
52676,workloads),1.0,0,neg_nonalpha_abrev,,,
52679,fmc/rapid,1.0,0,neg_nonalpha_abrev,,,
52680,mitts),1.0,0,neg_nonalpha_abrev,,,
52684,lavatory),1.0,0,neg_nonalpha_abrev,,,
52689,seldom),1.0,0,neg_nonalpha_abrev,,,
52690,idle/open,1.0,0,neg_nonalpha_abrev,,,
52691,'native',1.0,0,neg_nonalpha_abrev,,,
52694,freqs/sectors,1.0,0,neg_nonalpha_abrev,,,
52699,'ventura,1.0,0,neg_nonalpha_abrev,,,
52701,declined),1.0,0,neg_nonalpha_abrev,,,
52703,affirmative',1.0,0,neg_nonalpha_abrev,,,
52708,com/coord,1.0,0,neg_nonalpha_abrev,,,
52710,accomplished',1.0,0,neg_nonalpha_abrev,,,
52711,'office,1.0,0,neg_nonalpha_abrev,,,
52714,sounding:,1.0,0,neg_nonalpha_abrev,,,
52718,mtr/air,1.0,0,neg_nonalpha_abrev,,,
52719,lookouts/clb,1.0,0,neg_nonalpha_abrev,,,
52720,advisories/atc,1.0,0,neg_nonalpha_abrev,,,
52722,beatty/bty,1.0,0,neg_nonalpha_abrev,,,
52724,awi),1.0,0,neg_nonalpha_abrev,,,
52728,v124),1.0,0,neg_nonalpha_abrev,,,
52729,ruane),1.0,0,neg_nonalpha_abrev,,,
52730,'22',1.0,0,neg_nonalpha_abrev,,,
52732,accent/language,1.0,0,neg_nonalpha_abrev,,,
52733,rome/fuimichino,1.0,0,neg_nonalpha_abrev,,,
52736,will/does,1.0,0,neg_nonalpha_abrev,,,
52738,turn/decision,1.0,0,neg_nonalpha_abrev,,,
52739,tammy),1.0,0,neg_nonalpha_abrev,,,
52740,tammy',1.0,0,neg_nonalpha_abrev,,,
52741,ghats),1.0,0,neg_nonalpha_abrev,,,
52742,'gats,1.0,0,neg_nonalpha_abrev,,,
52745,'gatts',1.0,0,neg_nonalpha_abrev,,,
52746,'tammy,1.0,0,neg_nonalpha_abrev,,,
52747,ifs?,1.0,0,neg_nonalpha_abrev,,,
52748,readable/noticeable,1.0,0,neg_nonalpha_abrev,,,
52751,capture/intercept,1.0,0,neg_nonalpha_abrev,,,
52752,tarquina),1.0,0,neg_nonalpha_abrev,,,
52755,m03),1.0,0,neg_nonalpha_abrev,,,
52756,zme/little,1.0,0,neg_nonalpha_abrev,,,
52757,prop/spinner,1.0,0,neg_nonalpha_abrev,,,
52758,ackadelphia),1.0,0,neg_nonalpha_abrev,,,
52760,dfw/katl,1.0,0,neg_nonalpha_abrev,,,
52761,theater',1.0,0,neg_nonalpha_abrev,,,
52762,rollout',1.0,0,neg_nonalpha_abrev,,,
52767,misset),1.0,0,neg_nonalpha_abrev,,,
52768,mercury),1.0,0,neg_nonalpha_abrev,,,
52769,1059mb),1.0,0,neg_nonalpha_abrev,,,
52770,3rd),1.0,0,neg_nonalpha_abrev,,,
52772,svc/separation,1.0,0,neg_nonalpha_abrev,,,
52773,ident?,1.0,0,neg_nonalpha_abrev,,,
52774,intv',1.0,0,neg_nonalpha_abrev,,,
52775,italy),1.0,0,neg_nonalpha_abrev,,,
52778,e?,1.0,0,neg_nonalpha_abrev,,,
52780,18',1.0,0,neg_nonalpha_abrev,,,
52782,competency/proficiency,1.0,0,neg_nonalpha_abrev,,,
52784,windshear/downdraft,1.0,0,neg_nonalpha_abrev,,,
52786,'obligated',1.0,0,neg_nonalpha_abrev,,,
52789,[mistake,1.0,0,neg_nonalpha_abrev,,,
52791,[file,1.0,0,neg_nonalpha_abrev,,,
52792,'bottomed,1.0,0,neg_nonalpha_abrev,,,
52794,gotcha',1.0,0,neg_nonalpha_abrev,,,
52795,unique),1.0,0,neg_nonalpha_abrev,,,
52796,'standardized,1.0,0,neg_nonalpha_abrev,,,
52797,vpa),1.0,0,neg_nonalpha_abrev,,,
52798,altitude/mda,1.0,0,neg_nonalpha_abrev,,,
52804,'accomplish,1.0,0,neg_nonalpha_abrev,,,
52805,vors/dme,1.0,0,neg_nonalpha_abrev,,,
52806,alt/distance,1.0,0,neg_nonalpha_abrev,,,
52807,section/procedure,1.0,0,neg_nonalpha_abrev,,,
52809,downgrade',1.0,0,neg_nonalpha_abrev,,,
52810,pushover/tcasii,1.0,0,neg_nonalpha_abrev,,,
52812,nasa/faa,1.0,0,neg_nonalpha_abrev,,,
52813,frz/class,1.0,0,neg_nonalpha_abrev,,,
52815,bunching',1.0,0,neg_nonalpha_abrev,,,
52816,121',1.0,0,neg_nonalpha_abrev,,,
52817,dispatch/flt,1.0,0,neg_nonalpha_abrev,,,
52821,instructed],1.0,0,neg_nonalpha_abrev,,,
52822,'wonce',1.0,0,neg_nonalpha_abrev,,,
52823,discussion/attn,1.0,0,neg_nonalpha_abrev,,,
52824,loss/intermittent,1.0,0,neg_nonalpha_abrev,,,
52826,'barin,1.0,0,neg_nonalpha_abrev,,,
52830,'accuracy,1.0,0,neg_nonalpha_abrev,,,
52831,selected],1.0,0,neg_nonalpha_abrev,,,
52832,washington',1.0,0,neg_nonalpha_abrev,,,
52833,[rejoining,1.0,0,neg_nonalpha_abrev,,,
52836,at/around,1.0,0,neg_nonalpha_abrev,,,
52837,arrivals],1.0,0,neg_nonalpha_abrev,,,
52838,'workload',1.0,0,neg_nonalpha_abrev,,,
52845,lvl/ch,1.0,0,neg_nonalpha_abrev,,,
52846,jaywa),1.0,0,neg_nonalpha_abrev,,,
52852,'notification,1.0,0,neg_nonalpha_abrev,,,
52853,manual/operating,1.0,0,neg_nonalpha_abrev,,,
52856,simulator/classroom,1.0,0,neg_nonalpha_abrev,,,
52857,rate/mi,1.0,0,neg_nonalpha_abrev,,,
52862,bluish/gray,1.0,0,neg_nonalpha_abrev,,,
52867,airspeed/alt,1.0,0,neg_nonalpha_abrev,,,
52870,414aw),1.0,0,neg_nonalpha_abrev,,,
52873,windshield/door,1.0,0,neg_nonalpha_abrev,,,
52876,jumps),1.0,0,neg_nonalpha_abrev,,,
52877,berea/richmond,1.0,0,neg_nonalpha_abrev,,,
52878,'stunt',1.0,0,neg_nonalpha_abrev,,,
52879,deice/ice,1.0,0,neg_nonalpha_abrev,,,
52880,i39),1.0,0,neg_nonalpha_abrev,,,
52882,bluegrass),1.0,0,neg_nonalpha_abrev,,,
52883,'bp',1.0,0,neg_nonalpha_abrev,,,
52886,push/pull,1.0,0,neg_nonalpha_abrev,,,
52887,ice/up,1.0,0,neg_nonalpha_abrev,,,
52888,vmc/marginal,1.0,0,neg_nonalpha_abrev,,,
52889,amphibian),1.0,0,neg_nonalpha_abrev,,,
52894,raise/contact,1.0,0,neg_nonalpha_abrev,,,
52897,consumed/remaining,1.0,0,neg_nonalpha_abrev,,,
52899,'superior',1.0,0,neg_nonalpha_abrev,,,
52907,acft/maint,1.0,0,neg_nonalpha_abrev,,,
52909,segments/long,1.0,0,neg_nonalpha_abrev,,,
52912,ecam/chklist,1.0,0,neg_nonalpha_abrev,,,
52913,65la),1.0,0,neg_nonalpha_abrev,,,
52914,retracted?,1.0,0,neg_nonalpha_abrev,,,
52916,checked/verified,1.0,0,neg_nonalpha_abrev,,,
52917,'const',1.0,0,neg_nonalpha_abrev,,,
52918,'vpm,1.0,0,neg_nonalpha_abrev,,,
52920,chkpoint),1.0,0,neg_nonalpha_abrev,,,
52921,emphasis:,1.0,0,neg_nonalpha_abrev,,,
52922,'convoluted',1.0,0,neg_nonalpha_abrev,,,
52923,'steepen,1.0,0,neg_nonalpha_abrev,,,
52924,duct/clamp,1.0,0,neg_nonalpha_abrev,,,
52925,ops/maint,1.0,0,neg_nonalpha_abrev,,,
52926,3r2),1.0,0,neg_nonalpha_abrev,,,
52927,xxxb),1.0,0,neg_nonalpha_abrev,,,
52928,database:,1.0,0,neg_nonalpha_abrev,,,
52930,knees',1.0,0,neg_nonalpha_abrev,,,
52931,'rubber,1.0,0,neg_nonalpha_abrev,,,
52932,transition:,1.0,0,neg_nonalpha_abrev,,,
52934,diminishing),1.0,0,neg_nonalpha_abrev,,,
52935,lens),1.0,0,neg_nonalpha_abrev,,,
52937,ddas),1.0,0,neg_nonalpha_abrev,,,
52939,approaches/procedures,1.0,0,neg_nonalpha_abrev,,,
52941,'lvr,1.0,0,neg_nonalpha_abrev,,,
52943,street),1.0,0,neg_nonalpha_abrev,,,
52946,navigator/autopilot,1.0,0,neg_nonalpha_abrev,,,
52949,iff),1.0,0,neg_nonalpha_abrev,,,
52950,airliners?,1.0,0,neg_nonalpha_abrev,,,
52951,supvr?,1.0,0,neg_nonalpha_abrev,,,
52952,motivated?,1.0,0,neg_nonalpha_abrev,,,
52953,qualified?,1.0,0,neg_nonalpha_abrev,,,
52954,tab',1.0,0,neg_nonalpha_abrev,,,
52955,'midair,1.0,0,neg_nonalpha_abrev,,,
52957,twin',1.0,0,neg_nonalpha_abrev,,,
52959,640),1.0,0,neg_nonalpha_abrev,,,
52961,'dedicated',1.0,0,neg_nonalpha_abrev,,,
52963,distr/equip,1.0,0,neg_nonalpha_abrev,,,
52964,okeechobee),1.0,0,neg_nonalpha_abrev,,,
52968,pete/clearwater,1.0,0,neg_nonalpha_abrev,,,
52970,7250',1.0,0,neg_nonalpha_abrev,,,
52972,preliminary),1.0,0,neg_nonalpha_abrev,,,
52974,advised/issued,1.0,0,neg_nonalpha_abrev,,,
52975,chked/repaired,1.0,0,neg_nonalpha_abrev,,,
52977,v/v,1.0,0,neg_nonalpha_abrev,,,
52978,'announce',1.0,0,neg_nonalpha_abrev,,,
52980,rwf),1.0,0,neg_nonalpha_abrev,,,
52981,'sharp,1.0,0,neg_nonalpha_abrev,,,
52983,properly?,1.0,0,neg_nonalpha_abrev,,,
52987,'laygill',1.0,0,neg_nonalpha_abrev,,,
52989,dep/tkof,1.0,0,neg_nonalpha_abrev,,,
52993,'13,1.0,0,neg_nonalpha_abrev,,,
52996,levels',1.0,0,neg_nonalpha_abrev,,,
52998,skins),1.0,0,neg_nonalpha_abrev,,,
53001,space/separation,1.0,0,neg_nonalpha_abrev,,,
53003,functions:,1.0,0,neg_nonalpha_abrev,,,
53004,tcas/near,1.0,0,neg_nonalpha_abrev,,,
53005,'withhold',1.0,0,neg_nonalpha_abrev,,,
53006,interpretation',1.0,0,neg_nonalpha_abrev,,,
53007,saddl),1.0,0,neg_nonalpha_abrev,,,
53008,airway/direct,1.0,0,neg_nonalpha_abrev,,,
53009,saddl',1.0,0,neg_nonalpha_abrev,,,
53010,'certain',1.0,0,neg_nonalpha_abrev,,,
53011,prayer),1.0,0,neg_nonalpha_abrev,,,
53012,radar/equipment,1.0,0,neg_nonalpha_abrev,,,
53014,reset/failure,1.0,0,neg_nonalpha_abrev,,,
53015,limitation/failure,1.0,0,neg_nonalpha_abrev,,,
53016,x?,1.0,0,neg_nonalpha_abrev,,,
53018,dg',1.0,0,neg_nonalpha_abrev,,,
53019,always:,1.0,0,neg_nonalpha_abrev,,,
53023,tenths),1.0,0,neg_nonalpha_abrev,,,
53027,'blowout,1.0,0,neg_nonalpha_abrev,,,
53028,disturbance),1.0,0,neg_nonalpha_abrev,,,
53029,'her,1.0,0,neg_nonalpha_abrev,,,
53030,run/manage,1.0,0,neg_nonalpha_abrev,,,
53033,never:,1.0,0,neg_nonalpha_abrev,,,
53035,shallow/smooth,1.0,0,neg_nonalpha_abrev,,,
53038,'reassigned',1.0,0,neg_nonalpha_abrev,,,
53039,galley),1.0,0,neg_nonalpha_abrev,,,
53041,was/had,1.0,0,neg_nonalpha_abrev,,,
53043,'musik',1.0,0,neg_nonalpha_abrev,,,
53045,life?,1.0,0,neg_nonalpha_abrev,,,
53046,mainland),1.0,0,neg_nonalpha_abrev,,,
53048,'unsat',1.0,0,neg_nonalpha_abrev,,,
53050,socal/lax,1.0,0,neg_nonalpha_abrev,,,
53051,jeopardy?,1.0,0,neg_nonalpha_abrev,,,
53054,tone/squeal,1.0,0,neg_nonalpha_abrev,,,
53056,kln90a),1.0,0,neg_nonalpha_abrev,,,
53067,terminated),1.0,0,neg_nonalpha_abrev,,,
53070,laxx2),1.0,0,neg_nonalpha_abrev,,,
53073,sink/track,1.0,0,neg_nonalpha_abrev,,,
53074,bank/sink,1.0,0,neg_nonalpha_abrev,,,
53075,apch/lax,1.0,0,neg_nonalpha_abrev,,,
53081,vectors/altitudes,1.0,0,neg_nonalpha_abrev,,,
53083,'ahhh,1.0,0,neg_nonalpha_abrev,,,
53085,france),1.0,0,neg_nonalpha_abrev,,,
53094,3n),1.0,0,neg_nonalpha_abrev,,,
53096,8h',1.0,0,neg_nonalpha_abrev,,,
53098,'lgl,1.0,0,neg_nonalpha_abrev,,,
53100,'revue,1.0,0,neg_nonalpha_abrev,,,
53102,'wait',1.0,0,neg_nonalpha_abrev,,,
53105,sleep',1.0,0,neg_nonalpha_abrev,,,
53106,'xa05z,1.0,0,neg_nonalpha_abrev,,,
53107,'shortcuts,1.0,0,neg_nonalpha_abrev,,,
53111,target/aero,1.0,0,neg_nonalpha_abrev,,,
53112,96),1.0,0,neg_nonalpha_abrev,,,
53116,dvl4w),1.0,0,neg_nonalpha_abrev,,,
53118,layouts),1.0,0,neg_nonalpha_abrev,,,
53121,marks:,1.0,0,neg_nonalpha_abrev,,,
53124,torn/missing,1.0,0,neg_nonalpha_abrev,,,
53126,'shallower,1.0,0,neg_nonalpha_abrev,,,
53129,distr/inattn,1.0,0,neg_nonalpha_abrev,,,
53130,stdby),1.0,0,neg_nonalpha_abrev,,,
53131,dep/thermal,1.0,0,neg_nonalpha_abrev,,,
53132,hr/annual,1.0,0,neg_nonalpha_abrev,,,
53133,does?,1.0,0,neg_nonalpha_abrev,,,
53137,arrs',1.0,0,neg_nonalpha_abrev,,,
53139,flights?,1.0,0,neg_nonalpha_abrev,,,
53140,medical/physiological,1.0,0,neg_nonalpha_abrev,,,
