eventairport,Freq
KAKHONAK MUNI,2
KALAELOA (JOHN RODGERS FIELD),16
KALAELOA AIRPORT,2
KALAMAZOO MUNI,17
KALAMAZOO/BATTLE CREEK INTL,46
KALAUPAPA,3
KALAUPAPA MUNI,2
KALISPELL CITY,7
KALISPELL MUNI,3
KALKASKA MUNI,1
KALSKAG,2
KALTAG,3
KAMP,7
KANAB MUNI,3
KANEOHE BAY MUNI,1
KANKAKEE,1
KANKAKEE MUNI,2
KANSAS CITY INTL,730
KANSAS CITY MUNI,11
KAOLIN FIELD,3
KAPOWSIN FIELD,6
KARLUK,2
KARNES COUNTY,3
KASIGLUK,3
KASILOF,3
KATAMA AIRPARK,9
KATY MUNI,1
KAYENTA,3
KEARNEY MUNI,2
KEARNEY RGNL,21
KEARNY,2
KEE FIELD,4
KEENE MUNI,1
KEESLER AFB,2
KELLER,1
KELLER BROTHERS,1
KELLEYS ISLAND LAND FLD,6
KELLY,5
KELLY AIR PARK,3
KELLY RANCH,2
KELSO MUNI,1
KEMAH WATERFRONT,1
KEMMERER MUNI,3
KEN JERNSTEDT AIRFIELD,6
KENAI MUNI,68
KENAN AIRSTRIP,1
KENDALL DISTRICT STATION,1
KENDALL-TAMIAMI EXECUTIVE,174
KENDALLVILLE MUNI,5
KENMARE MUNI,2
KENMORE AIR HARBOR,2
KENMORE AIR HARBOR INC,2
KENNEDY AIRFIELD,4
KENNER INTL,2
KENNETH COPELAND,1
KENNETT MEMORIAL,2
KENOSHA RGNL,60
KENT,1
KENT COUNTY,2
KENT STATE UNIV,21
KENTLAND MUNI,2
KENTMORR AIRPARK,4
KENTUCKY DAM STATE PARK,5
KEOKUK MUNI,6
KEOSAUQUA MUNI,1
KERN FIELD,2
KERN VALLEY,7
KERRVILLE MUNI/LOUIS SCHREINER FIELD,11
KESTREL AIRPARK,1
KETCHIKAN INTL,22
KETCHIKAN MUNI,2
KEWANEE MUNI,1
KEY FIELD,30
KEY LARGO MUNI,1
KEY WAY,1
KEY WEST,1
KEY WEST INTL,55
KEY WEST NAS /BOCA CHICA FIELD/,2
KEYES RANCH,1
KEYSTONE,1
KEYSTONE AIRPARK,11
KEYSTONE HEIGHT MUNI,1
KEYSVILLE MUNI,1
KEZER AIR RANCH,1
KICKAPOO DOWNTOWN,15
KICKAPOO DOWNTOWN AIRPARK,12
KIDWELL,3
KILGORE,1
KIMBALL MUNI,2
KIMBALL MUNI/ROBERT E ARRAJ FIELD,3
KIMBLE COUNTY,4
KIMMEL,1
KINDELBERGER LANDING STRIP,2
KINDRED MUNI,1
KING,1
KING CITY MUNI,1
KING COVE,2
KING RANCH,2
KING SALMON,43
KING SALMON MUNI,6
KINGDOM FIELD,1
KINGDON AIRPARK,8
KINGDON MUNI,1
KINGFISHER,2
KINGMAN,19
KINGMAN AIRPORT - CLYDE CESSNA FIELD,4
KINGS LAND O' LAKES,3
KINGS PORT,1
KINGSLAND ESTATES,2
KINGSTON,1
KINGSTON MUNI,1
KINGSTON-ULSTER,15
KINSLEY MUNI,2
KINSTON RGNL JETPORT AT STALLINGS FLD,28
KIOWA,1
KIPNUK,6
KIRBYVILLE,1
KIRK FIELD,6
KIRKSVILLE RGNL,15
KIRKWOOD AIRPARK,1
KIRSCH MUNI,14
KISSIMMEE,5
KISSIMMEE GATEWAY,66
KIT CARSON COUNTY,3
KITTIE HILL,2
KIVALINA,5
KLAMATH FALLS,37
KLAWOCK,3
KLEBERG COUNTY,1
KNAPE,1
KNAPP,1
KNEELAND,4
KNIGHTDALE MUNI,1
KNOX,4
KNOX COUNTY,11
KNOX COUNTY RGNL,16
KNOXVILLE DOWNTOWN ISLAND,20
KNOXVILLE INTL,1
KNOXVILLE MUNI,4
KOBELT,3
KOBUK,1
KODIAK,25
KODIAK INTL,1
KODIAK MUNI,6
KOGGIUNG MUNI,1
KOKHANOK,1
KOKOMO MUNI,19
KONA INTL AT KEAHOLE,27
KONA MUNI,1
KONGIGANAK,5
KORVER,1
KOTLIK,2
KOTZEBUE MUNI,1
KOYUK ALFRED ADAMS,2
KRASTEL FARMS,1
KREMMLING MUNI,1
KUBECKA AVIATION,1
KUGEL-STRONG,3
KULIK LAKE,1
KUTZTOWN,8
KUTZTOWN MUNI,5
KWETHLUK,6
KWIGILLINGOK,6
KWIGILLINGOK MUNI,1
KYLE-OAKLEY FIELD,2
L M CLAYTON,6
L O SIMENSTAD MUNI,11
LA BELLE MUNI,10
LA CHOLLA AIRPARK,2
LA CROSS MUNI,1
LA CROSSE MUNI,31
LA GRANDE MUNI,1
LA GRANDE/UNION COUNTY,9
LA GUARDIA,225
LA GUARDIA INTL,1
LA JUNTA MUNI,7
LA MESA PARK,2
LA PORTE HOSPITAL,1
LA PORTE MUNI,27
LAC QUI PARLE COUNTY,1
LACKLAND AFB (KELLY FLD ANNEX),11
LACONIA MUNI,28
LACROSSE MUNI,1
LADA,1
LADD AAF,2
LAFAYETTE MUNI,3
LAFAYETTE RGNL,84
LAFFERTY FIELD,1
LAGO VISTA TX - RUSTY ALLEN,3
LAGRANGE,1
LAGRANGE-CALLAWAY,13
LAJITAS INTL,2
LAKE,4
LAKE ANN AIRWAY ESTATES,1
LAKE ANNA,2
LAKE BARKLEY STATE PARK,5
LAKE BERRYESSA,1
LAKE BIRD,2
LAKE CHARLES MUNI,8
LAKE CHARLES RGNL,45
LAKE CHELAN,2
LAKE CITY GATEWAY,1
LAKE CITY MUNI,4
LAKE CITY MUNI CJ EVANS FIELD,1
LAKE COUNTRY REGIONAL,1
LAKE COUNTY,23
LAKE CUMBERLAND RGNL,5
LAKE ELMO,26
LAKE ELMO MUNI,3
LAKE HAVASU CIT MUNI,1
LAKE HAVASU CITY,26
LAKE HAVASU MUNI,1
LAKE HOOD,68
LAKE HOOD STRIP,24
LAKE IN THE HILLS,18
LAKE ISABELLA - CAL BREWER MEMORIAL,1
LAKE JACKSON MUNI,1
LAKE LAWN,14
LAKE LUCILLE,1
LAKE MILLS MUNI,2
LAKE MONTEZUMA MUNI,1
LAKE NORMAN AIRPARK,6
LAKE OF THE OZA MUNI,1
LAKE PALOURDE BASE,2
LAKE PLACID,3
LAKE PLACID MUNI,2
LAKE POMONA MUNI,1
LAKE PRESTON MUNI,1
LAKE PROVIDENCE MUNI,1
LAKE RIVERSIDE ESTATES,1
LAKE TAHOE,37
LAKE TAHOE MUNI,1
LAKE TEXOMA STATE PARK,9
LAKE VILLAGE,2
LAKE VILLAGE MUNI,2
LAKE WALES,2
LAKE WALES MUNI,13
LAKE WATER WHEEL,1
LAKE WENATCHEE STATE,1
LAKE WHITNEY STATE PARK,1
LAKE WINNEBAGO MUNI,2
LAKE WOHLFORD RESORT,1
LAKEFIELD,6
LAKEFRONT,110
LAKEHURST MAXFIELD FLD JOINT BASE MCQUIRE,2
LAKEHURST MUNI,1
LAKELAND LINDER RGNL,151
LAKELAND/NOBLE F. LEE MEMORIAL FIELD,6
LAKES OF THE NORTH,1
LAKES REGION,8
LAKESIDE,10
LAKESIDE AIRPARK,3
LAKEVIEW,8
LAKEVIEW-GRIFFITH FIELD,7
LAKEVILLE,2
LAKEWAY AIRPARK,10
LAKEWOOD,8
LAKEWOOD MUNI,1
LAKIN,1
LAMAR,1
LAMAR MUNI,16
LAMBERT,1
LAMBERT-ST LOUIS INTL,704
LAMBS FIELD,1
LAMESA MUNI,6
LAMONI MUNI,2
LAMPASAS,7
LAMPASAS MUNI,2
LAMPSON FIELD,15
LANAI,12
LANAI MUNI,2
LANCASTER,105
LANCASTER COUNTY-MC WHIRTER FIELD,5
LANCASTER MUNI,22
LANCASTER RGNL,33
LANDING MUNI,1
LANDINGS CONDOMINIUM,3
LANESVILLE SKYWAYS,1
LANETT MUNI,5
LANGDON MUNI,2
LANGLADE COUNTY,3
LANGLEY AFB,10
LANSDOWNE,2
LANSING INTL,1
LANSING MUNI,32
LAPORTE MUNI,2
LARAMIE RGNL,27
LAREDO INTL,56
LARIMORE MUNI,1
LARNED MUNI,1
LARNED-PAWNEE COUNTY,2
LARSEN BAY,1
LAS ANGLES INTL,1
LAS ANIMAS MUNI,1
LAS CRUCES INTL,27
LAS VEGAS INTL,3
LAS VEGAS MUNI,24
LAST RESORT,1
LAUGHLIN AFB,5
LAUGHLIN/BULLHEAD INTL,38
LAUREL,6
LAUREL MUNI,15
LAURENCE G HANSCOM FLD,120
LAURENS COUNTY,2
LAURINBURG-MAXTON,4
LAWRENCE,4
LAWRENCE COUNTY AIRPARK,7
LAWRENCE FIELD,1
LAWRENCE J TIMMERMAN,29
LAWRENCE MUNI,83
LAWRENCE SMITH MEMORIAL,5
LAWRENCEBURG-LAWRENCE COUNTY,2
LAWRENCEVILLE-VINCENNES INTL,10
LAWRENCEVILLE/BRUNSWICK MUNI,3
LAWSON AAF (FORT BENNING),1
LAWTON,2
LAWTON MUNI,5
LAWTON-FORT SILL RGNL,11
LAZY B RANCH,1
LAZY J. RANCH,1
LBJ RANCH,1
LE GRANDE MUNI,1
LE MAIRE MEMORIAL,2
LE MARS MUNI,2
LE ROY,4
LEA COUNTY RGNL,23
LEA COUNTY-ZIP FRANKLIN MEMORIAL,4
LEADERS CLEAR LAKE,2
LEADORE MUNI,1
LEBANON MUNI,54
LEBANON STATE,5
LEBANON-SPRINGFIELD,1
LEBANON-WARREN COUNTY,12
LEDGEDALE AIRPARK,6
LEE,31
LEE BOTTOM,1
LEE C FINE MEMORIAL,4
LEE COUNTY,2
LEE COUNTY-BUTTERS FIELD,1
LEE FIELD,1
LEE GILMER MEMORIAL,19
LEE VINING,2
LEE'S SUMMIT,1
LEE'S SUMMIT MUNI,27
LEECHBURG MUNI,1
LEES SUMMIT MUNI,1
LEESBURG EXECUTIVE,24
LEESBURG INTL,33
LEESVILLE MUNI,1
LEEWARD AIR RANCH,2
LEEWARD FARM,1
LEFFLER,1
LEHIGH VALLEY INTL,99
LEMHI COUNTY,2
LEMMON MUNI,4
LEMOORE MUNI,1
LEMOORE NAS (REEVES FLD),2
LENAWEE COUNTY,16
LENHARDT AIRPARK,3
LEO E. GOETZ COUNTY,1
LEO'S PLACE,1
LEON,2
LEROY MUNI,1
LESTER B. PEARSON INTL,10
LESTER FIELD,1
LESTER STATE,1
LEVELLAND MUNI,8
LEVELOCK,2
LEWIS,5
LEWIS B. WILSON,1
LEWIS COUNTY RGNL,1
LEWIS UNIVERSITY,27
LEWISTON-NEZ PERCE COUNTY,25
LEWISTOWN MUNI,11
LEXINGTON,3
LEXINGTON AIRFIELD,1
LEXINGTON COUNTY AT PELION,7
LEXINGTON MUNI,15
LI CALZI,1
LIBERAL MID-AMERICA RGNL,24
LIBERTY COUNTY,1
LIBERTY LANDING,1
LIBERTY MUNI,6
LIHUE,25
LIHUE MUNI,3
LIMA ALLEN COUNTY,13
LIME VILLAGE,2
LIMERICK MUNI,2
LIMINGTON-HARMON,8
LIMON MUNI,8
LINCOLN,199
LINCOLN MUNI,39
LINCOLN PARK,35
LINCOLN RGNL,2
LINCOLN RGNL/KARL HARDER FIELD,29
LINCOLNTON-LINCOLN COUNTY RGNL,11
LIND,1
LINDBERGH,23
LINDEN,37
LINDEN MUNI,1
LINDERS COW-CHIP,1
LINDRITH AIRPARK,1
LINDSAY MUNI,1
LINK FIELD,1
LINKWOOD MUNI,1
LINTON MUNI,1
LISBON AIRFIELD,1
LISBON MUNI,2
LITCHFIELD MUNI,13
LITTLE FALLS/MORRISON COUNTY-LINDBERGH FLD,4
LITTLE RIVER,3
LITTLE ROCK AFB,4
LITTLEBROOK AIR PARK,7
LITTLEFIELD MUNI,2
LIVENGOOD CAMP,1
LIVERMORE MUNI,125
LIVINGSTON,2
LIVINGSTON COUNTY SPENCER J. HARDY,23
LIVINGSTON MUNI,2
LLANO MUNI,6
LLOYD R. ROUNDTREE SEAPLANE FACILITY,1
LLOYD STEARMAN FIELD,12
LOARS FIELD,1
LOCK HAVEN MUNI,1
LOCKHART MUNI,5
LOCONIA MUNI,1
LODI,25
LOFTY REDWOODS,1
LOGAN,1
LOGAN COUNTY,13
LOGAN INTL,1
LOGAN MUNI,1
LOGAN-CACHE,19
LOGANSPORT/CASS COUNTY,2
LOMPOC,10
LOMPOC MUNI,2
LONDON GATWICK,2
LONDON HEATHROW,1
LONDON INTL,1
LONDON MUNI,1
LONDON-CORBIN ARPT-MAGEE FLD,19
LONE PINE,2
LONE STAR EXECUTIVE,34
LONELY MUNI,1
LONESOME PINE,8
LONG BEACH /DAUGHERTY FIELD/,260
LONG ISLAND MAC ARTHUR,81
LONG LAKE,1
LONGVIEW BRIDGE MEDICAL EMERGENCY,1
LONGVILLE MUNI,3
LONGWELL,1
LONNIE POOL FIELD/WEAVERVILLE,3
LOON CREEK MUNI,1
LOPEZ ISLAND,2
LORAIN COUNTY RGNL,34
LORDSBURG MUNI,2
LOREDO INTL,1
LORING INTL,1
LOS ALAMITOS AAF,69
LOS ALAMITOS MUNI,1
LOS ALAMOS,7
LOS ALAMOS MUNI,1
LOS ANGELES INTL,372
LOS ANGELES MUNI,2
LOS ANGLES INTL,6
LOS BANOS MUNI,11
LOST ACRES,1
LOST BRIDGE VILLAGE,1
LOST HILLS MUNI,1
LOST MINE,1
LOUIS ARMSTRONG NEW ORLEANS INTL,131
LOUISA COUNTY/FREEMAN FIELD,8
LOUISIANA RGNL,6
LOUISVILLE INTL-STANDIFORD FIELD,150
LOUP CITY MUNI,1
LOVE FIELD,2
LOVELAND MUNI,2
LOVELL FIELD,58
LOWCOUNTRY RGNL,7
LOWELL,1
LOWELL CITY,3
LOWER CREEK,2
LOWER MONUMENTAL STATE,8
LT WARREN EATON,7
LT. WILLIAM M. MILLIKEN,1
LUBBOCK INTL,43
LUBBOCK MUNI,3
LUBBOCK PRESTON SMITH INTL,141
LUCAS,2
LUCE COUNTY,5
LUCIEN,2
LUCK FIELD,5
LUDLOW,2
LUFKER,1
LUIS MUNOZ MARIN INTL,108
LUKE AFB,8
LUMBERTON,2
LUMBERTON MUNI,9
LUMPKIN COUNTY-WIMPYS,1
LUNENBURG COUNTY,3
LURAY CAVERNS,3
LURAY MUNI,1
LYKES BRIGHTON,1
LYNCHBURG RGNL/PRESTON GLENN FLD,54
LYNDEN,2
LYNDEN PINDLING INTL,1
LYONS-RICE COUNTY MUNI,4
M. GRAHAM CLARK - TANEY COUNTY,4
M. GRAHAM CLARK DOWNTOWN,22
MABEE RANCH,1
MABEN,15
MAC CRENSHAW MEMORIAL,5
MAC DILL AFB,8
MACDILL AFB AUX FLD,2
MACHIAS MUNI,1
MACKALL AAF,1
MACKAY,1
MACKINAC COUNTY,4
MACKINAC ISLAND,20
MACKINAC ISLAND MUNI,1
MACOMB MUNI,4
MACON COUNTY,11
MACON DOWNTOWN,18
MACON MUNI,2
MACON-FOWER MEMORIAL,4
MAD RIVER INC,1
MADDOCK MUNI,1
MADERA MUNI,28
MADERA MUNICIPAL,1
MADISON,8
MADISON COUNTY,19
MADISON COUNTY EXECUTIVE/TOM SHARP JR FLD,10
MADISON MUNI,16
MADISONVILLE MUNI,3
MADRAS MUNI,1
MADRAS MUNICIPAL,4
MAGEE,2
MAGEE MUNI,3
MAGIC RESERVOIR,1
MAGNOLIA MUNI,2
MAHLON SWEET FIELD,85
MAIDENS,1
MAIZE,1
MAJOR GILBERT FIELD,2
MAJOR SAMUEL B CORNELIUS FIELD,1
MAJORS,19
MALAD CITY,5
MALCOLM MC KINNON,18
MALDEN MUNI,4
MALDEN RGNL,8
MALLARDS LANDING,3
MALLORY,10
MALONE-DUFORT,2
MALTA,3
MALTA MUNI,1
MALVERN MUNI,4
MAMMOTH LAKES MUNI,3
MAMMOTH YOSEMITE,17
MANASSAS,1
MANASSAS RGNL/HARRY P. DAVIS FIELD,40
MANCHESTER,85
MANCHESTER MUNI,18
MANDAN MUNI,4
MANHATTAN RGNL,28
MANHAWKIN MUNI,1
MANILA,1
MANILA MUNI,3
MANISTEE CO.-BLACKER,6
MANITOWISH WATERS,4
MANITOWOC COUNTY,7
MANKATO,2
MANKATO RGNL,25
MANKOMEN LAKE,1
MANLEY HOT SPRI MUNI,2
MANOKOTAK,2
MANSFIELD LAHM RGNL,40
MANSFIELD MUNI,34
MANSFIELD-LAHM,1
MANTEO MUNI,1
MANTI-EPHRAIM,2
MAPLE,1
MAPLE GROVE,8
MAPLE LAKE MUNI,7
MAQUOKETA MUNI,4
MARANA MUNI,2
MARANA RGNL,34
MARATHON MUNI,1
MARBLE CANYON,3
MARBLE CANYON MUNI,1
MARCELINE MUNI,1
MARCH ARB,9
MARCHMONT PLANTATION AIRPARK,9
MARCO ISLAND,13
MARFA MUNI,10
MARIAN,1
MARIANNA MUNI,9
MARIANNA/LEE COUNTY-STEVE EDWARDS FIELD,1
MARIETTA MUNI,1
MARINA MUNI,4
MARINE CITY,5
MARINE CITY MUNI,4
MARINERS HOSPITAL,1
MARION,6
MARION COUNTY,5
MARION COUNTY RGNL,6
MARION COUNTY-BROWN FIELD,5
MARION COUNTY-RANKIN FITE,7
MARION MUNI,24
MARIPOSA-YOSEMITE,9
MARK ANTON,6
MARK HOARD MEMORIAL,1
MARKED TREE MUNI,4
MARKHAM,3
MARKS,1
MARKSVILLE MUNI,3
MARLBORO,22
MARLBORO COUNTY JETPORT - H.E. AVENT FIELD,5
MARLBORO MUNI,1
MARLBOROUGH MUNI,1
MARLETTE,4
MARLETTE MUNI,2
MARLIN,3
MARQUETTE MUNI,1
MARSHALL AAF,1
MARSHALL COUNTY,11
MARSHALL DON HUNTER SR,1
MARSHALL ISLANDS INTL,2
MARSHALL MEMORIAL MUNI,6
MARSHALL MUNI,3
MARSHALLTOWN MUNI,5
MARSHFIELD MUNI,11
MARSHFIELD MUNI - GEORGE HARLOW FIELD,8
MARSHFIELD MUNICIPAL - GEORGE HARLOW FIELD,7
MARTHA LAKE,1
MARTHA'S VINEYA MUNI,1
MARTHAS VINEYAR MUNI,3
MARTHAS VINEYARD,58
MARTIN,7
MARTIN CAMPBELL FIELD,3
MARTIN COUNTY,3
MARTIN FIELD,6
MARTIN MUNI,5
MARTIN STATE,33
MARTINSBURG MUNI,1
MARV SKIE-LINCOLN COUNTY,11
MARYLAND,9
MARYSVILLE MUNI,4
MASON,1
MASON CITY MUNI,24
MASON COUNTY,12
MASON JEWETT FIELD,9
MASON MUNI,1
MASSENA INTL-RICHARDS FIELD,8
MASSEY RANCH AIRPARK,9
MATCH MATE,1
MATHEWS,1
MATHEWS MEMORIAL,2
MATHIS,4
MATTITUCK,9
MATTITUCK MUNI,1
MAUI MUNI,1
MAURY COUNTY,6
MAVERICK COUNTY MEMORIAL INTL,2
MAXON FIELD,1
MAXSON AIRFIELD,1
MAXWELL,1
MAXWELL AFB,4
MAY,2
MAY CREEK,1
MAYAGUEZ MUNI,6
MAYES,2
MAYFIELD,1
MAYFIELD GRAVES COUNTY,1
MAYPORT MUNI,1
MAYVILLE MUNI,5
MBS INTL,41
MC ALESTER RGNL,26
MC ALLEN MILLER INTL,46
MC BRIDE FIELD,3
MC CALL MUNI,15
MC CARRAN INTL,411
MC CLELLAN AIRFIELD,5
MC CLELLAN-PALOMAR,108
MC COMB/PIKE COUNTY/JOHN E LEWIS FIELD,13
MC CONNELL AFB,2
MC COOK BEN NELSON RGNL,11
MC COY,1
MC CULLOUGH,1
MC DONALD,2
MC ELROY,1
MC ELROY AIRFIELD,4
MC ENTIRE JNGB,2
MC GEE,1
MC GEE FIELD,2
MC GEHEE MUNI,1
MC GHEE TYSON,72
MC GILL,2
MC GRATH,13
MC GREGOR EXECUTIVE,6
MC GUIRE FLD (JOINT BASE MC GUIRE DIX LAKE,5
MC KELLAR-SIPES RGNL,27
MC KENZIE FIELD,1
MC KINLEY FIELD,1
MC KINLEY NATIONAL PARK,5
MC KINNEY,1
MC LEAN MUNI,1
MC MINNVILLE MUNI,12
MC PHERSON,4
MC VILLE,3
MCALESTER MUNI,1
MCALLEN INTL,2
MCALLEN MUNI,1
MCAS CHERRY POINT,1
MCCARLEY FLD,8
MCCHAREN FIELD,1
MCCHORD FIELD (JOINT BASE LEWIS-MCCHORD),9
MCCLELLAN,1
MCCOMB MUNI,1
MCCOOK MUNI,2
MCCOY,2
MCDOWELL HOSPITAL,1
MCGAHAN INDUSTRIAL AIRPARK,1
MCGEE MUNI,1
MCGEHEE CATFISH RESTAURANT,7
MCGEHEE MUNI,1
MCGRATH MUNI,1
MCINTOSH,1
MCINTOSH MUNI,1
MCKENZIE'S LANDING,1
MCKIMMY FIELD,1
MCKINLEY PARK MUNI,1
MCMINN COUNTY,4
MCMINNVILLE MUNI,4
MCNARY FLD,31
MCPHERSON MUNI,1
MEAD FLYING SERVICE,2
MEADE MUNI,3
MEADOW LAKE,29
MEADOW MIST,1
MEADOWBROOK,1
MEADOWLARK,11
MEADOWS,1
MEADOWS FIELD,96
MEARS FIELD,2
MECKLENBURG-BRUNSWICK RGNL,2
MEDFORD MUNI,4
MEDINA MUNI,20
MEDLOCK FIELD,3
MEFFORD FIELD,5
MEKORYUK,1
MELANIE'S,1
MELBOURNE INTL,84
MELBOURNE MUNI,2
MEMALOOSE,1
MEMORIAL FIELD,43
MEMORIAL HOSPITAL,1
MEMORIAL MEDICAL CENTER - SPRINGFIELD,1
MEMPHIS INTL,379
MEMPHIS MUNI,3
MENA INTERMOUNTAIN MUNI,17
MENARD COUNTY,1
MENOMINEE-MARINETTE TWIN COUNTY,8
MENOMONIE MUNI-SCORE FIELD,2
MENTONE,2
MENTONE MUNI,2
MERCED RGNL//MACREADY FIELD,40
MERCEDITA,8
MERCER COUNTY,29
MERCER COUNTY RGNL,1
MERIDEN MARKHAM MUNI,20
MERIDEN MUNI,1
MERIDEN-WALLINGFORD HOSPITAL,1
MERKEL FIELD SYLACAUGA MUNI,7
MERLE K (MUDHOLE) SMITH,9
MERRILL C MEIGS,50
MERRILL FIELD,181
MERRILL MUNI,3
MERRIMACK VALLEY,1
MERRITT FIELD,1
MERRITT ISLAND,51
MERRITT ISLAND MUNI,2
MERRYMEETING FIELD,4
MERSING MUNI,1
MESA DEL REY,9
MESA VERDE,2
MESMER,1
MESQUITE,8
MESQUITE METRO,30
METHOW VALLEY STATE,1
METLAKATLA,2
METRO FLD,231
METROPOLIS MUNI,1
METROPOLITAN,17
METROPOLITAN OAKLAND INTL,202
METTEL FIELD,4
METTER MUNI,5
MEXICO CITY INTL,2
MEXICO CITY MUNI,1
MEXICO FARMS,1
MEXICO INTL,2
MEXICO MEMORIAL,3
MEYERS,1
MEYERS-DIVER'S,5
MIAMI,4
MIAMI COUNTY,6
MIAMI INTL,234
MIAMI MUNI,4
MIAMI UNIVERSITY,3
MICHAEL,2
MICHAEL AAF (DUGWAY PROVING GROUND),2
MICHAEL J. SMITH FIELD,5
MICHIGAN CITY MUNI-PHILLIPS FIELD,14
MID ATLANTIC SOARING CENTER,1
MID CONTINENT,19
MID DELTA RGNL,16
MID FLORIDA AIR SERVICE,1
MID VALLEY,4
MID VALLEY AIRPARK,25
MID-AMERICA INDUSTRIAL,6
MID-OHIO VALLEY RGNL,37
MID-STATE,18
MID-WAY RGNL,10
MIDDLE BASS ISLAND,1
MIDDLE BASS-EAST POINT,1
MIDDLE GEORGIA RGNL,30
MIDDLE PENINSULA RGNL,14
MIDDLEBURY,1
MIDDLEBURY STATE,1
MIDDLESBORO-BELL COUNTY,5
MIDDLETON FIELD,4
MIDDLETON ISLAND,2
MIDDLETON MUNI - MOREY FIELD,14
MIDDLETOWN,4
MIDDLETOWN INTL,2
MIDDLETOWN MUNI,1
MIDDLETOWN REGIONAL/HOOK FIELD,17
MIDLAKE,2
MIDLAND AIRPARK,27
MIDLAND INTERNATIONAL,1
MIDLAND INTL,234
MIDLAND MUNI,5
MIDWAY,1
MIDWEST NATIONAL AIR CENTER,3
MIFFLIN COUNTY,10
MIFFLINTOWN,3
MIKE JACOB STURGIS,1
MILACA MUNI,2
MILAN,2
MILBAND MUNI,1
MILBANK MUNI,3
MILEY MEMORIAL FIELD,8
MILFORD MUNI,3
MILFORD MUNI/BEN AND JUDY BRISCOE FIELD,4
MILLAR,1
MILLARD,55
MILLER,11
MILLER AIRFIELD,14
MILLER FIELD,9
MILLER MUNI,1
MILLER'S FIELD,2
MILLHAVEN,1
MILLINGTON RGNL JETPORT,7
MILLINOCKET,1
MILLINOCKET MUNI,7
MILLS FIELD,1
MILLVILLE MUNI,28
MILWAUKEE MUNI,1
MINA,1
MINAM LODGE,1
MINDEN,7
MINDEN-TAHOE,54
MINEOLA WISENER FIELD,7
MINERAL COUNTY MEMORIAL,2
MINERAL WELLS,25
MINERAL WELLS M MUNI,1
MINERS MEDICAL CENTER,1
MINERS MEMORIAL MEDICAL CENTER,1
MINGO COUNTY,1
MINGO COUNTY REGIONAL,1
MINNEAPOLIS,1
MINNEAPOLIS INTL,43
MINNEAPOLIS MUNI,1
MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN,285
MINOT AFB,1
MINOT INTL,33
MINOT MUNI,2
MINUTE MAN AIR FIELD,20
MIRAMAR MCAS,5
MISHAWAKA PILOTS CLUB,9
MISSION FIELD,3
MISSION HOSPITALS,1
MISSION SIOUX,2
MISSISSIPPI COUNTY,1
MISSOULA INTL,58
MISSOURI VALLEY,2
MITCHELL,1
MITCHELL MUNI,6
MITCHELL'S,1
MJ AVIATION I,4
MOBIL,1
MOBILE,7
MOBILE DOWNTOWN,27
MOBILE RGNL,35
MOBRIDGE MUNI,6
MODESTO CITY-CO-HARRY SHAM FLD,36
MODESTO MUNI,4
MOFFETT FEDERAL AFLD,6
MOGOLLON AIRPARK,4
MOHALL MUNI,1
MOJAVE,18
MOJAVE MUNI,6
MOLINE INTL,1
MOLOKAI,19
MOLOKAI MUNI,3
MONA ISLAND MUNI,1
MONDELL FIELD,5
MONETT MUNI,5
MONMOUTH EXECUTIVE,34
MONMOUTH MUNI,5
MONONA MUNI,1
MONROE COUNTY,154
MONROE MUNI,15
MONROE RGNL,89
MONROE-WALTON COUNTY,12
MONTAGUE,1
MONTAGUE ISLAND MUNI,1
MONTAGUE MUNI,1
MONTAGUE-YREKA ROHRER FIELD,2
MONTAUK,7
MONTE VISTA MUNI,1
MONTEREY MUNI,4
MONTEREY PENINSULA,55
MONTEVIDEO-CHIPPEWA COUNTY,2
MONTGOMERY COUNTY,4
MONTGOMERY COUNTY AIRPARK,63
MONTGOMERY FIELD,230
MONTGOMERY RGNL (DANNELLY FIELD),58
MONTGOMERY-WEHRMAN,1
MONTICELLO,6
MONTICELLO MUNI/ELLIS FIELD,2
MONTICELLO RGNL,6
MONTICELLO SKY RANCH,1
MONTROSE RGNL,24
MONUMENT VALLEY,10
MONUMENT VALLEY MUNI,1
MOONTOWN,9
MOORE COUNTY,21
MOORE-MURRELL,11
MOOREFIELD'S AIRSTRIP,1
MOORES,2
MOORHEAD AIRPARK LLC,1
MOORHEAD MUNI,3
MOOSE CREEK /USFS/,1
MOOSE LAKE CARLTON COUNTY,3
MORA MUNI,2
MORAINE AIR PARK,13
MORAINE MUNI,1
MOREHEAD-ROWAN COUNTY,4
MOREHOUSE MEMORIAL,5
MORETON AIRPARK,1
MORGAN COUNTY,3
MORGAN FIELD,2
MORGAN HILL MUNI,1
MORGAN RANCH,1
MORGANTOWN,2
MORGANTOWN MUNI-WALTER L. BILL HART FLD,50
MORIARTY,11
MORIARTY MUNI,2
MORNING STAR,1
MORRILL AIRPARK,1
MORRILTON,1
MORRILTON MUNI,2
MORRIS MUNI - CHARLIE SCHMIDT FLD,9
MORRIS MUNI - JAMES R. WASHBURN FIELD,8
MORRISON,1
MORRISTOWN MUNI,126
MORRISTOWNN MUNI,1
MORRISVILLE-STOWE STATE,3
MORROW COUNTY,3
MOSES LAKE MUNI,3
MOTON FIELD MUNI,4
