acronym,0,abrev,tag,casa_fullform,faa_fullform,iata_fullform,nasa_fullform,hand_fullform
vyme,0.0,1,pos_nonword,,,Myeik Airport,,
ycbb,0.0,1,pos_nonword,,,Coonabarabran Airport,,
ycee,0.0,1,pos_nonword,,,Cleve Airport,,
ycas,0.0,1,pos_nonword,,,Casino Airport,,
ycdr,0.0,1,pos_nonword,,,Caloundra Airport,,
ycdo,0.0,1,pos_nonword,,,Condobolin Airport,,
ycd,0.0,1,pos_nonword,,,Nanaimo Airport,,
yccy,0.0,1,pos_nonword,,,Cloncurry Airport,,
ycct,0.0,1,pos_nonword,,,Coconut Island Airport,,
ycca,0.0,1,pos_nonword,,,Chinchilla Airport,,
ycc,0.0,1,pos_nonword,,,Cornwall Regional Airport,,
ycbr,0.0,1,pos_nonword,,,Collarenebri Airport,,
ycbp,0.0,1,pos_nonword,,,Coober Pedy Airport,,
ycba,0.0,1,pos_nonword,,,Cobar Airport,,
ybtl,0.0,1,pos_nonword,,,Townsville Airport,,
ycb,0.0,1,pos_nonword,,,Cambridge Bay Airport,,
ycar,0.0,1,pos_nonword,,,Carnarvon Airport,,
ybun,0.0,1,pos_nonword,,,Bunbury Airport,,
ycah,0.0,1,pos_nonword,,,Coolah Airport,,
ycag,0.0,1,pos_nonword,,,Caiguna Airport,,
yca,0.0,1,pos_nonword,,,Courtenay Airpark ,,
ybys,0.0,1,pos_nonword,,,Beverley Springs Airport,,
yby,0.0,1,pos_nonword,,,Bonnyville Airport,,
ybx,0.0,1,pos_nonword,,,Lourdes-de-Blanc-Sablon Airport,,
ybwx,0.0,1,pos_nonword,,,Barrow Island Airport,,
ybww,0.0,1,pos_nonword,,,Toowoomba Wellcamp Airport,,
ybud,0.0,1,pos_nonword,,,Bundaberg Airport,,
ybla,0.0,1,pos_nonword,,,Benalla Airport,,
ybwp,0.0,1,pos_nonword,,,Weipa Airport,,
ybpi,0.0,1,pos_nonword,,,Brampton Island Airport,,
ybt,0.0,1,pos_nonword,,,Brochet Airport,,
ybsu,0.0,1,pos_nonword,,,Sunshine Coast Airport,,
ybs,0.0,1,pos_nonword,,,Opapimiskan Lake Airport ,,
ybry,0.0,1,pos_nonword,,,Barimunya Airport,,
ybrw,0.0,1,pos_nonword,,,Brewarrina Airport,,
ybrn,0.0,1,pos_nonword,,,Balranald Airport,,
ybrm,0.0,1,pos_nonword,,,Broome International Airport,,
ybrl,0.0,1,pos_nonword,,,Borroloola Airport,,
ybrk,0.0,1,pos_nonword,,,Rockhampton Airport,,
ybr,0.0,1,pos_nonword,,,Brandon Municipal Airport ,,
ybq,0.0,1,pos_nonword,,,Telegraph Harbour Seaplane Base,,
ybtr,0.0,1,pos_nonword,,,Blackwater Airport,,
yblc,0.0,1,pos_nonword,,,Balcanoona Airport,,
ybp,0.0,1,pos_nonword,,,Yibin Wuliangye Airport,,
ybou,0.0,1,pos_nonword,,,Boulia Airport,,
ybok,0.0,1,pos_nonword,,,Oakey Army Aviation Centre,,
yboi,0.0,1,pos_nonword,,,Boigu Island Airport,,
ybo,0.0,1,pos_nonword,,,Bob Quinn Lake Airport ,,
ybns,0.0,1,pos_nonword,,,Bairnsdale Airport,,
ybna,0.0,1,pos_nonword,,,Ballina Byron Gateway Airport,,
ybmk,0.0,1,pos_nonword,,,Mackay Airport,,
ybma,0.0,1,pos_nonword,,,Mount Isa Airport,,
ybln,0.0,1,pos_nonword,,,Busselton Margaret River Airport,,
ybll,0.0,1,pos_nonword,,,Bollon Airport,,
ybwr,0.0,1,pos_nonword,,,Bolwarra Airport,,
ybwn,0.0,1,pos_nonword,,,Bowen Airport,,
vymd,0.0,1,pos_nonword,,,Mandalay International Airport,,
ybi,0.0,1,pos_nonword,,,Black Tickle Airport ,,
yal,0.0,1,pos_nonword,,,Alert Bay Airport,,
yaj,0.0,1,pos_nonword,,,Lyall Harbour Seaplane Base,,
yai,0.0,1,pos_nonword,,,General Bernardo O'Higgins Airport,,
yagd,0.0,1,pos_nonword,,,Augustus Downs Airport,,
yag,0.0,1,pos_nonword,,,Fort Frances Municipal Airport,,
yaye,0.0,1,pos_nonword,,,Ayers Rock Airport,,
yayr,0.0,1,pos_nonword,,,Ayr Airport,,
yaz,0.0,1,pos_nonword,,,Tofino/Long Beach Airport,,
yba,0.0,1,pos_nonword,,,Banff Airport,,
ybj,0.0,1,pos_nonword,,,Baie-Johan-Beetz Seaplane Base,,
ybie,0.0,1,pos_nonword,,,Bedourie Airport,,
ybhm,0.0,1,pos_nonword,,,Great Barrier Reef Airport,,
yam,0.0,0,pos_iata_only_words,,,Sault Ste. Marie Airport,,
ybhi,0.0,1,pos_nonword,,,Broken Hill Airport,,
ybh,0.0,1,pos_nonword,,,Bull Harbour Waterdrome,,
ybgo,0.0,1,pos_nonword,,,Balgo Hill Airport,,
ybgd,0.0,1,pos_nonword,,,Boolgeeda Airport,,
ybg,0.0,1,pos_nonword,,,Canadian Forces Base Bagotville,,
ybf,0.0,1,pos_nonword,,,Bamfield Water Aerodrome ,,
ybdv,0.0,1,pos_nonword,,,Birdsville Airport,,
ybeo,0.0,1,pos_nonword,,,Betoota Airport,,
wipu,0.0,1,pos_nonword,,,Muko-Muko Airport,,
ybeb,0.0,1,pos_nonword,,,Bellburn Airstrip,,
ybe,0.0,1,pos_nonword,,,Uranium City Airport,,
yala,0.0,1,pos_nonword,,,Marla Airport,,
yamc,0.0,1,pos_nonword,,,Aramac Airport,,
ybw,0.0,1,pos_nonword,,,Bedwell Harbour Water Aerodrome ,,
yat,0.0,1,pos_nonword,,,Attawapiskat Airport,,
ybv,0.0,1,pos_nonword,,,Berens River Airport,,
ybl,0.0,1,pos_nonword,,,Campbell River Airport,,
ybkt,0.0,1,pos_nonword,,,Burketown Airport,,
ybke,0.0,1,pos_nonword,,,Bourke Airport,,
yaq,0.0,1,pos_nonword,,,Maple Bay Seaplane Base,,
yay,0.0,1,pos_nonword,,,St. Anthony Airport,,
yax,0.0,1,pos_nonword,,,Angling Lake/Wapekeka Airport ,,
yav,0.0,1,pos_nonword,,,Mayne Island Water Aerodrome ,,
yauv,0.0,1,pos_nonword,,,Auvergne Airport,,
yaur,0.0,1,pos_nonword,,,Aurukun Airport,,
yau,0.0,1,pos_nonword,,,Kattiniq/Donaldson Airport ,,
yas,0.0,1,pos_nonword,,,Yasawa Island Airport,,
yamk,0.0,1,pos_nonword,,,Andamooka Airport,,
yary,0.0,1,pos_nonword,,,Arrabury Airport,,
yarm,0.0,1,pos_nonword,,,Armidale Airport,,
yarg,0.0,1,pos_nonword,,,Argyle Airport,,
yara,0.0,1,pos_nonword,,,Ararat Airport,,
yar,0.0,1,pos_nonword,,,La Grande-3 Airport,,
yaph,0.0,1,pos_nonword,,,Alpha Airport,,
ybk,0.0,1,pos_nonword,,,Baker Lake Airport,,
yap,0.0,0,pos_iata_only_words,,,Yap International Airport ,,
yao,0.0,1,pos_nonword,,,YaoundΘ Airport,,
yang,0.0,0,pos_iata_only_words,,,West Angelas Airport,,
yamt,0.0,1,pos_nonword,,,Amata Airport,,
ybth,0.0,1,pos_nonword,,,Bathurst Airport,,
ybti,0.0,1,pos_nonword,,,Bathurst Island Airport,,
ybpn,0.0,1,pos_nonword,,,Whitsunday Coast Airport,,
waaa,0.0,1,pos_nonword,,,Sultan Hasanuddin International Airport,,
wabt,0.0,1,pos_nonword,,,Enarotali Airport,,
wabp,0.0,1,pos_nonword,,,Mozes Kilangin Airport,,
wabo,0.0,1,pos_nonword,,,Serui Airport,,
wabn,0.0,1,pos_nonword,,,Kokonao Airport,,
wabl,0.0,1,pos_nonword,,,Illaga Airport,,
wabk,0.0,1,pos_nonword,,,Karubaga Airport,,
wabi,0.0,1,pos_nonword,,,Nabire Airport,,
wabg,0.0,1,pos_nonword,,,Waghete Airport,,
wabd,0.0,1,pos_nonword,,,Moanamani Airport,,
wabb,0.0,1,pos_nonword,,,Frans Kaisiepo Airport,,
waaj,0.0,1,pos_nonword,,,Tampa Padang Airport,,
vyye,0.0,1,pos_nonword,,,Ye Airport,,
wada,0.0,1,pos_nonword,,,Selaparang Airport ,,
vytl,0.0,1,pos_nonword,,,Tachilek Airport,,
vyhh,0.0,1,pos_nonword,,,Heho Airport,,
vygg,0.0,1,pos_nonword,,,Gangaw Airport,,
vtsk,0.0,1,pos_nonword,,,Pattani Airport,,
vtuw,0.0,1,pos_nonword,,,Nakhon Phanom Airport,,
vvdb,0.0,1,pos_nonword,,,Dien Bien Phu Airport,,
vvct,0.0,1,pos_nonword,,,Can Tho International Airport,,
vvcs,0.0,1,pos_nonword,,,Con Dao Airport ,,
vvcr,0.0,1,pos_nonword,,,Cam Ranh International Airport,,
vvcm,0.0,1,pos_nonword,,,Cα Mau Airport,,
vvci,0.0,1,pos_nonword,,,Cat Bi International Airport,,
wac ,0.0,1,pos_nonword,,,,World Aeronautical Chart ,
wadb,0.0,1,pos_nonword,,,Sultan Muhammad Salahudin Airport ,,
yfr,0.0,1,pos_nonword,,,Fort Resolution Airport,,
vypu,0.0,1,pos_nonword,,,Pakokku Airport,,
vyls,0.0,1,pos_nonword,,,Lashio Airport,,
vylk,0.0,1,pos_nonword,,,Loikaw Airport,,
vyku,0.0,1,pos_nonword,,,Kyauktu Airport,,
vykt,0.0,1,pos_nonword,,,Kawthaung Airport,,
vykp,0.0,1,pos_nonword,,,Kyaukpyu Airport,,
vykl,0.0,1,pos_nonword,,,Kalaymyo Airport ,,
vyki,0.0,1,pos_nonword,,,Khamti Airport,,
vykg,0.0,1,pos_nonword,,,Kengtung Airport,,
vyi,0.0,1,pos_nonword,,,Vilyuysk Airport,,
vyhn,0.0,1,pos_nonword,,,Tilin Airport,,
vyhl,0.0,1,pos_nonword,,,Homalin Airport,,
vypy,0.0,1,pos_nonword,,,Pyay Airport,,
wadd,0.0,1,pos_nonword,,,Ngurah Rai International Airport,,
vysw,0.0,1,pos_nonword,,,Sittwe Airport,,
vytd,0.0,1,pos_nonword,,,Thandwe Airport,,
waff,0.0,1,pos_nonword,,,Mutiara Airport,,
waf,0.0,1,pos_nonword,,,Wana Airport,,
waee,0.0,1,pos_nonword,,,Sultan Babullah Airport,,
wae,0.0,1,pos_nonword,,,Wadi al-Dawasir Domestic Airport,,
wady,0.0,1,pos_nonword,,,Banyuwangi Airport,,
wadw,0.0,1,pos_nonword,,,Mau Hau Airport ,,
wadt,0.0,1,pos_nonword,,,Tambolaka Airport ,,
wads,0.0,0,pos_iata_only_words,,,Sultan Muhammad Kaharuddin III Airport ,,
wadl,0.0,1,pos_nonword,,,Lombok International Airport,,
vvca,0.0,1,pos_nonword,,,Chu Lai International Airport,,
vvc,0.0,1,pos_nonword,,,La Vanguardia Airport,,
vvbm,0.0,1,pos_nonword,,,Buon Ma Thuot Airport,,
vvrg,0.0,1,pos_nonword,,,Rach Gia Airport,,
vyan,0.0,1,pos_nonword,,,Ann Airport,,
vxo,0.0,1,pos_nonword,,,VΣxj÷/Kronoberg Airport,,
vxe,0.0,1,pos_nonword,,,Cesßria ╔vora Airport ,,
vxc,0.0,1,pos_nonword,,,Lichinga Airport,,
vvz,0.0,1,pos_nonword,,,Takhamalt Airport,,
vvvt,0.0,1,pos_nonword,,,Vung Tau Airport,,
vvvh,0.0,1,pos_nonword,,,Vinh International Airport,,
vvvd,0.0,1,pos_nonword,,,Van Don International Airport,,
vvtx,0.0,1,pos_nonword,,,Tho Xuan Airport,,
vvts,0.0,1,pos_nonword,,,Tan Son Nhat International Airport,,
vvth,0.0,1,pos_nonword,,,Dong Tac Airport,,
vvpr,0.0,1,pos_nonword,,,Phan Rang Air Base,,
vvb,0.0,1,pos_nonword,,,Mahanoro Airport,,
vvpq,0.0,1,pos_nonword,,,Phu Quoc International Airport,,
vvpk,0.0,1,pos_nonword,,,Pleiku Airport,,
vvpc,0.0,1,pos_nonword,,,Phu Cat Airport,,
vvpb,0.0,1,pos_nonword,,,Phu Bai International Airport,,
vvo,0.0,1,pos_nonword,,,Vladivostok International Airport,,
vvnt,0.0,1,pos_nonword,,,Nha Trang Air Base,,
vvns,0.0,1,pos_nonword,,,Nα S?n Airport,,
vvnb,0.0,1,pos_nonword,,,Noi Bai International Airport,,
vvn,0.0,1,pos_nonword,,,Las Malvinas Airport,,
wkk,0.0,1,pos_nonword,,,Aleknagik Airport ,,
wkn,0.0,1,pos_nonword,,,Wakunai Airport,,
vybg,0.0,1,pos_nonword,,,Nyaung U Airport,,
vybm,0.0,1,pos_nonword,,,Bhamo Airport,,
vybp,0.0,1,pos_nonword,,,Bokpyin Airport,,
vycz,0.0,1,pos_nonword,,,Mandalay Chanmyathazi Airport,,
vuu,0.0,1,pos_nonword,,,Mvuu Camp Airport,,
vup,0.0,1,pos_nonword,,,Alfonso L≤pez Pumarejo Airport,,
vtz,0.0,1,pos_nonword,,,Visakhapatnam Airport,,
vtuv,0.0,1,pos_nonword,,,Roi Et Airport,,
vydw,0.0,1,pos_nonword,,,Dawei Airport,,
vtuu,0.0,1,pos_nonword,,,Ubon Ratchathani Airport,,
vtuq,0.0,1,pos_nonword,,,Nakhon Ratchasima Airport,,
vtuo,0.0,1,pos_nonword,,,Buriram Airport,,
vtul,0.0,1,pos_nonword,,,Loei Airport,,
vtuk,0.0,1,pos_nonword,,,Khon Kaen Airport,,
vtuj,0.0,1,pos_nonword,,,Surin Airport,,
vtui,0.0,1,pos_nonword,,,Sakon Nakhon Airport,,
vtud,0.0,1,pos_nonword,,,Udon Thani International Airport,,
vtst,0.0,1,pos_nonword,,,Trang Airport,,
vtss,0.0,1,pos_nonword,,,Hat Yai International Airport,,
vtsr,0.0,1,pos_nonword,,,Ranong Airport,,
vtsp,0.0,1,pos_nonword,,,Phuket International Airport,,
vtsm,0.0,1,pos_nonword,,,Samui Airport,,
vvdh,0.0,1,pos_nonword,,,Dong Hoi Airport,,
vvdl,0.0,1,pos_nonword,,,Lien Khuong Airport,,
vvdn,0.0,1,pos_nonword,,,Da Nang International Airport,,
vvk,0.0,1,pos_nonword,,,VΣstervik Airport,,
vyd,0.0,1,pos_nonword,,,Vryheid Airport,,
wipt,0.0,1,pos_nonword,,,Minangkabau International Airport,,
zgcj,0.0,1,pos_nonword,,,Huaihua Zhijiang Airport,,
wipv,0.0,1,pos_nonword,,,Keluang Airport,,
zgdy,0.0,1,pos_nonword,,,Zhangjiajie Hehua Airport,,
yyi,0.0,1,pos_nonword,,,Rivers Airport,,
yyki,0.0,1,pos_nonword,,,Yorke Island Airport,,
yylr,0.0,1,pos_nonword,,,Yeelirrie Airport,,
zfm,0.0,1,pos_nonword,,,Fort McPherson Airport,,
zghz,0.0,1,pos_nonword,,,Huizhou Pingtan Airport,,
zghy,0.0,1,pos_nonword,,,Hengyang Nanyue Airport,,
zghc,0.0,1,pos_nonword,,,Hechi Jinchengjiang Airport,,
zgha,0.0,1,pos_nonword,,,Changsha Huanghua International Airport,,
zggg,0.0,1,pos_nonword,,,Guangzhou Baiyun International Airport,,
zgfs,0.0,1,pos_nonword,,,Foshan Shadi Airport,,
zgf,0.0,1,pos_nonword,,,Grand Forks Airport,,
zgcd,0.0,1,pos_nonword,,,Changde Taohuayuan Airport,,
yty,0.0,1,pos_nonword,,,Yangzhou Taizhou Airport,,
zgbs,0.0,1,pos_nonword,,,Baise Bama Airport,,
zgbh,0.0,1,pos_nonword,,,Beihai Fucheng Airport,,
zfn,0.0,1,pos_nonword,,,Tulita Airport,,
zfd,0.0,1,pos_nonword,,,Fond-du-Lac Airport,,
zbxt,0.0,1,pos_nonword,,,Xingtai Dalian Airport,,
zfa,0.0,1,pos_nonword,,,Faro Airport,,
zen,0.0,1,pos_nonword,,,Zenag Airport,,
zem,0.0,1,pos_nonword,,,Eastmain River Airport,,
zel,0.0,1,pos_nonword,,,Bella Bella ,,
zeg,0.0,1,pos_nonword,,,Senggo Airport,,
zec,0.0,1,pos_nonword,,,Secunda Airport,,
ytx,0.0,1,pos_nonword,,,Telegraph Creek Airport ,,
yua,0.0,1,pos_nonword,,,Yuanmou Air Base,,
zco,0.0,1,pos_nonword,,,La Araucanφa Airport,,
yvd,0.0,1,pos_nonword,,,Yeva Airport,,
ytwb,0.0,1,pos_nonword,,,Toowoomba City Aerodrome,,
yvt,0.0,1,pos_nonword,,,Buffalo Narrows Airport,,
yvrs,0.0,1,pos_nonword,,,Vanrook Airport,,
yvrd,0.0,1,pos_nonword,,,Victoria River Downs Airport,,
yvq,0.0,1,pos_nonword,,,Norman Wells Airport,,
yvp,0.0,1,pos_nonword,,,Kuujjuaq Airport,,
yvo,0.0,1,pos_nonword,,,Val-d'Or Airport,,
yvn,0.0,1,pos_nonword,,,Cape Dyer Airport,,
yvm,0.0,1,pos_nonword,,,Qikiqtarjuaq Airport,,
yvg,0.0,1,pos_nonword,,,Vermilion Airport,,
yve,0.0,1,pos_nonword,,,Vernon Regional Airport,,
yvc,0.0,1,pos_nonword,,,La Ronge ,,
yub,0.0,1,pos_nonword,,,Tuktoyaktuk/James Gruben Airport,,
yvb,0.0,1,pos_nonword,,,Bonaventure Airport,,
yva,0.0,1,pos_nonword,,,Iconi Airport,,
yuy,0.0,1,pos_nonword,,,Rouyn-Noranda Airport,,
yux,0.0,1,pos_nonword,,,Hall Beach Airport,,
yut,0.0,1,pos_nonword,,,Repulse Bay Airport,,
yusl,0.0,1,pos_nonword,,,Useless Loop Airport,,
yus,0.0,1,pos_nonword,,,Yushu Batang Airport,,
yuny,0.0,1,pos_nonword,,,Cluny Airport,,
yue,0.0,1,pos_nonword,,,Yuendumu Airport,,
yuda,0.0,1,pos_nonword,,,Undara Airport,,
yud,0.0,1,pos_nonword,,,Umiujaq Airport,,
zdy,0.0,1,pos_nonword,,,Dalma Airport,,
zcl,0.0,1,pos_nonword,,,General Leobardo C. Ruiz International Airport,,
yzh,0.0,1,pos_nonword,,,Slave Lake Airport,,
zal,0.0,1,pos_nonword,,,Pichoy Airport,,
zgs,0.0,1,pos_nonword,,,La Romaine Airport ,,
zgr,0.0,1,pos_nonword,,,Little Grand Rapids Airport,,
zgow,0.0,1,pos_nonword,,,Jieyang Chaoshan International Airport,,
zgnn,0.0,1,pos_nonword,,,Nanning Wuxu International Airport,,
zgmx,0.0,1,pos_nonword,,,Meixian Airport,,
zgm,0.0,1,pos_nonword,,,Ngoma Airport,,
zbxz,0.0,1,pos_nonword,,,Xinzhou Wutaishan Airport,,
zbxh,0.0,1,pos_nonword,,,Xilinhot Airport,,
yym,0.0,1,pos_nonword,,,Cowley Airport,,
yzs,0.0,1,pos_nonword,,,Coral Harbour Airport,,
zam,0.0,1,pos_nonword,,,Zamboanga International Airport,,
zaj,0.0,1,pos_nonword,,,Zaranj Airport,,
zgsy,0.0,1,pos_nonword,,,Shaoyang Wugang Airport,,
zah,0.0,1,pos_nonword,,,Zahedan Airport,,
zad,0.0,1,pos_nonword,,,Zadar Airport,,
zac,0.0,1,pos_nonword,,,York Landing Airport,,
zaa,0.0,1,pos_nonword,,,Alice Arm/Silver City Water Aerodrome ,,
z ,0.0,1,pos_nonword,,,,Coordinated Universal Time ,
yzz,0.0,1,pos_nonword,,,Trail Airport ,,
yzy,0.0,1,pos_nonword,,,Zhangye Ganzhou Airport,,
yzw,0.0,1,pos_nonword,,,Teslin Airport,,
yzv,0.0,1,pos_nonword,,,Sept-╬les Airport,,
yzu,0.0,1,pos_nonword,,,Whitecourt Airport,,
yzp,0.0,1,pos_nonword,,,Sandspit Airport,,
zgsd,0.0,1,pos_nonword,,,Zhuhai Jinwan Airport ,,
zgu,0.0,1,pos_nonword,,,Gaua Airport,,
zbzj,0.0,1,pos_nonword,,,Zhangjiakou Ningyuan Airport,,
zhsn,0.0,1,pos_nonword,,,Shennongjia Hongping Airport,,
zbyz,0.0,1,pos_nonword,,,Bayannur Tianjitai Airport,,
zbyc,0.0,1,pos_nonword,,,Yuncheng Guangong Airport,,
zby,0.0,1,pos_nonword,,,Sayaboury Airport,,
zgi,0.0,1,pos_nonword,,,Gods River Airport,,
zgkl,0.0,1,pos_nonword,,,Guilin Liangjiang International Airport,,
zgl,0.0,1,pos_nonword,,,South Galway Airport,,
zglg,0.0,1,pos_nonword,,,Yongzhou Lingling Airport,,
zhy,0.0,1,pos_nonword,,,Zhongwei Shapotou Airport ,,
zhxf,0.0,1,pos_nonword,,,Xiangyang Liuji Airport,,
zhsy,0.0,1,pos_nonword,,,Shiyan Wudangshan Airport,,
zhss,0.0,1,pos_nonword,,,Shashi Airport,,
zhp,0.0,1,pos_nonword,,,High Prairie Airport,,
zgxn,0.0,1,pos_nonword,,,Xingning Air Base,,
zhny,0.0,1,pos_nonword,,,Nanyang Jiangying Airport,,
zhm,0.0,1,pos_nonword,,,Shamshernagar Airport,,
zhly,0.0,1,pos_nonword,,,Luoyang Beijiao Airport,,
zhhh,0.0,1,pos_nonword,,,Wuhan Tianhe International Airport,,
zhgh,0.0,1,pos_nonword,,,Laohekou Airport,,
zhes,0.0,1,pos_nonword,,,Enshi Xujiaping Airport,,
zhcc,0.0,1,pos_nonword,,,Zhengzhou Xinzheng International Airport,,
zhay,0.0,1,pos_nonword,,,Anyang Airport,,
zha,0.0,1,pos_nonword,,,Zhanjiang Airport,,
zgzj,0.0,1,pos_nonword,,,Zhanjiang Airport,,
zgzh,0.0,1,pos_nonword,,,Liuzhou Bailian Airport,,
ytu,0.0,1,pos_nonword,,,Tasu Water Aerodrome,,
ytt,0.0,1,pos_nonword,,,Tisdale Airport ,,
ytst,0.0,1,pos_nonword,,,Truscott-Mungalalu Airport,,
ywca,0.0,1,pos_nonword,,,Wilcannia Airport,,
ywk,0.0,1,pos_nonword,,,Wabush Airport,,
ywit,0.0,1,pos_nonword,,,Wittenoom Airport,,
ywsl,0.0,1,pos_nonword,,,West Sale Airport,,
ywha,0.0,1,pos_nonword,,,Whyalla Airport,,
ywh,0.0,1,pos_nonword,,,Victoria Harbour Water Airport,,
ywgt,0.0,1,pos_nonword,,,Wangaratta Airport,,
ywdl,0.0,1,pos_nonword,,,Wondoola Airport,,
ywdh,0.0,1,pos_nonword,,,Windorah Airport,,
ywdg,0.0,1,pos_nonword,,,Windarling Airport,,
ywck,0.0,1,pos_nonword,,,Warwick Airport,,
ywch,0.0,1,pos_nonword,,,Walcha Airport,,
ywbs,0.0,1,pos_nonword,,,Warraber Island Airport,,
ywlg,0.0,1,pos_nonword,,,Walgett Airport,,
ywbl,0.0,1,pos_nonword,,,Warrnambool Airport,,
ywb,0.0,1,pos_nonword,,,Kangiqsujuaq ,,
ywav,0.0,1,pos_nonword,,,Wave Hill Airport,,
yws,0.0,1,pos_nonword,,,Whistler/Green Lake Water Aerodrome ,,
ywtl,0.0,1,pos_nonword,,,Waterloo Airport,,
zhyc,0.0,1,pos_nonword,,,Yichang Sanxia Airport,,
yxl,0.0,1,pos_nonword,,,Sioux Lookout Airport,,
yyh,0.0,1,pos_nonword,,,Taloyoak Airport,,
yyg,0.0,1,pos_nonword,,,Charlottetown Airport,,
yyf,0.0,1,pos_nonword,,,Penticton Regional Airport,,
yye,0.0,1,pos_nonword,,,Northern Rockies Regional Airport,,
ywkb,0.0,1,pos_nonword,,,Warracknabeal Airport,,
ywlm,0.0,1,pos_nonword,,,Newcastle Airport / RAAF Base Williamtown,,
ytdr,0.0,1,pos_nonword,,,Theodore Airport,,
zuc,0.0,1,pos_nonword,,,Ignace Municipal Airport,,
zuh,0.0,1,pos_nonword,,,Zhuhai Jinwan Airport ,,
zugy,0.0,1,pos_nonword,,,Guiyang Longdongbao International Airport,,
ybdf,0.0,1,pos_nonword,,,Bedford Downs Airport,,
zuhy,0.0,1,pos_nonword,,,Hongyuan Airport,,
zugu,0.0,1,pos_nonword,,,Guangyuan Panlong Airport,,
zugh,0.0,1,pos_nonword,,,Guanghan Airport,,
zudz,0.0,1,pos_nonword,,,Dazu Air Base,,
zudx,0.0,1,pos_nonword,,,Dazhou Heshi Airport,,
zudc,0.0,1,pos_nonword,,,Daocheng Yading Airport,,
zud,0.0,1,pos_nonword,,,Pupelde Airfield,,
zuck,0.0,1,pos_nonword,,,Chongqing Jiangbei International Airport,,
zic,0.0,1,pos_nonword,,,Victoria Airport,,
ywlu,0.0,1,pos_nonword,,,Wiluna Airport,,
zia,0.0,1,pos_nonword,,,Ramenskoye Airport ,,
zhz,0.0,1,pos_nonword,,,Halle-Oppin Airport,,
ywj,0.0,1,pos_nonword,,,DΘline Airport,,
ywr,0.0,1,pos_nonword,,,White River Water Aerodrome ,,
ywq,0.0,1,pos_nonword,,,Chutes-des-Passes/Lac Margane Water Aerodrome ,,
ywp,0.0,1,pos_nonword,,,Webequie Airport,,
ywor,0.0,1,pos_nonword,,,Wollogorang Airport,,
ywol,0.0,1,pos_nonword,,,Shellharbour Airport,,
ywnd,0.0,1,pos_nonword,,,Wondai Airport,,
ywmp,0.0,1,pos_nonword,,,Wrotham Park Airport,,
ywm,0.0,1,pos_nonword,,,Williams Harbour Airport ,,
yyd,0.0,1,pos_nonword,,,Smithers Airport,,
yyb,0.0,1,pos_nonword,,,North Bay/Jack Garland Airport,,
yyal,0.0,1,pos_nonword,,,Yalgoo Airport,,
yvv,0.0,1,pos_nonword,,,Wiarton Airport,,
ytq,0.0,1,pos_nonword,,,Tasiujaq Airport,,
ytoc,0.0,1,pos_nonword,,,Tocumwal Airport,,
yto,0.0,1,pos_nonword,,,metropolitan area,,
ytnk,0.0,1,pos_nonword,,,Tennant Creek Airport,,
ytng,0.0,1,pos_nonword,,,Thangool Airport,,
ytmy,0.0,1,pos_nonword,,,Tobermorey Airport,,
ytmu,0.0,1,pos_nonword,,,Tumut Airport,,
ytmp,0.0,1,pos_nonword,,,Tom Price Airport,,
ytmo,0.0,1,pos_nonword,,,The Monument Airport,,
ytm,0.0,1,pos_nonword,,,Mont Tremblant International Airport,,
ytky,0.0,1,pos_nonword,,,Turkey Creek Airport,,
ytib,0.0,1,pos_nonword,,,Tibooburra Airport,,
yxt,0.0,1,pos_nonword,,,Northwest Regional Airport,,
ythd,0.0,1,pos_nonword,,,Theda Station Airport,,
yth,0.0,1,pos_nonword,,,Thompson Airport,,
ytgt,0.0,1,pos_nonword,,,The Granites Airport,,
ytgm,0.0,1,pos_nonword,,,Thargomindah Airport,,
ytga,0.0,1,pos_nonword,,,Tangalooma Airport,,
ytg,0.0,1,pos_nonword,,,Sullivan Bay Water Aerodrome ,,
ytf,0.0,1,pos_nonword,,,Alma Airport,,
ytem,0.0,1,pos_nonword,,,Temora Airport,,
ytef,0.0,1,pos_nonword,,,Telfer Airport,,
ytee,0.0,1,pos_nonword,,,Trepell Airport,,
yte,0.0,1,pos_nonword,,,Cape Dorset Airport,,
ytr,0.0,1,pos_nonword,,,CFB Trenton,,
ytre,0.0,1,pos_nonword,,,Taree Airport,,
yts,0.0,1,pos_nonword,,,Timmins/Victor M. Power Airport,,
ytl,0.0,1,pos_nonword,,,Big Trout Lake Airport,,
yxs,0.0,1,pos_nonword,,,Prince George Airport,,
yxr,0.0,1,pos_nonword,,,Earlton ,,
yxq,0.0,1,pos_nonword,,,Beaver Creek Airport,,
yxp,0.0,1,pos_nonword,,,Pangnirtung Airport,,
yxn,0.0,1,pos_nonword,,,Whale Cove Airport,,
yxk,0.0,1,pos_nonword,,,Rimouski Airport,,
ywtn,0.0,1,pos_nonword,,,Winton Airport,,
yxj,0.0,1,pos_nonword,,,Fort St. John Airport ,,
yxh,0.0,1,pos_nonword,,,Medicine Hat Airport,,
yxe,0.0,1,pos_nonword,,,Saskatoon John G. Diefenbaker International Airport,,
yxd,0.0,1,pos_nonword,,,Edmonton City Centre ,,
yxc,0.0,1,pos_nonword,,,Cranbrook/Canadian Rockies International Airport,,
ywyy,0.0,1,pos_nonword,,,Burnie Airport,,
