tracon_month,pos_nonword_ct,pos_nonword_unique_ct,all_abrevs_no_overcount_ct,all_abrevs_no_overcount_unique_ct,casa_ct,casa_unique_ct,faa_ct,faa_unique_ct,iata_ct,iata_unique_ct,nasa_ct,nasa_unique_ct,hand_ct,hand_unique_ct
TPA 2006/6,28,20,52,33,22,13,4,3,17,11,26,16,14,10
TPA 2006/7,98,24,136,35,42,13,20,7,60,11,30,11,32,10
TPA 2006/9,35,21,48,25,8,6,9,4,11,6,13,9,18,11
TPA 2007/1,35,16,46,22,27,10,12,4,8,5,15,9,14,9
TPA 2007/12,18,12,41,24,15,7,0,0,12,6,10,9,5,5
TPA 2007/2,7,5,7,5,0,0,0,0,0,0,3,2,7,5
TPA 2007/3,74,22,96,30,40,12,22,9,28,9,34,9,30,10
TPA 2007/4,45,21,58,29,20,8,5,3,14,6,16,10,16,11
TPA 2007/7,58,25,101,40,51,18,24,8,21,9,30,15,31,15
TPA 2007/8,33,21,61,36,31,14,13,6,26,10,16,10,13,11
TPA 2008/12,9,5,23,12,13,6,2,1,9,4,6,4,2,2
TPA 2008/4,42,17,48,21,27,8,18,3,20,7,24,12,18,9
TPA 2008/5,11,10,15,14,8,7,3,3,7,6,8,7,2,2
TPA 2009/1,5,4,8,7,3,2,3,2,1,1,0,0,2,2
TPA 2009/12,7,7,10,10,6,6,6,6,5,5,0,0,0,0
TPA 2009/4,0,0,10,4,7,2,0,0,5,1,5,1,0,0
TPA 2009/7,11,7,23,12,11,5,6,3,6,4,3,2,3,2
TPA 2009/8,5,2,14,5,6,1,1,1,4,1,0,0,1,1
TPA 2010/11,18,6,35,9,5,4,12,5,10,4,0,0,7,1
TPA 2010/2,43,16,60,26,34,11,32,13,34,9,0,0,5,4
TPA 2010/7,3,2,5,4,3,3,2,2,3,2,0,0,0,0
TPA 2011/1,4,2,16,4,7,2,3,1,4,2,0,0,0,0
TPA 2011/10,7,3,12,5,4,2,0,0,7,3,0,0,0,0
TPA 2011/2,5,3,13,5,7,1,1,1,4,2,0,0,0,0
TPA 2011/4,6,2,11,6,3,2,6,2,2,1,4,1,4,1
TPA 2012/3,8,5,15,9,4,4,6,4,5,4,0,0,3,1
TPA 2012/4,4,3,4,3,2,2,2,2,3,2,0,0,0,0
TPA 2012/5,3,1,10,3,10,3,3,1,3,1,0,0,0,0
TPA 2012/6,20,6,28,9,8,3,16,5,4,1,6,1,8,2
TPA 2013/2,6,5,9,6,9,6,6,5,2,1,0,0,0,0
TPA 2013/5,3,2,10,4,6,3,3,2,1,1,0,0,0,0
TPA 2013/8,8,4,13,6,7,3,2,2,1,1,1,1,5,2
TPA 2013/9,3,2,6,5,2,2,3,2,0,0,1,1,0,0
TPA 2014/1,8,5,21,10,3,3,2,2,3,1,2,1,2,1
TPA 2014/11,9,6,15,10,6,3,6,3,6,3,1,1,2,2
TPA 2014/2,10,7,14,9,4,3,9,6,3,2,1,1,3,2
TPA 2014/4,20,4,30,8,16,4,12,3,10,2,0,0,2,1
TPA 2014/6,0,0,7,5,1,1,0,0,1,1,0,0,0,0
TPA 2014/9,10,6,12,8,2,2,6,5,6,3,1,1,3,2
TPA 2015/1,14,6,17,8,7,3,10,2,3,3,0,0,5,1
TPA 2015/11,14,4,26,6,6,2,12,3,0,0,8,1,12,3
TPA 2015/3,12,7,22,12,7,4,10,5,6,3,1,1,4,2
TPA 2015/5,3,3,17,7,3,3,3,3,2,2,0,0,0,0
TPA 2015/7,6,3,13,9,5,3,6,3,2,1,0,0,2,1
TPA 2016/1,1,1,2,2,0,0,0,0,1,1,1,1,0,0
TPA 2017/8,0,0,5,4,2,2,0,0,0,0,0,0,0,0
TPA 2017/9,15,4,17,6,7,1,12,2,1,1,0,0,7,2
TPA 2018/6,3,3,9,7,1,1,0,0,0,0,0,0,2,2
TPA 2018/8,1,1,2,2,0,0,0,0,1,1,0,0,0,0
TPA 2019/1,56,9,81,15,36,8,35,5,20,5,17,2,30,2
TPA 2019/6,0,0,6,2,5,1,0,0,0,0,0,0,0,0
TPE 1990/5,28,12,43,19,24,8,12,4,15,6,31,10,15,7
TPE 1991/2,56,29,93,42,45,15,18,8,25,14,43,16,33,15
TPE 1991/5,23,9,23,9,17,5,6,2,6,4,6,4,5,3
TPE 1992/12,27,14,30,17,4,4,1,1,15,7,7,6,12,7
TPE 1992/7,29,14,38,18,22,9,9,5,7,6,12,8,10,5
TPE 1993/7,20,8,38,15,9,5,4,2,10,5,15,6,11,4
TPE 1994/1,8,5,8,5,4,2,0,0,0,0,2,2,4,3
TPE 1994/2,21,15,33,21,24,13,7,5,12,7,14,9,8,7
TPE 1996/10,27,12,35,19,15,8,6,4,5,4,17,7,15,6
TPE 1996/11,90,22,102,27,46,8,42,6,56,10,46,10,30,10
TPE 1998/7,33,16,43,24,13,10,11,3,16,10,20,14,19,8
TPE 1998/9,21,10,23,12,9,5,6,3,7,4,6,4,12,5
TQPF 1993/5,32,16,40,19,23,9,11,6,12,6,14,8,13,8
TRI 1988/12,20,11,24,13,17,8,10,6,9,6,2,2,3,2
TRI 1989/5,69,28,93,44,37,16,29,7,35,16,19,14,28,12
TRI 1990/5,33,19,41,25,13,11,14,9,8,6,13,9,23,10
TRI 1990/8,45,24,62,32,26,11,9,5,22,12,23,11,18,10
TRI 1991/1,23,16,26,19,8,7,5,5,5,4,12,7,14,8
TRI 1991/8,59,21,68,27,33,13,17,6,13,8,30,11,30,12
TRI 1992/8,14,10,20,14,13,7,4,3,8,4,12,8,5,5
TRI 1993/11,19,15,23,17,11,8,6,5,6,5,10,8,8,6
TRI 1993/4,23,15,29,20,16,10,11,6,9,6,6,6,6,6
TRI 1993/7,28,14,30,16,9,6,2,2,7,6,17,7,17,7
TRI 1994/8,7,6,13,10,7,5,1,1,3,3,5,5,6,5
TRI 1995/12,40,27,53,31,27,13,7,7,10,9,18,12,22,14
TRI 1995/3,55,33,63,38,30,16,16,8,20,13,11,11,19,13
TRI 1995/8,5,5,5,5,2,2,1,1,1,1,2,2,2,2
TRI 1997/2,49,20,54,23,40,13,18,6,26,9,16,9,11,7
TRI 1997/3,8,7,8,7,4,4,1,1,1,1,2,2,4,3
TRI 1997/5,251,41,371,56,131,15,64,10,46,11,90,22,163,25
TRI 1997/7,30,18,36,22,17,10,4,3,19,10,8,7,5,5
TRI 1998/12,14,7,15,8,4,3,5,2,6,3,7,4,7,3
TRI 1999/1,42,20,66,27,28,8,3,3,18,8,17,8,21,10
TRI 1999/6,26,11,33,16,14,6,5,3,9,4,10,5,12,7
TRI 2000/2,25,7,42,11,23,3,8,1,9,2,12,5,17,6
TRI 2000/3,7,6,11,9,4,3,1,1,2,1,1,1,5,4
TRI 2003/6,31,18,49,30,15,8,12,5,16,8,10,8,18,9
TRI 2005/12,29,18,54,25,33,11,8,4,11,6,18,10,15,9
TRI 2009/4,6,4,13,5,10,3,4,2,3,2,0,0,2,1
TRI 2011/6,3,3,4,4,3,3,2,2,2,2,0,0,0,0
TRI 2012/1,10,5,20,7,16,5,5,3,8,4,0,0,0,0
TRI 2013/5,13,10,15,12,11,8,9,6,6,5,1,1,0,0
TRI 2014/11,3,3,4,4,1,1,2,2,1,1,0,0,1,1
TRI 2016/6,15,4,26,7,4,2,12,3,1,1,0,0,11,2
TRI 2017/1,8,7,8,7,3,3,4,4,3,3,2,1,3,2
TRI 2018/8,7,2,11,3,6,1,7,2,6,1,0,0,1,1
TTN 1996/3,55,23,97,42,34,11,24,8,24,9,23,12,29,13
TUL 1988/10,34,16,37,18,13,7,7,4,7,3,16,9,19,9
TUL 1988/11,80,34,93,44,28,11,21,6,27,12,29,14,34,14
TUL 1988/3,10,9,11,10,2,2,2,2,5,4,1,1,5,5
TUL 1989/5,8,5,15,9,7,3,5,2,4,2,8,4,4,3
TUL 1989/8,64,22,89,35,39,15,26,8,18,7,30,14,25,10
TUL 1990/11,24,14,29,19,7,7,2,2,9,7,4,3,13,5
TUL 1990/2,6,6,16,12,9,6,1,1,6,4,7,6,2,2
TUL 1990/5,66,28,85,36,38,13,15,4,29,12,40,17,27,13
TUL 1990/9,17,12,17,12,3,3,1,1,3,3,9,7,13,8
TUL 1991/12,54,25,75,32,37,14,6,3,32,10,23,12,19,10
TUL 1991/4,128,25,154,33,60,9,26,6,48,8,70,12,64,14
TUL 1991/7,64,35,103,53,45,19,16,10,15,10,30,20,36,22
TUL 1991/8,28,16,45,29,17,11,10,5,11,6,15,11,12,8
TUL 1992/10,38,20,42,24,22,10,18,6,13,6,10,8,13,10
TUL 1992/11,38,22,57,32,20,11,8,6,13,7,11,7,19,10
TUL 1992/3,21,14,27,19,12,8,6,4,7,5,9,6,8,6
TUL 1992/5,67,26,77,32,29,13,13,7,37,9,40,13,28,14
TUL 1992/7,29,12,50,19,25,9,10,4,10,5,15,7,16,6
TUL 1993/1,14,9,15,10,9,5,5,3,6,3,6,4,6,5
TUL 1993/12,33,20,49,26,18,8,3,3,17,6,16,11,13,11
TUL 1993/4,19,13,27,18,3,3,5,2,7,6,10,8,12,7
TUL 1993/8,13,5,19,10,5,4,0,0,1,1,11,4,12,4
TUL 1994/10,19,11,28,17,19,10,1,1,12,6,13,8,4,4
TUL 1994/2,32,17,37,21,16,8,10,5,12,6,7,6,11,8
TUL 1994/3,21,14,30,23,17,12,8,3,10,8,13,12,7,5
TUL 1994/6,20,7,30,10,10,5,2,1,8,3,6,3,8,2
TUL 1994/9,23,14,39,17,20,6,5,2,8,2,14,8,12,9
TUL 1995/10,26,13,33,17,12,7,3,1,13,5,13,4,9,6
TUL 1995/11,40,14,68,21,44,11,18,5,20,6,20,6,12,5
TUL 1995/12,46,27,64,37,26,12,15,6,14,11,23,14,24,14
TUL 1996/11,38,17,54,22,17,5,10,6,6,5,11,5,22,10
TUL 1996/12,54,29,77,42,27,16,22,13,22,12,11,9,26,14
TUL 1996/3,47,23,62,34,23,12,10,5,18,8,21,12,26,14
TUL 1996/6,39,23,52,34,12,8,5,3,13,8,23,14,25,13
TUL 1997/1,18,10,21,12,5,4,6,5,10,3,6,4,4,3
TUL 1998/1,18,10,31,18,11,5,3,2,12,7,5,2,7,4
TUL 1998/11,62,20,86,28,24,8,6,3,30,9,40,11,28,8
TUL 1999/11,14,12,23,17,13,7,3,2,11,8,10,8,5,5
TUL 1999/4,33,13,50,21,26,10,13,6,4,3,16,7,18,6
TUL 1999/5,16,9,17,10,9,5,8,5,5,4,0,0,5,3
TUL 1999/6,69,26,95,34,43,15,15,6,22,11,37,15,31,10
TUL 1999/8,23,10,28,13,17,6,6,3,7,4,5,3,6,5
TUL 2000/4,56,26,81,38,32,14,27,10,32,14,35,14,25,13
TUL 2000/5,76,29,87,39,29,15,17,8,19,11,25,12,40,14
TUL 2001/12,72,19,102,28,40,12,26,6,32,11,30,10,40,9
TUL 2001/3,5,5,8,8,2,2,0,0,1,1,3,3,3,3
TUL 2001/5,118,41,149,55,50,16,16,7,29,12,67,26,71,23
TUL 2001/6,8,7,14,12,5,3,1,1,2,1,7,5,3,3
TUL 2002/1,52,21,62,28,23,8,8,5,13,8,27,10,25,10
TUL 2002/5,28,15,36,23,9,8,5,3,16,9,9,7,12,7
TUL 2002/6,90,14,102,17,52,8,28,3,26,5,44,8,44,7
TUL 2003/10,13,8,19,12,6,5,3,2,2,2,11,7,8,4
TUL 2003/11,78,31,104,41,32,14,18,6,17,9,41,18,52,20
TUL 2003/12,56,23,77,32,23,8,15,9,15,6,28,8,32,13
TUL 2003/3,45,18,61,29,16,9,9,3,7,4,34,10,32,11
TUL 2003/4,19,15,31,21,11,7,3,3,11,8,9,8,7,7
TUL 2003/6,9,7,10,8,5,4,3,2,1,1,4,3,5,4
TUL 2004/7,63,28,95,40,41,15,18,4,23,13,30,17,29,12
TUL 2005/11,42,22,61,32,27,13,14,6,20,12,24,13,25,11
TUL 2005/2,1,1,6,3,6,3,1,1,3,1,0,0,0,0
TUL 2006/10,21,13,24,16,3,3,2,2,5,2,11,7,13,8
TUL 2007/3,10,10,20,14,11,5,3,3,4,4,8,8,3,3
TUL 2007/4,57,32,87,45,27,14,14,10,16,8,34,19,35,20
TUL 2008/3,17,9,26,13,10,4,9,4,10,4,4,4,8,5
TUL 2008/9,74,16,102,22,46,8,24,4,18,4,42,9,38,8
TUL 2010/11,3,3,4,4,2,2,0,0,1,1,2,2,1,1
TUL 2010/4,8,3,17,6,12,2,7,2,6,1,0,0,1,1
TUL 2012/12,1,1,1,1,1,1,1,1,1,1,0,0,0,0
TUL 2013/10,9,4,14,7,6,3,4,3,6,2,0,0,1,1
TUL 2013/5,25,11,30,16,4,3,4,3,16,6,1,1,6,3
TUL 2014/12,18,8,18,8,2,2,7,4,3,2,7,1,12,3
TUL 2015/12,1,1,1,1,1,1,1,1,0,0,0,0,0,0
TUL 2015/9,7,4,7,4,4,2,6,3,1,1,0,0,2,1
TUL 2018/12,1,1,1,1,0,0,0,0,1,1,0,0,0,0
TUL 2018/5,22,5,23,6,3,1,3,1,20,4,2,1,2,1
TUL 2018/7,13,5,16,7,8,4,6,3,5,2,0,0,5,1
TUL 2019/8,9,3,18,8,9,3,9,3,9,3,0,0,0,0
TUPJ 1999/12,57,29,75,40,36,13,8,5,20,12,13,10,19,13
TUS 1988/5,95,37,124,56,49,18,32,12,36,15,50,17,47,19
TUS 1989/2,25,12,32,17,15,6,3,3,12,4,11,5,7,5
TUS 1990/5,4,4,7,7,4,4,0,0,3,3,3,3,2,2
TUS 1990/6,108,29,120,36,48,13,19,4,38,12,47,14,49,16
TUS 1991/1,20,15,27,21,13,11,7,6,13,10,6,6,7,4
TUS 1991/5,24,14,27,17,9,5,8,4,3,2,10,5,16,10
TUS 1992/1,27,14,36,20,18,10,11,5,6,5,12,6,17,9
TUS 1992/10,55,21,90,30,37,9,2,1,16,7,28,12,33,10
TUS 1992/11,125,41,146,53,48,18,23,9,33,17,50,18,62,17
TUS 1992/3,26,19,41,29,22,14,8,6,7,7,19,12,12,9
TUS 1992/4,33,14,42,21,20,11,7,6,16,7,10,6,9,4
TUS 1992/7,25,12,43,19,18,7,10,4,10,4,10,6,14,6
TUS 1993/2,81,31,98,44,39,15,17,6,35,13,30,16,26,13
TUS 1993/3,232,39,314,51,140,19,56,11,86,16,98,18,82,17
TUS 1993/4,18,12,25,17,17,10,5,1,13,7,10,8,6,5
TUS 1993/7,26,16,33,23,13,8,6,5,10,6,5,5,10,8
TUS 1994/10,24,15,37,20,16,8,1,1,6,4,10,7,12,8
TUS 1994/11,82,35,119,52,45,19,31,10,38,15,52,22,43,17
TUS 1994/4,6,5,12,11,6,6,0,0,5,5,5,4,3,2
TUS 1994/7,25,16,38,22,25,11,11,5,18,11,7,6,5,5
TUS 1995/10,4,2,5,3,1,1,0,0,3,2,3,2,2,1
TUS 1995/11,82,22,98,30,48,14,34,9,42,12,28,10,28,8
TUS 1995/2,65,27,100,40,38,16,7,4,20,10,37,14,37,12
TUS 1995/3,55,22,85,32,47,15,11,6,14,8,27,12,21,10
TUS 1995/4,31,15,41,21,20,9,8,3,18,8,15,11,11,6
TUS 1996/11,18,13,21,16,5,3,7,3,6,4,14,9,11,8
TUS 1996/3,32,15,51,22,24,9,1,1,10,5,20,10,20,9
TUS 1996/6,14,9,22,15,13,8,1,1,6,3,11,9,4,4
TUS 1996/8,34,19,50,29,13,9,8,5,5,4,13,9,23,12
TUS 1997/1,23,12,26,14,12,5,6,3,10,4,21,9,12,7
TUS 1997/12,153,51,217,72,92,29,33,17,45,19,64,25,78,24
TUS 1997/4,54,19,73,30,25,8,12,4,8,6,25,9,31,11
TUS 1997/5,128,29,174,45,64,12,24,5,30,12,52,18,60,14
TUS 1997/7,19,13,24,16,11,5,4,3,2,2,9,7,10,8
TUS 1998/3,17,14,26,21,12,10,6,5,9,7,6,6,7,7
TUS 1998/4,28,13,48,19,27,6,6,1,6,3,15,9,8,6
TUS 1998/7,24,16,34,21,13,6,6,4,13,6,13,9,11,8
TUS 1998/8,14,10,27,17,11,5,6,3,2,2,5,4,6,5
TUS 2003/12,47,24,60,29,33,12,10,6,24,10,25,12,20,13
TUS 2003/3,16,9,26,12,14,5,1,1,6,3,8,5,9,6
TUS 2007/10,62,19,70,23,18,5,12,6,25,5,44,13,33,11
TUS 2007/4,28,16,49,22,30,10,12,7,14,8,11,8,13,9
TUS 2008/12,1,1,4,3,0,0,1,1,0,0,0,0,0,0
TUS 2011/10,17,10,22,14,13,6,10,4,13,5,3,2,2,2
TUS 2012/1,17,11,32,16,19,7,11,6,8,5,0,0,4,3
TUS 2012/2,6,3,12,5,11,4,6,3,5,2,0,0,0,0
TUS 2012/7,3,3,9,5,7,3,3,3,0,0,0,0,1,1
TUS 2013/11,7,4,12,7,10,6,6,3,3,3,1,1,0,0
TUS 2013/2,11,8,18,10,9,5,8,5,5,4,3,2,3,2
TUS 2014/1,13,5,31,13,19,5,11,5,11,3,0,0,2,2
TUS 2014/3,17,7,30,12,19,6,14,4,3,3,1,1,2,1
TUS 2016/12,4,3,7,5,2,1,4,3,3,2,0,0,1,1
TUS 2017/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUS 2018/12,4,4,4,4,2,2,3,3,2,2,0,0,1,1
TUS 2019/2,8,6,19,12,2,2,2,2,4,3,1,1,4,3
TVC 1992/2,29,16,49,26,27,11,15,7,13,7,6,4,12,8
TVC 1998/10,29,18,36,23,11,6,4,3,12,7,15,9,12,9
TWF 1994/1,61,28,78,36,35,15,15,8,23,9,28,12,26,13
TWF 2016/12,9,4,19,8,5,2,6,3,6,2,0,0,0,0
TWF 2018/10,11,4,15,5,3,1,4,2,1,1,0,0,7,2
TXK 1988/2,5,5,9,8,3,2,0,0,3,2,6,5,4,4
TXK 1994/12,30,15,72,23,24,7,15,6,12,5,4,3,18,9
TXKF 1990/9,42,14,72,22,24,7,12,3,20,6,16,6,18,8
TXKF 1995/12,30,12,45,20,14,7,15,4,15,7,6,4,4,4
TXKF 1998/7,4,2,7,5,3,1,0,0,0,0,0,0,1,1
TYO 1990/10,19,12,29,15,13,6,3,2,7,3,10,6,11,7
TYR 1988/3,33,17,40,21,13,6,4,3,25,11,9,4,5,3
TYR 1990/3,70,15,102,23,56,9,40,6,16,5,38,10,34,9
TYR 1990/9,72,27,110,39,46,18,34,14,30,11,14,5,36,14
TYR 1991/9,13,9,18,13,5,4,5,4,5,3,4,3,7,5
TYR 1994/10,86,38,125,59,58,22,35,17,32,16,32,20,27,16
TYR 1994/12,4,3,6,5,2,1,0,0,1,1,1,1,1,1
TYR 1995/1,112,23,178,34,74,11,28,6,18,4,50,14,68,15
TYR 1995/10,40,21,56,29,25,12,10,5,16,9,15,9,19,12
TYS 1988/1,32,13,44,19,21,6,10,3,14,5,20,9,12,5
TYS 1988/10,10,9,12,10,5,3,2,1,3,2,6,5,6,6
TYS 1988/11,59,19,73,27,31,9,18,4,26,9,46,16,33,12
TYS 1988/12,6,5,9,7,6,4,4,3,3,2,3,2,1,1
TYS 1988/5,21,13,28,18,13,8,7,4,10,5,5,3,7,5
TYS 1989/12,11,7,14,10,5,4,4,3,2,2,5,4,7,4
TYS 1989/2,46,18,53,24,27,6,21,5,29,8,11,8,11,8
TYS 1989/4,18,12,22,16,6,5,4,4,2,2,8,6,12,7
TYS 1989/8,16,6,21,10,14,4,12,2,2,2,2,2,1,1
TYS 1989/9,33,17,45,26,17,9,6,3,14,9,12,7,13,6
TYS 1990/1,18,11,25,16,13,7,8,4,3,3,11,6,8,5
TYS 1990/3,114,24,148,35,68,13,16,5,22,6,50,15,56,12
TYS 1991/3,58,26,72,35,26,12,14,6,31,12,34,17,19,10
TYS 1991/7,74,28,94,32,37,8,12,4,25,8,66,17,44,18
TYS 1991/9,29,13,40,21,23,8,5,1,10,7,13,9,9,6
TYS 1992/12,37,25,58,33,36,18,17,10,22,14,8,8,10,6
TYS 1992/2,39,16,50,24,13,8,12,6,5,5,23,6,30,10
TYS 1992/3,29,18,47,26,23,11,3,3,20,9,16,9,13,9
TYS 1992/8,85,31,110,43,40,12,27,8,20,11,42,16,49,19
TYS 1993/3,58,26,63,30,33,16,21,10,26,11,12,9,16,11
TYS 1993/7,55,26,69,31,24,9,6,3,13,7,31,15,31,13
TYS 1994/1,80,30,126,45,57,14,34,8,31,11,30,15,29,15
TYS 1994/10,58,28,78,36,33,12,13,5,27,13,34,17,29,12
TYS 1994/3,14,11,21,15,8,6,3,3,10,8,7,4,7,5
TYS 1994/5,13,12,14,13,6,5,2,2,4,4,4,4,4,4
TYS 1994/6,25,15,30,19,8,6,11,6,7,4,13,9,16,10
TYS 1995/3,6,3,7,4,2,1,0,0,2,1,0,0,2,1
TYS 1995/8,15,10,27,18,8,5,2,2,11,8,9,7,9,5
TYS 1996/10,21,12,37,19,21,10,7,5,10,5,11,6,9,6
TYS 1996/12,68,39,97,56,35,15,12,9,21,11,28,18,37,25
TYS 1996/4,13,8,23,12,11,4,2,1,2,2,9,7,9,5
TYS 1996/5,108,30,188,47,84,18,18,7,50,11,80,17,50,14
TYS 1996/6,12,10,26,15,18,8,3,2,6,5,10,8,7,6
TYS 1997/1,36,21,47,26,26,10,10,4,6,6,8,7,13,10
TYS 1997/11,82,25,134,33,74,13,18,5,36,10,32,11,28,9
TYS 1997/3,15,10,21,15,13,8,6,4,4,3,5,4,6,5
TYS 1997/4,104,37,127,54,50,18,21,7,23,12,48,21,56,21
TYS 1997/8,39,17,48,22,18,6,11,4,7,6,18,9,23,10
TYS 1997/9,14,10,19,14,8,5,5,3,9,6,3,2,5,5
TYS 1998/10,29,16,42,21,23,9,5,2,6,5,14,8,17,10
TYS 1998/11,24,9,46,15,18,7,8,3,14,6,14,5,8,3
TYS 1998/4,82,31,105,42,35,10,17,5,22,7,26,14,39,20
TYS 1998/6,74,34,94,46,57,24,27,13,27,14,28,14,26,13
TYS 1998/7,41,25,59,33,26,13,11,5,15,10,19,16,21,12
TYS 1998/8,35,18,52,31,19,15,5,2,15,9,18,12,18,8
TYS 1999/2,43,17,51,24,26,10,9,4,24,8,39,16,21,10
TYS 1999/4,20,11,31,16,13,4,4,1,9,5,7,5,9,5
TYS 1999/7,2,2,3,3,2,2,1,1,2,2,2,2,0,0
TYS 1999/9,25,7,37,14,16,4,10,2,7,2,13,3,16,5
TYS 2000/1,15,10,22,14,11,4,5,1,6,3,9,5,8,7
TYS 2000/9,12,11,22,17,7,3,1,1,3,3,5,5,7,6
TYS 2001/1,16,10,29,14,18,6,3,2,6,2,11,5,8,5
TYS 2001/10,103,43,151,54,88,22,36,14,58,19,35,16,32,18
TYS 2001/11,76,28,102,42,33,16,15,10,19,11,45,12,47,12
TYS 2001/12,42,14,66,19,38,9,20,6,20,5,26,9,12,6
TYS 2001/2,16,5,28,8,16,3,6,1,8,2,6,2,10,4
TYS 2001/5,37,22,52,28,25,15,9,4,11,7,11,9,16,8
TYS 2001/6,10,9,11,10,4,3,0,0,4,4,0,0,2,2
TYS 2001/8,22,11,27,15,7,4,3,2,4,3,4,4,13,6
TYS 2002/2,34,21,58,29,32,12,6,6,18,8,25,8,19,11
TYS 2002/4,27,15,38,20,22,9,11,4,12,6,10,6,9,5
TYS 2002/5,19,13,35,18,19,7,4,2,5,3,14,8,10,8
TYS 2002/8,13,9,26,13,17,7,4,3,7,4,7,5,5,4
TYS 2002/9,11,8,11,8,4,3,2,1,5,3,2,1,4,3
TYS 2003/10,26,18,36,24,17,9,10,5,11,4,12,7,14,11
TYS 2003/11,9,7,17,14,8,7,3,3,3,3,6,4,5,3
TYS 2003/2,106,31,128,37,56,14,26,8,18,6,56,17,56,16
TYS 2004/10,32,21,45,31,18,9,5,3,9,7,11,11,10,8
TYS 2004/2,17,13,25,18,11,8,6,4,9,7,11,8,7,5
TYS 2004/4,43,17,50,22,24,10,7,5,15,7,22,10,18,8
TYS 2004/5,29,12,39,18,12,7,2,1,6,2,10,5,18,6
TYS 2004/6,56,24,93,36,44,9,22,6,32,8,25,11,22,13
TYS 2006/3,17,9,31,14,10,4,5,3,4,1,14,7,10,5
TYS 2006/4,37,17,60,25,33,11,5,2,22,8,31,15,13,8
TYS 2011/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYS 2012/11,8,5,14,10,5,4,3,3,9,5,2,1,1,1
TYS 2012/12,2,2,4,4,2,2,1,1,1,1,0,0,0,0
TYS 2012/9,10,6,13,7,5,2,5,3,5,3,3,2,5,3
TYS 2013/7,12,6,17,10,8,4,12,6,4,2,0,0,6,3
TYS 2014/7,12,6,18,8,9,5,12,6,9,4,0,0,2,1
TYS 2015/8,3,3,5,5,3,3,3,3,1,1,0,0,0,0
TYS 2016/3,9,4,12,6,5,2,5,2,5,3,0,0,0,0
TYS 2016/6,6,4,9,6,6,4,4,3,6,4,0,0,0,0
TYS 2017/5,2,2,2,2,1,1,1,1,1,1,0,0,0,0
TYS 2018/11,9,5,9,5,5,2,4,1,7,3,1,1,1,1
TYS 2018/2,35,13,56,19,27,9,26,9,19,6,1,1,4,3
TYS 2018/3,7,3,12,7,3,2,2,1,5,2,0,0,0,0
TYS 2018/5,4,2,4,2,2,1,2,1,4,2,0,0,0,0
TYS 2018/8,5,2,10,6,6,2,4,1,5,2,0,0,0,0
U90 1999/11,69,26,98,42,49,16,20,5,55,14,50,17,18,11
U90 1999/12,32,19,57,26,30,10,7,4,16,9,22,9,20,10
U90 1999/2,43,27,79,36,43,14,8,6,16,8,32,18,22,14
U90 1999/4,8,5,12,7,5,2,3,1,6,3,3,2,4,3
U90 1999/5,73,32,97,48,42,22,20,12,26,16,31,15,33,13
U90 1999/7,10,5,26,9,16,5,8,3,4,2,10,5,2,1
U90 2000/3,21,16,35,21,17,9,4,3,5,4,8,8,10,6
U90 2000/6,41,17,49,22,14,6,2,2,6,4,27,12,26,11
U90 2000/7,16,7,24,11,14,7,6,2,8,4,16,7,10,4
U90 2001/1,33,15,40,19,13,6,5,3,10,5,7,5,20,10
U90 2001/10,31,14,38,18,23,9,8,5,15,5,24,9,14,8
U90 2001/11,46,20,53,25,9,6,6,3,14,5,21,11,28,11
U90 2001/6,27,18,44,27,22,8,15,6,9,5,7,6,10,10
U90 2001/8,31,19,39,25,16,12,8,6,9,7,16,10,19,10
U90 2002/1,121,40,159,52,96,26,39,13,43,16,52,17,51,20
U90 2002/2,3,2,5,4,3,3,0,0,1,1,4,3,2,1
U90 2002/5,9,7,13,11,6,5,2,1,5,4,3,3,3,3
U90 2002/9,19,11,34,18,16,8,2,1,5,4,6,6,9,5
U90 2003/3,46,21,70,28,46,16,6,4,14,9,28,15,21,10
U90 2003/8,76,32,119,56,39,16,20,8,31,12,30,17,42,20
U90 2004/12,20,10,27,15,7,4,1,1,12,4,7,5,7,5
U90 2004/2,40,20,55,29,21,12,9,4,21,11,14,8,18,9
U90 2004/4,25,17,33,23,11,8,5,4,11,6,9,8,12,9
U90 2004/6,24,14,36,23,14,10,4,3,8,7,10,8,11,6
U90 2004/9,16,8,24,12,6,3,0,0,8,4,8,4,6,3
U90 2005/2,27,18,50,29,21,8,3,2,15,8,10,8,15,8
U90 2006/5,52,19,69,28,28,12,13,6,21,9,34,11,30,10
U90 2006/7,13,9,25,14,17,7,5,2,12,5,7,5,4,3
U90 2008/3,30,15,44,27,25,15,10,6,14,8,10,6,14,7
U90 2010/1,6,4,8,6,4,3,3,2,4,2,0,0,0,0
U90 2011/11,7,4,8,5,4,4,4,4,5,2,0,0,0,0
U90 2012/5,23,12,34,15,26,9,18,8,16,9,1,1,4,3
U90 2015/1,3,3,3,3,1,1,2,2,2,2,0,0,1,1
U90 2015/3,4,4,5,5,3,3,1,1,1,1,0,0,1,1
U90 2016/11,3,3,3,3,1,1,2,2,3,3,0,0,0,0
U90 2016/5,20,10,28,12,6,2,7,4,9,2,1,1,8,6
