,airport_code,year,month,ntsb_incidents,ntsb_accidents,faa_incidents,faa_ntsb_overlap,NTSB_FAA_incidents_total,NTSB_FAA_incidents_total_nodups,ATADS_Tracon_Tower,Airport Operations,Class,DDSO Service Area,Date,Facility,IFR Itinerant	Air Carrier,IFR Itinerant	Air Taxi,IFR Itinerant	General Aviation,IFR Itinerant	Military,IFR Itinerant	Total,IFR Overflight	Air Carrier,IFR Overflight	Air Taxi,IFR Overflight	General Aviation,IFR Overflight	Military,IFR Overflight	Total,Local	Civil,Local	Military,Local	Total,Region,State,Total Operations,Tower Operations,VFR Itinerant	Air Carrier,VFR Itinerant	Air Taxi,VFR Itinerant	General Aviation,VFR Itinerant	Military,VFR Itinerant	Total,VFR Overflight	Air Carrier,VFR Overflight	Air Taxi,VFR Overflight	General Aviation,VFR Overflight	Military,VFR Overflight	Total
5456,SFO,1993,7,0.0,1.0,3.0,0,4.0,4.0,Tower,37883.0,Combined TRACON & Tower with Radar,WE,07/1993,SFO ,25430.0,8534.0,1779.0,144.0,35887.0,0.0,0.0,879.0,0.0,879.0,879.0,0.0,879.0,AWP,CA,,38762.0,223.0,592.0,268.0,34.0,1117.0,,0.0,0.0,0.0,0.0
5457,SFO,1993,8,0.0,0.0,1.0,0,1.0,1.0,Tower,38634.0,Combined TRACON & Tower with Radar,WE,08/1993,SFO ,25960.0,9101.0,1839.0,158.0,37058.0,0.0,0.0,791.0,0.0,791.0,791.0,0.0,791.0,AWP,CA,,39425.0,166.0,383.0,188.0,48.0,785.0,,0.0,0.0,0.0,0.0
5458,SFO,1993,9,0.0,0.0,1.0,0,1.0,1.0,Tower,36383.0,Combined TRACON & Tower with Radar,WE,09/1993,SFO ,23772.0,8513.0,1976.0,191.0,34452.0,0.0,0.0,799.0,0.0,799.0,799.0,0.0,799.0,AWP,CA,,37182.0,362.0,473.0,250.0,47.0,1132.0,,0.0,0.0,0.0,0.0
5459,SFO,1993,10,0.0,1.0,1.0,0,2.0,2.0,Tower,36409.0,Combined TRACON & Tower with Radar,WE,10/1993,SFO ,24343.0,8371.0,1896.0,200.0,34810.0,0.0,0.0,787.0,0.0,787.0,787.0,0.0,787.0,AWP,CA,,37196.0,363.0,240.0,161.0,48.0,812.0,,0.0,0.0,0.0,0.0
5460,SFO,1994,2,0.0,0.0,1.0,0,1.0,1.0,Tower,31642.0,Combined TRACON & Tower with Radar,WE,02/1994,SFO ,20547.0,7890.0,1591.0,140.0,30168.0,0.0,0.0,580.0,0.0,580.0,580.0,0.0,580.0,AWP,CA,,32222.0,428.0,236.0,186.0,44.0,894.0,0.0,0.0,0.0,0.0,0.0
5461,SFO,1994,4,0.0,0.0,1.0,0,1.0,1.0,Tower,35084.0,Combined TRACON & Tower with Radar,WE,04/1994,SFO ,22685.0,8776.0,1744.0,181.0,33386.0,0.0,0.0,803.0,0.0,803.0,803.0,0.0,803.0,AWP,CA,,35887.0,395.0,252.0,216.0,32.0,895.0,0.0,0.0,0.0,0.0,0.0
5462,SFO,1994,6,0.0,0.0,1.0,0,1.0,1.0,Tower,36610.0,Combined TRACON & Tower with Radar,WE,06/1994,SFO ,24177.0,8466.0,1902.0,190.0,34735.0,0.0,0.0,957.0,0.0,957.0,957.0,0.0,957.0,AWP,CA,,37567.0,423.0,259.0,185.0,51.0,918.0,0.0,0.0,0.0,0.0,0.0
5463,SFO,1994,9,0.0,0.0,1.0,0,1.0,1.0,Tower,36472.0,Combined TRACON & Tower with Radar,WE,09/1994,SFO ,23743.0,8398.0,2217.0,195.0,34553.0,0.0,0.0,1019.0,0.0,1019.0,1019.0,0.0,1019.0,AWP,CA,,37491.0,358.0,301.0,202.0,39.0,900.0,0.0,0.0,0.0,0.0,0.0
5464,SFO,1995,2,0.0,0.0,1.0,0,1.0,1.0,Tower,32546.0,Combined TRACON & Tower with Radar,WE,02/1995,SFO ,21842.0,7203.0,805.0,109.0,29959.0,0.0,0.0,0.0,0.0,0.0,912.0,0.0,912.0,AWP,CA,,33458.0,437.0,262.0,851.0,125.0,1675.0,0.0,0.0,912.0,0.0,912.0
5465,SFO,1995,3,0.0,0.0,1.0,0,1.0,1.0,Tower,36068.0,Combined TRACON & Tower with Radar,WE,03/1995,SFO ,24140.0,7788.0,895.0,63.0,32886.0,0.0,0.0,0.0,0.0,0.0,1214.0,0.0,1214.0,AWP,CA,,37282.0,474.0,270.0,1090.0,134.0,1968.0,0.0,0.0,1214.0,0.0,1214.0
5466,SFO,1995,4,0.0,0.0,1.0,0,1.0,1.0,Tower,35862.0,Combined TRACON & Tower with Radar,WE,04/1995,SFO ,24298.0,7531.0,856.0,77.0,32762.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,1093.0,AWP,CA,,36955.0,268.0,435.0,1180.0,124.0,2007.0,0.0,0.0,1093.0,0.0,1093.0
5467,SFO,1995,5,0.0,0.0,2.0,0,2.0,2.0,Tower,37659.0,Combined TRACON & Tower with Radar,WE,05/1995,SFO ,25602.0,8048.0,1011.0,64.0,34725.0,0.0,0.0,0.0,0.0,0.0,974.0,0.0,974.0,AWP,CA,,38633.0,372.0,246.0,1204.0,138.0,1960.0,0.0,0.0,974.0,0.0,974.0
5468,SFO,1995,6,0.0,0.0,2.0,0,2.0,2.0,Tower,37077.0,Combined TRACON & Tower with Radar,WE,06/1995,SFO ,25398.0,7340.0,878.0,81.0,33697.0,0.0,0.0,0.0,0.0,0.0,1151.0,0.0,1151.0,AWP,CA,,38228.0,391.0,228.0,1460.0,150.0,2229.0,0.0,0.0,1151.0,0.0,1151.0
5469,SFO,1995,7,0.0,0.0,1.0,0,1.0,1.0,Tower,38262.0,Combined TRACON & Tower with Radar,WE,07/1995,SFO ,26530.0,7258.0,894.0,66.0,34748.0,0.0,0.0,0.0,0.0,0.0,1141.0,0.0,1141.0,AWP,CA,,39403.0,377.0,368.0,1510.0,118.0,2373.0,0.0,0.0,1141.0,0.0,1141.0
5470,SFO,1995,8,0.0,0.0,1.0,0,1.0,1.0,Tower,39168.0,Combined TRACON & Tower with Radar,WE,08/1995,SFO ,27022.0,7770.0,761.0,71.0,35624.0,0.0,0.0,0.0,0.0,0.0,1191.0,0.0,1191.0,AWP,CA,,40359.0,258.0,292.0,1699.0,104.0,2353.0,0.0,0.0,1191.0,0.0,1191.0
5471,SFO,1995,11,0.0,0.0,1.0,0,1.0,1.0,Tower,35575.0,Combined TRACON & Tower with Radar,WE,11/1995,SFO ,24588.0,6892.0,1118.0,56.0,32654.0,0.0,0.0,0.0,0.0,0.0,919.0,0.0,919.0,AWP,CA,,36494.0,453.0,279.0,1165.0,105.0,2002.0,0.0,0.0,919.0,0.0,919.0
5472,SFO,1996,1,0.0,0.0,1.0,0,1.0,1.0,Tower,35530.0,Combined TRACON & Tower with Radar,WE,01/1996,SFO ,25434.0,6136.0,971.0,72.0,32613.0,0.0,0.0,0.0,0.0,0.0,934.0,11.0,945.0,AWP,CA,,36475.0,533.0,336.0,992.0,111.0,1972.0,0.0,0.0,945.0,0.0,945.0
5473,SFO,1996,4,0.0,0.0,1.0,0,1.0,1.0,Tower,36526.0,Combined TRACON & Tower with Radar,WE,04/1996,SFO ,26075.0,5815.0,909.0,74.0,32873.0,0.0,0.0,0.0,0.0,0.0,1305.0,1.0,1306.0,AWP,CA,,37832.0,469.0,330.0,1369.0,179.0,2347.0,0.0,0.0,1306.0,0.0,1306.0
5474,SFO,1996,6,0.0,2.0,2.0,0,4.0,4.0,Tower,37816.0,Combined TRACON & Tower with Radar,WE,06/1996,SFO ,27277.0,5842.0,898.0,75.0,34092.0,0.0,0.0,0.0,0.0,0.0,1301.0,10.0,1311.0,AWP,CA,,39127.0,433.0,280.0,1530.0,170.0,2413.0,0.0,0.0,1311.0,0.0,1311.0
5475,SFO,1996,7,0.0,0.0,1.0,0,1.0,1.0,Tower,39049.0,Combined TRACON & Tower with Radar,WE,07/1996,SFO ,28500.0,5993.0,1139.0,63.0,35695.0,0.0,0.0,0.0,0.0,0.0,1134.0,6.0,1140.0,AWP,CA,,40189.0,429.0,345.0,1297.0,143.0,2214.0,0.0,0.0,1140.0,0.0,1140.0
5476,SFO,1996,11,0.0,0.0,1.0,0,1.0,1.0,Tower,35122.0,Combined TRACON & Tower with Radar,WE,11/1996,SFO ,25598.0,5469.0,1266.0,90.0,32423.0,0.0,0.0,0.0,0.0,0.0,1075.0,14.0,1089.0,AWP,CA,,36211.0,407.0,237.0,839.0,127.0,1610.0,0.0,0.0,1089.0,0.0,1089.0
5477,SFO,1997,8,0.0,0.0,1.0,0,1.0,1.0,Tower,40801.0,Combined TRACON & Tower with Radar,WE,08/1997,SFO ,29686.0,6279.0,974.0,54.0,36993.0,0.0,0.0,0.0,0.0,0.0,1634.0,5.0,1639.0,AWP,CA,,42440.0,328.0,210.0,1482.0,149.0,2169.0,0.0,0.0,1639.0,0.0,1639.0
5478,SFO,1997,11,0.0,0.0,1.0,0,1.0,1.0,Tower,35603.0,Combined TRACON & Tower with Radar,WE,11/1997,SFO ,26690.0,5888.0,1327.0,48.0,33953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,36663.0,344.0,210.0,957.0,139.0,1650.0,0.0,0.0,1060.0,0.0,1060.0
5479,SFO,1997,12,1.0,0.0,3.0,1,4.0,3.0,Tower,36689.0,Combined TRACON & Tower with Radar,WE,12/1997,SFO ,27836.0,6179.0,862.0,61.0,34938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,37952.0,346.0,199.0,1040.0,166.0,1751.0,0.0,0.0,1263.0,0.0,1263.0
5480,SFO,1998,1,0.0,0.0,1.0,0,1.0,1.0,Tower,35084.0,Combined TRACON & Tower with Radar,WE,01/1998,SFO ,26743.0,5766.0,1053.0,73.0,33635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,35823.0,311.0,292.0,679.0,167.0,1449.0,0.0,0.0,739.0,0.0,739.0
5481,SFO,1998,3,0.0,0.0,1.0,0,1.0,1.0,Tower,36308.0,Combined TRACON & Tower with Radar,WE,03/1998,SFO ,27436.0,6086.0,794.0,68.0,34384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,37540.0,248.0,190.0,1299.0,187.0,1924.0,0.0,0.0,1232.0,0.0,1232.0
5482,SFO,1998,7,0.0,0.0,1.0,0,1.0,1.0,Tower,38651.0,Combined TRACON & Tower with Radar,WE,07/1998,SFO ,29848.0,5774.0,728.0,69.0,36419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,40118.0,270.0,196.0,1597.0,169.0,2232.0,0.0,0.0,1467.0,0.0,1467.0
5483,SFO,1998,8,0.0,0.0,1.0,0,1.0,1.0,Tower,38845.0,Combined TRACON & Tower with Radar,WE,08/1998,SFO ,29989.0,5943.0,549.0,76.0,36557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,40557.0,206.0,193.0,1717.0,172.0,2288.0,0.0,0.0,1712.0,0.0,1712.0
5484,SFO,1998,10,0.0,0.0,1.0,0,1.0,1.0,Tower,38093.0,Combined TRACON & Tower with Radar,WE,10/1998,SFO ,28410.0,6548.0,517.0,38.0,35513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,39786.0,221.0,213.0,1926.0,220.0,2580.0,0.0,0.0,1693.0,0.0,1693.0
5485,SFO,1999,2,0.0,0.0,1.0,0,1.0,1.0,Tower,32042.0,Combined TRACON & Tower with Radar,WE,02/1999,SFO ,23896.0,5604.0,830.0,96.0,30426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,33115.0,192.0,181.0,1082.0,161.0,1616.0,0.0,0.0,1073.0,0.0,1073.0
5486,SFO,1999,3,0.0,0.0,1.0,0,1.0,1.0,Tower,36824.0,Combined TRACON & Tower with Radar,WE,03/1999,SFO ,27538.0,6484.0,889.0,71.0,34982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,38012.0,188.0,128.0,1337.0,189.0,1842.0,0.0,0.0,1188.0,0.0,1188.0
5487,SFO,1999,10,0.0,0.0,1.0,0,1.0,1.0,Tower,38643.0,Combined TRACON & Tower with Radar,WE,10/1999,SFO ,29024.0,6683.0,1081.0,74.0,36862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,40002.0,154.0,132.0,1386.0,109.0,1781.0,0.0,0.0,1289.0,70.0,1359.0
5488,SFO,2000,3,1.0,0.0,0.0,0,1.0,1.0,Tower,36981.0,Combined TRACON & Tower with Radar,WE,03/2000,SFO ,27270.0,6308.0,868.0,85.0,34531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,38507.0,233.0,221.0,1812.0,184.0,2450.0,0.0,0.0,1526.0,0.0,1526.0
5489,SFO,2000,7,0.0,0.0,1.0,0,1.0,1.0,Tower,37684.0,Combined TRACON & Tower with Radar,WE,07/2000,SFO ,28469.0,6446.0,1941.0,119.0,36975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,38942.0,307.0,133.0,232.0,37.0,709.0,0.0,0.0,1250.0,8.0,1258.0
5490,SFO,2000,9,0.0,0.0,1.0,0,1.0,1.0,Tower,35406.0,Combined TRACON & Tower with Radar,WE,09/2000,SFO ,26956.0,5563.0,2067.0,146.0,34732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,36806.0,250.0,149.0,232.0,43.0,674.0,0.0,0.0,1400.0,0.0,1400.0
5491,SFO,2000,12,0.0,0.0,1.0,0,1.0,1.0,Tower,33977.0,Combined TRACON & Tower with Radar,WE,12/2000,SFO ,26651.0,5193.0,1438.0,100.0,33382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,35193.0,230.0,148.0,186.0,31.0,595.0,0.0,0.0,1215.0,1.0,1216.0
5492,SFO,2001,4,0.0,0.0,1.0,0,1.0,1.0,Tower,33288.0,Combined TRACON & Tower with Radar,WE,04/2001,SFO ,25877.0,5402.0,1369.0,136.0,32784.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,AWP,CA,,34057.0,204.0,103.0,138.0,54.0,499.0,0.0,0.0,760.0,9.0,769.0
5493,SFO,2001,7,0.0,2.0,0.0,0,2.0,2.0,Tower,36368.0,Combined TRACON & Tower with Radar,WE,07/2001,SFO ,28768.0,5350.0,1387.0,177.0,35682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,37261.0,256.0,197.0,189.0,44.0,686.0,0.0,0.0,893.0,0.0,893.0
5494,SFO,2003,2,0.0,1.0,0.0,0,1.0,1.0,Tower,25429.0,Combined TRACON & Tower with Radar,WE,02/2003,SFO ,17556.0,5979.0,1239.0,164.0,24938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,26604.0,195.0,123.0,128.0,45.0,491.0,0.0,0.0,1172.0,3.0,1175.0
5495,SFO,2003,3,0.0,0.0,1.0,0,1.0,1.0,Tower,28239.0,Combined TRACON & Tower with Radar,WE,03/2003,SFO ,19819.0,6420.0,1235.0,212.0,27686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,29461.0,229.0,133.0,133.0,58.0,553.0,0.0,0.0,1219.0,3.0,1222.0
5496,SFO,2003,10,0.0,2.0,1.0,0,3.0,3.0,Tower,28918.0,Combined TRACON & Tower with Radar,WE,10/2003,SFO ,19452.0,7201.0,1567.0,219.0,28439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,30303.0,160.0,102.0,157.0,60.0,479.0,0.0,0.0,1352.0,33.0,1385.0
5497,SFO,2003,11,0.0,1.0,1.0,0,2.0,2.0,Tower,27258.0,Combined TRACON & Tower with Radar,WE,11/2003,SFO ,18499.0,6814.0,1234.0,149.0,26696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,28480.0,223.0,110.0,192.0,37.0,562.0,0.0,0.0,1217.0,5.0,1222.0
5498,SFO,2004,3,0.0,0.0,4.0,0,4.0,4.0,Tower,30179.0,Combined TRACON & Tower with Radar,WE,03/2004,SFO ,20300.0,7716.0,1522.0,183.0,29721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,31620.0,158.0,130.0,123.0,47.0,458.0,0.0,0.0,1440.0,1.0,1441.0
5499,SFO,2004,4,0.0,0.0,1.0,0,1.0,1.0,Tower,29172.0,Combined TRACON & Tower with Radar,WE,04/2004,SFO ,19626.0,7489.0,1497.0,214.0,28826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,30370.0,108.0,75.0,116.0,47.0,346.0,0.0,0.0,1196.0,2.0,1198.0
5500,SFO,2004,5,0.0,0.0,1.0,0,1.0,1.0,Tower,30755.0,Combined TRACON & Tower with Radar,WE,05/2004,SFO ,20484.0,7859.0,1669.0,210.0,30222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,32151.0,190.0,111.0,194.0,38.0,533.0,0.0,0.0,1396.0,0.0,1396.0
5501,SFO,2004,6,0.0,0.0,3.0,0,3.0,3.0,Tower,30364.0,Combined TRACON & Tower with Radar,WE,06/2004,SFO ,20760.0,7322.0,1602.0,170.0,29854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,31564.0,183.0,121.0,158.0,48.0,510.0,0.0,0.0,1200.0,0.0,1200.0
5502,SFO,2004,9,0.0,1.0,0.0,0,1.0,1.0,Tower,29360.0,Combined TRACON & Tower with Radar,WE,09/2004,SFO ,20068.0,7043.0,1471.0,160.0,28742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,30747.0,246.0,119.0,210.0,43.0,618.0,0.0,0.0,1360.0,27.0,1387.0
5503,SFO,2005,7,0.0,0.0,1.0,0,1.0,1.0,Tower,31443.0,Towers with Radar,WE,07/2005,SFO ,21696.0,7985.0,1286.0,9.0,30976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,32725.0,0.0,24.0,271.0,172.0,467.0,0.0,0.0,1281.0,1.0,1282.0
5504,SFO,2005,9,0.0,0.0,1.0,0,1.0,1.0,Tower,29817.0,Towers with Radar,WE,09/2005,SFO ,20053.0,7641.0,1647.0,26.0,29367.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,AWP,CA,,30861.0,0.0,51.0,208.0,158.0,417.0,0.0,0.0,1043.0,1.0,1044.0
5505,SFO,2005,10,0.0,0.0,1.0,0,1.0,1.0,Tower,30527.0,Towers with Radar,WE,10/2005,SFO ,20741.0,7746.0,1557.0,45.0,30089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,31539.0,0.0,26.0,212.0,200.0,438.0,0.0,0.0,1012.0,0.0,1012.0
5506,SFO,2006,6,0.0,0.0,1.0,0,1.0,1.0,Tower,30740.0,Towers with Radar,WE,06/2006,SFO ,21408.0,7392.0,1445.0,17.0,30262.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,44.0,AWP,CA,,31866.0,0.0,23.0,198.0,213.0,434.0,0.0,0.0,1120.0,6.0,1126.0
5507,SFO,2007,5,2.0,0.0,0.0,0,2.0,2.0,Tower,32156.0,Towers with Radar,WE,05/2007,SFO ,22076.0,8064.0,1662.0,28.0,31830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,33068.0,0.0,13.0,137.0,176.0,326.0,0.0,0.0,909.0,3.0,912.0
5508,SFO,2008,1,0.0,2.0,0.0,0,2.0,2.0,Tower,30552.0,Towers with Radar,WE,01/2008,SFO ,22099.0,7082.0,1071.0,52.0,30304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,31076.0,0.0,2.0,83.0,163.0,248.0,0.0,0.0,523.0,1.0,524.0
5509,SFO,2008,2,0.0,0.0,1.0,0,1.0,1.0,Tower,29938.0,Towers with Radar,WE,02/2008,SFO ,21119.0,7204.0,1305.0,28.0,29656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,30719.0,0.0,6.0,101.0,175.0,282.0,0.0,0.0,780.0,1.0,781.0
5510,SFO,2008,3,0.0,0.0,1.0,0,1.0,1.0,Tower,32889.0,Towers with Radar,WE,03/2008,SFO ,23430.0,7781.0,1336.0,32.0,32579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,34003.0,0.0,4.0,108.0,198.0,310.0,0.0,0.0,1114.0,0.0,1114.0
5511,SFO,2008,4,0.0,0.0,1.0,0,1.0,1.0,Tower,32090.0,Towers with Radar,WE,04/2008,SFO ,23591.0,6786.0,1328.0,12.0,31717.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,AWP,CA,,33222.0,0.0,6.0,146.0,190.0,342.0,0.0,57.0,1075.0,0.0,1132.0
5512,SFO,2008,5,0.0,0.0,1.0,0,1.0,1.0,Tower,33734.0,Towers with Radar,WE,05/2008,SFO ,25113.0,6963.0,1277.0,52.0,33405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,34435.0,20.0,12.0,142.0,155.0,329.0,0.0,0.0,701.0,0.0,701.0
5513,SFO,2008,6,0.0,1.0,1.0,0,2.0,2.0,Tower,33981.0,Towers with Radar,WE,06/2008,SFO ,24442.0,6869.0,1144.0,34.0,32489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,34717.0,850.0,249.0,187.0,206.0,1492.0,0.0,0.0,735.0,1.0,736.0
5514,SFO,2008,8,0.0,1.0,1.0,0,2.0,2.0,Tower,35227.0,Towers with Radar,WE,08/2008,SFO ,26377.0,7383.0,1016.0,44.0,34820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWP,CA,,36043.0,0.0,13.0,196.0,198.0,407.0,0.0,0.0,816.0,0.0,816.0
5515,SFO,2009,1,0.0,0.0,1.0,0,1.0,1.0,Tower,30229.0,Towers with Radar,WE,01/2009,SFO ,21677.0,7199.0,1037.0,44.0,29957.0,45.0,3.0,14.0,2.0,64.0,0.0,0.0,0.0,AWP,CA,,31063.0,0.0,30.0,103.0,139.0,272.0,0.0,2.0,758.0,10.0,770.0
5516,SFO,2009,5,0.0,0.0,1.0,0,1.0,1.0,Tower,32062.0,Towers with Radar,WE,05/2009,SFO ,23806.0,6868.0,878.0,38.0,31590.0,49.0,10.0,8.0,0.0,67.0,0.0,0.0,0.0,AWP,CA,,32751.0,0.0,69.0,193.0,210.0,472.0,0.0,4.0,603.0,15.0,622.0
5517,SFO,2009,7,0.0,0.0,1.0,0,1.0,1.0,Tower,34853.0,Towers with Radar,WE,07/2009,SFO ,25713.0,7662.0,838.0,45.0,34258.0,73.0,7.0,8.0,0.0,88.0,0.0,0.0,0.0,AWP,CA,,35573.0,4.0,74.0,258.0,259.0,595.0,0.0,5.0,596.0,31.0,632.0
5518,SFO,2010,7,0.0,0.0,1.0,0,1.0,1.0,Tower,34854.0,Towers with Radar,WE,07/2010,SFO ,26320.0,7111.0,881.0,45.0,34357.0,71.0,11.0,5.0,1.0,88.0,0.0,0.0,0.0,AWP,CA,,35420.0,1.0,76.0,196.0,224.0,497.0,0.0,9.0,457.0,12.0,478.0
5519,SFO,2010,8,0.0,0.0,1.0,0,1.0,1.0,Tower,35014.0,Towers with Radar,WE,08/2010,SFO ,26360.0,7215.0,866.0,44.0,34485.0,108.0,16.0,12.0,2.0,138.0,0.0,0.0,0.0,AWP,CA,,35618.0,0.0,62.0,200.0,267.0,529.0,0.0,12.0,436.0,18.0,466.0
5520,SFO,2010,9,0.0,0.0,1.0,0,1.0,1.0,Tower,32720.0,Towers with Radar,WE,09/2010,SFO ,24323.0,6755.0,1001.0,45.0,32124.0,104.0,12.0,4.0,3.0,123.0,0.0,0.0,0.0,AWP,CA,,33531.0,2.0,65.0,232.0,297.0,596.0,1.0,9.0,638.0,40.0,688.0
5521,SFO,2010,12,1.0,0.0,0.0,0,1.0,1.0,Tower,31675.0,Towers with Radar,WE,12/2010,SFO ,23658.0,6908.0,756.0,33.0,31355.0,77.0,11.0,8.0,0.0,96.0,0.0,0.0,0.0,AWP,CA,,32209.0,0.0,35.0,129.0,156.0,320.0,1.0,4.0,415.0,18.0,438.0
5522,SFO,2011,2,0.0,0.0,1.0,0,1.0,1.0,Tower,29007.0,Towers with Radar,WE,02/2011,SFO ,20738.0,6776.0,982.0,68.0,28564.0,60.0,11.0,17.0,1.0,89.0,0.0,0.0,0.0,AWP,CA,,29754.0,4.0,69.0,115.0,255.0,443.0,0.0,11.0,607.0,40.0,658.0
5523,SFO,2011,6,0.0,1.0,0.0,0,1.0,1.0,Tower,34555.0,Towers with Radar,WE,06/2011,SFO ,25777.0,7382.0,925.0,34.0,34118.0,113.0,26.0,7.0,2.0,148.0,0.0,0.0,0.0,AWP,CA,,35387.0,0.0,67.0,162.0,208.0,437.0,0.0,8.0,621.0,55.0,684.0
5524,SFO,2011,10,0.0,0.0,1.0,0,1.0,1.0,Tower,35496.0,Towers with Radar,WE,10/2011,SFO ,25961.0,7839.0,989.0,104.0,34893.0,127.0,25.0,31.0,2.0,185.0,0.0,0.0,0.0,AWP,CA,,36403.0,1.0,69.0,238.0,295.0,603.0,0.0,5.0,680.0,37.0,722.0
5525,SFO,2012,2,0.0,1.0,0.0,0,1.0,1.0,Tower,31867.0,Towers with Radar,WE,02/2012,SFO ,23250.0,7185.0,910.0,42.0,31387.0,111.0,40.0,6.0,0.0,157.0,0.0,0.0,0.0,AWP,CA,,32660.0,0.0,59.0,168.0,253.0,480.0,0.0,11.0,594.0,31.0,636.0
5526,SFO,2013,2,0.0,1.0,0.0,0,1.0,1.0,Tower,30222.0,Towers with Radar,WE,02/2013,SFO ,22033.0,6772.0,898.0,32.0,29735.0,137.0,35.0,8.0,1.0,181.0,0.0,0.0,0.0,AWP,CA,,31093.0,0.0,86.0,167.0,234.0,487.0,0.0,5.0,663.0,22.0,690.0
5527,SFO,2013,7,0.0,1.0,0.0,0,1.0,1.0,Tower,36502.0,Towers with Radar,WE,07/2013,SFO ,28479.0,6746.0,545.0,26.0,35796.0,303.0,67.0,5.0,0.0,375.0,0.0,0.0,0.0,AWP,CA,,37313.0,4.0,91.0,412.0,199.0,706.0,0.0,14.0,391.0,31.0,436.0
5528,SFO,2014,10,0.0,0.0,1.0,0,1.0,1.0,Tower,38450.0,Towers with Radar,WE,10/2014,SFO ,29429.0,7228.0,1141.0,51.0,37849.0,158.0,19.0,10.0,0.0,187.0,0.0,0.0,0.0,AWP,CA,,39205.0,2.0,103.0,275.0,221.0,601.0,0.0,32.0,490.0,46.0,568.0
5529,SFO,2015,5,0.0,0.0,1.0,0,1.0,1.0,Tower,36683.0,Towers with Radar,WE,05/2015,SFO ,30295.0,4908.0,953.0,18.0,36174.0,90.0,10.0,7.0,1.0,108.0,0.0,0.0,0.0,AWP,CA,,37228.0,0.0,77.0,260.0,172.0,509.0,0.0,30.0,383.0,24.0,437.0
5530,SFO,2016,4,0.0,1.0,0.0,0,1.0,1.0,Tower,36325.0,Towers with Radar,WE,04/2016,SFO ,30614.0,4457.0,789.0,30.0,35890.0,61.0,8.0,5.0,1.0,75.0,0.0,0.0,0.0,AWP,CA,,36998.0,0.0,73.0,163.0,199.0,435.0,0.0,37.0,547.0,14.0,598.0
