Acronym,acronym,Fullform5,link3
KPAN,kpan,Payson Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SGPJ,sgpj,Dr. Augusto Roberto Fuster International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
OPPG,oppg,Panjgur Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MRPJ,mrpj,Puerto Jiménez Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
PAPK,papk,Napaskiak Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPKB,kpkb,Mid-Ohio Valley Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
UHPP,uhpp,Petropavlovsk-Kamchatsky Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPKD,kpkd,Park Rapids Municipal Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YPKS,ypks,Parkes Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPKF,kpkf,Park Falls Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WMPA,wmpa,Pangkor Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LGHL,lghl,Porto Cheli Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MGPG,mgpg,Playa Grande Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VYPU,vypu,Pakokku Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WAOI,waoi,Iskandar Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
DBBP,dbbp,Parakou Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NTGP,ntgp,Puka-Puka Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VNPK,vnpk,Pokhara Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YKPT,ykpt,Port Keats Airfield,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WIBB,wibb,Sultan Syarif Kasim II International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ULOO,uloo,Pskov Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FBSP,fbsp,Selebi-Phikwe Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ZBAD,zbad,Beijing Daxing International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WAGG,wagg,Tjilik Riwut Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VLPS,vlps,Pakse International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MRCR,mrcr,Carrillo Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FTTP,fttp,Pala Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EGHD,eghd,Plymouth City Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPLK,kplk,M. Graham Clark Downtown Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBMN,sbmn,Manaus Air Force Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WIPP,wipp,Sultan Mahmud Badaruddin II International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPLN,kpln,Pellston Regional Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YPLC,yplc,Port Lincoln Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MPLP,mplp,Captain Ramon Xatruch Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EYPA,eypa,Palanga International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPLR,kplr,St. Clair County Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MBPV,mbpv,Providenciales International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SKPL,skpl,Plato Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBBH,sbbh,Belo Horizonte/Pampulha – Carlos Drummond de Andrade Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
UKHP,ukhp,Poltava Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WAFF,waff,Mutiara Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
UASS,uass,Semey Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FAPE,fape,Port Elizabeth Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
HTPE,htpe,Pemba Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPMB,kpmb,Pembina Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SCTE,scte,El Tepual Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPMD,kpmd,Palmdale Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LIMP,limp,Parma Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBPP,sbpp,Ponta Porã International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPMH,kpmh,Greater Portsmouth Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LEPA,lepa,Palma de Mallorca Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YPAM,ypam,Palm Island Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
PAAL,paal,Port Moller Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LICJ,licj,Falcone–Borsellino Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SAWP,sawp,Perito Moreno Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NZPM,nzpm,Palmerston North Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
OSPR,ospr,Palmyra Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SVMG,svmg,Santiago Mariño Caribbean International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBPJ,sbpj,Palmas–Brigadeiro Lysias Rodrigues Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SAVY,savy,El Tehuelche Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MRPM,mrpm,Palmar Sur Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LEPP,lepp,Pamplona Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBPN,sbpn,Porto Nacional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPNC,kpnc,Ponca City Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPNE,kpne,Northeast Philadelphia Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SSPG,sspg,Santos Dumont Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VDPP,vdpp,Phnom Penh International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
PTPN,ptpn,Pohnpei International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WIOO,wioo,Supadio Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LICG,licg,Pantelleria Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPNN,kpnn,Princeton Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AYGR,aygr,Girua Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VAPO,vapo,Pune Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FCPP,fcpp,Pointe Noire Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPNS,kpns,Pensacola International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SCNT,scnt,Teniente Julio Gallardo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EYPP,eypp,Panev?žys Air Base ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KGYI,kgyi,North Texas Regional Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VOTY,voty,Puducherry Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBPL,sbpl,Senador Nilo Coelho Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBPA,sbpa,Salgado Filho International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPOB,kpob,Pope Field ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPOC,kpoc,Brackett Field,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
GOSP,gosp,Podor Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPOE,kpoe,Polk Army Airfield,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPOF,kpof,Poplar Bluff Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FOOG,foog,Port-Gentil International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPOH,kpoh,Pocahontas Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SLPO,slpo,Captain Nicolas Rojas Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SNPD,snpd,Pedro Pereira dos Santos Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FQPB,fqpb,Pemba Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AYPY,aypy,Jacksons International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MGPP,mgpp,Poptún Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBPC,sbpc,Poços de Caldas Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MDPP,mdpp,Gregorio Luperón International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EFPO,efpo,Pori Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TTPP,ttpp,Piarco International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MKKJ,mkkj,Ken Jones Aerodrome,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPOU,kpou,Dutchess County Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LZPW,lzpw,Prešov Air Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LJPZ,ljpz,Portorož Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LFPT,lfpt,Pontoise – Cormeilles Aerodrome,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPOY,kpoy,Powell Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EPPO,eppo,Pozna?–?awica Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPPA,kppa,Perry Lefors Field,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBDN,sbdn,Presidente Prudente Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
PAPR,papr,Prospect Creek Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MMPE,mmpe,Puerto Peñasco International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPPF,kppf,Tri-City Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NSTU,nstu,Pago Pago International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YPIR,ypir,Port Pirie Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WIIG,wiig,Panjang Island Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
UACP,uacp,Petropavl Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VNPL,vnpl,Phaplu Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPMP,kpmp,Pompano Beach Airpark ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SKPP,skpp,Guillermo León Valencia Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YBPN,ybpn,Whitsunday Coast Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NZPP,nzpp,Kapiti Coast Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WIDE,wide,Tuanku Tambusai Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
RPVP,rpvp,Puerto Princesa International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NTAA,ntaa,Fa'a'? International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VYPP,vypp,Papun Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EGEP,egep,Papa Westray Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SNZA,snza,Pouso Alegre Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VVPQ,vvpq,Phu Quoc International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPQI,kpqi,Northern Maine Regional Airport at Presque Isle,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MMPQ,mmpq,Palenque International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YPMQ,ypmq,Port Macquarie Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SAAP,saap,General Justo José de Urquiza Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPRB,kprb,Paso Robles Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPRC,kprc,Ernest A. Love Field,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YPDO,ypdo,Pardoo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LKPR,lkpr,Václav Havel Airport Prague,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VTCP,vtcp,Phrae Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FSPP,fspp,Praslin Island Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FAPK,fapk,Prieska Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LPPM,lppm,Portimão Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
BKPR,bkpr,Pristina International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPRO,kpro,Perry Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LFKO,lfko,Propriano Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SARS,sars,Presidencia Roque Sáenz Peña Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SYPR,sypr,Paruima Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
AGGP,aggp,Parasi Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VYPY,vypy,Pyay Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LKPO,lkpo,P?erov Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPRX,kprx,Cox Field,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FAWB,fawb,Wonderboom Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LIRP,lirp,Pisa International Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPSC,kpsc,Tri-Cities Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
HEPS,heps,Port Said Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TJPS,tjps,Mercedita Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPSF,kpsf,Pittsfield Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
PAPG,papg,Petersburg James A. Johnson Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EDXO,edxo,Sankt Peter-Ording Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
OPPI,oppi,Pasni Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WAMP,wamp,Kasiguncu Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPSK,kpsk,New River Valley Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
EGPT,egpt,Perth Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPSM,kpsm,Portsmouth International Airport at Pease,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPSN,kpsn,Palestine Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SKPS,skps,Antonio Nariño Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPSP,kpsp,Palm Springs International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LIBP,libp,Abruzzo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SARP,sarp,Libertador General José de San Martín Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WIOP,wiop,Pangsuma Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SNOS,snos,Passos Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPSX,kpsx,Palacios Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SFAL,sfal,Port Stanley Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SLPS,slps,Puerto Suárez International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
PALJ,palj,Port Alsworth Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPTB,kptb,Dinwiddie County Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
PAAP,paap,Port Alexander Seaplane Base ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NFFO,nffo,Malolo Lailai Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FAPP,fapp,Polokwane International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
PAPH,paph,Port Heiden Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YPOD,ypod,Portland Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPTK,kptk,Oakland County International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SVPT,svpt,Palmarito Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPTN,kptn,Harry P. Williams Memorial Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SSPB,sspb,Juvenal Loureiro Cardoso Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TFFR,tffr,Pointe-à-Pitre International Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SNMZ,snmz,Porto de Moz Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPTS,kpts,Atkinson Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPTT,kptt,Pratt Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
PAPM,papm,Platinum Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPTV,kptv,Porterville Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPTW,kptw,Heritage Field,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SKPI,skpi,Contador Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MPTO,mpto,Tocumen International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SEPA,sepa,Río Amazonas Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPUB,kpub,Pueblo Memorial Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPUC,kpuc,Carbon County Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SAWD,sawd,Puerto Deseado Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MPOA,mpoa,Puerto Obaldia Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LFBP,lfbp,Pau Pyrénées Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YPAG,ypag,Port Augusta Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MDPC,mdpc,Punta Cana International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NTGQ,ntgq,Pukarua Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WAWP,wawp,Kolaka Pomala Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FZOP,fzop,Punia Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
DFCP,dfcp,Pô Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SCCI,scci,Presidente Carlos Ibáñez del Campo International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SLPR,slpr,Puerto Rico Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
RKPK,rkpk,Gimhae International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
VOPN,vopn,Sri Sathya Sai Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SKAS,skas,Tres de Mayo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
NWWP,nwwp,Malabou Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPUW,kpuw,Pullman–Moscow Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SCPV,scpv,El Mirador Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LDPL,ldpl,Pula Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MNPC,mnpc,Puerto Cabezas Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SKPV,skpv,El Embrujo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPVC,kpvc,Provincetown Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPVD,kpvd,Theodore Francis Green State Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MPVR,mpvr,El Porvenir Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPVF,kpvf,Placerville Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
ZSPD,zspd,Shanghai Pudong International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SBPV,sbpv,Governador Jorge Teixeira de Oliveira International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SSPI,sspi,Edu Chaves Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
LGPZ,lgpz,Aktion National Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPBX,kpbx,Pike County Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
SEPV,sepv,Reales Tamarindos Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MMPR,mmpr,Licenciado Gustavo Díaz Ordaz International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
UHMD,uhmd,Provideniya Bay Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPVU,kpvu,Provo Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPVW,kpvw,Hale County Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPWA,kpwa,Wiley Post Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPWD,kpwd,Sher-Wood Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
UHMP,uhmp,Pevek Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPWK,kpwk,Chicago Executive Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
WICP,wicp,Wirasaba Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPWM,kpwm,Portland International Jetport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
MYCP,mycp,Pitts Town Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
FZQC,fzqc,Pweto Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
UASP,uasp,Pavlodar Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPWT,kpwt,Bremerton National Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
KPNA,kpna,Ralph Wenz Field ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
YPMH,ypmh,Prominent Hill Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
