,0,abrev,tag,casa_fullform,faa_fullform,iata_fullform,nasa_fullform,hand_fullform2,add_to_realworld_dictionary,add_to_airport,mispelled_word_fix 
ixna,1,1,neg_nonword,,,,,,,,
workedagainst,1,1,neg_nonword,,,,,,,,
hw,1,1,neg_nonword,,,,,,,,
ilsxxr,1,1,neg_nonword,,,,,,,,
pigma,1,1,neg_nonword,,,,,,,,
clarence,1,1,neg_nonword,,,,,,,,
tupperware,1,1,neg_nonword,,,,,,,,
butrr,1,1,neg_nonword,,,,,,,,
apexing,1,1,neg_nonword,,,,,,,,
zzzzx,1,1,neg_nonword,,,,,,,,
decsent,1,1,neg_nonword,,,,,,,,
ushome,1,1,neg_nonword,,,,,,,,
atcm,1,1,neg_nonword,,,,,,,,
ulw,1,1,neg_nonword,,,,,,,,
problemdid,1,1,neg_nonword,,,,,,,,
apublic,1,1,neg_nonword,,,,,,,,
kyrgykstan,1,1,neg_nonword,,,,,,,,
baku,1,1,neg_nonword,,,,,,,,
azerbaijan,1,1,neg_nonword,,,,,,,,
misconnect,1,1,neg_nonword,,,,,,,,
hellacious,1,1,neg_nonword,,,,,,,,
lowball,1,1,neg_nonword,,,,,,,,
anabnormal,1,1,neg_nonword,,,,,,,,
reinstituted,1,1,neg_nonword,,,,,,,,
waadr,1,1,neg_nonword,,,,,,,,
attentionto,1,1,neg_nonword,,,,,,,,
loadmeter,1,1,neg_nonword,,,,,,,,
unfixable,1,1,neg_nonword,,,,,,,,
dumor,1,1,neg_nonword,,,,,,,,
rockt,1,1,neg_nonword,,,,,,,,
cosby,1,1,neg_nonword,,,,,,,,
carolinas,1,1,neg_nonword,,,,,,,,
sideslipping,1,1,neg_nonword,,,,,,,,
munie,1,1,neg_nonword,,,,,,,,
rajay,1,1,neg_nonword,,,,,,,,
dumfounded,1,1,neg_nonword,,,,,,,,
dgrm,1,1,neg_nonword,,,,,,,,
tarol,1,1,neg_nonword,,,,,,,,
crosscountries,1,1,neg_nonword,,,,,,,,
ecvs,1,1,neg_nonword,,,,,,,,
xxfx,1,1,neg_nonword,,,,,,,,
diagree,1,1,neg_nonword,,,,,,,,
mislocated,1,1,neg_nonword,,,,,,,,
zoren,1,1,neg_nonword,,,,,,,,
scot,1,1,neg_nonword,,,,,,,,
fwq,1,1,neg_nonword,,,,,,,,
iubr,1,1,neg_nonword,,,,,,,,
maplight,1,1,neg_nonword,,,,,,,,
quonsey,1,1,neg_nonword,,,,,,,,
katama,1,1,neg_nonword,,,,,,,,
windu,1,1,neg_nonword,,,,,,,,
lvlch,1,1,neg_nonword,,,,,,,,
firewalling,1,1,neg_nonword,,,,,,,,
eyn,1,1,neg_nonword,,,,,,,,
folkston,1,1,neg_nonword,,,,,,,,
egla,1,1,neg_nonword,,,,,,,,
rechanged,1,1,neg_nonword,,,,,,,,
xpond,1,1,neg_nonword,,,,,,,,
trons,1,1,neg_nonword,,,,,,,,
velecity,1,1,neg_nonword,,,,,,,,
vpned,1,1,neg_nonword,,,,,,,,
vedas,1,1,neg_nonword,,,,,,,,
gmx,1,1,neg_nonword,,,,,,,,
praticing,1,1,neg_nonword,,,,,,,,
liyir,1,1,neg_nonword,,,,,,,,
overtask,1,1,neg_nonword,,,,,,,,
ifun,1,1,neg_nonword,,,,,,,,
radarless,1,1,neg_nonword,,,,,,,,
requaliafying,1,1,neg_nonword,,,,,,,,
keller,1,1,neg_nonword,,,,,,,,
neylin,1,1,neg_nonword,,,,,,,,
finzr,1,1,neg_nonword,,,,,,,,
chartson,1,1,neg_nonword,,,,,,,,
millington,1,1,neg_nonword,,,,,,,,
cushi,1,1,neg_nonword,,,,,,,,
dfgp,1,1,neg_nonword,,,,,,,,
kung,1,1,neg_nonword,,,,,,,,
kenmo,1,1,neg_nonword,,,,,,,,
publishedprocedure,1,1,neg_nonword,,,,,,,,
buti,1,1,neg_nonword,,,,,,,,
unlandable,1,1,neg_nonword,,,,,,,,
dealingwith,1,1,neg_nonword,,,,,,,,
controled,1,1,neg_nonword,,,,,,,,
whatwas,1,1,neg_nonword,,,,,,,,
sida,1,1,neg_nonword,,,,,,,,
crisfield,1,1,neg_nonword,,,,,,,,
maffs,1,1,neg_nonword,,,,,,,,
disch,1,1,neg_nonword,,,,,,,,
pinet,1,1,neg_nonword,,,,,,,,
mufin,1,1,neg_nonword,,,,,,,,
unmetered,1,1,neg_nonword,,,,,,,,
aarie,1,1,neg_nonword,,,,,,,,
fbodifficult,1,1,neg_nonword,,,,,,,,
russt,1,1,neg_nonword,,,,,,,,
sidheavy,1,1,neg_nonword,,,,,,,,
fazer,1,1,neg_nonword,,,,,,,,
rotationunusual,1,1,neg_nonword,,,,,,,,
volvo,1,1,neg_nonword,,,,,,,,
biggz,1,1,neg_nonword,,,,,,,,
tatoosh,1,1,neg_nonword,,,,,,,,
whump,1,1,neg_nonword,,,,,,,,
becamevisible,1,1,neg_nonword,,,,,,,,
transloading,1,1,neg_nonword,,,,,,,,
autothottles,1,1,neg_nonword,,,,,,,,
pilotdual,1,1,neg_nonword,,,,,,,,
bogies,1,1,neg_nonword,,,,,,,,
fajardo,1,1,neg_nonword,,,,,,,,
ahabb,1,1,neg_nonword,,,,,,,,
emeryville,1,1,neg_nonword,,,,,,,,
rnw,1,1,neg_nonword,,,,,,,,
euro,1,1,neg_nonword,,,,,,,,
miscomp,1,1,neg_nonword,,,,,,,,
blendable,1,1,neg_nonword,,,,,,,,
ifnd,1,1,neg_nonword,,,,,,,,
irux,1,1,neg_nonword,,,,,,,,
ofar,1,1,neg_nonword,,,,,,,,
paolo,1,1,neg_nonword,,,,,,,,
cpam,1,1,neg_nonword,,,,,,,,
recal,1,1,neg_nonword,,,,,,,,
lk,1,1,neg_nonword,,,,,,,,
misterped,1,1,neg_nonword,,,,,,,,
thegate,1,1,neg_nonword,,,,,,,,
olone,1,1,neg_nonword,,,,,,,,
bothcontinually,1,1,neg_nonword,,,,,,,,
eytee,1,1,neg_nonword,,,,,,,,
rokyo,1,1,neg_nonword,,,,,,,,
hstcu,1,1,neg_nonword,,,,,,,,
hazkl,1,1,neg_nonword,,,,,,,,
sda,1,1,neg_nonword,,,,,,,,
xfam,1,1,neg_nonword,,,,,,,,
xdpm,1,1,neg_nonword,,,,,,,,
temar,1,1,neg_nonword,,,,,,,,
webcams,1,1,neg_nonword,,,,,,,,
reclearance,1,1,neg_nonword,,,,,,,,
xside,1,1,neg_nonword,,,,,,,,
hiper,1,1,neg_nonword,,,,,,,,
acont,1,1,neg_nonword,,,,,,,,
whas,1,1,neg_nonword,,,,,,,,
cheshi,1,1,neg_nonword,,,,,,,,
squed,1,1,neg_nonword,,,,,,,,
unexpectably,1,1,neg_nonword,,,,,,,,
leonardville,1,1,neg_nonword,,,,,,,,
supercubs,1,1,neg_nonword,,,,,,,,
foqua,1,1,neg_nonword,,,,,,,,
emmet,1,1,neg_nonword,,,,,,,,
clera,1,1,neg_nonword,,,,,,,,
meriden,1,1,neg_nonword,,,,,,,,
markham,1,1,neg_nonword,,,,,,,,
catts,1,1,neg_nonword,,,,,,,,
disgruntedly,1,1,neg_nonword,,,,,,,,
nonsterile,1,1,neg_nonword,,,,,,,,
krdw,1,1,neg_nonword,,,,,,,,
hebon,1,1,neg_nonword,,,,,,,,
kwick,1,1,neg_nonword,,,,,,,,
cozumel,1,1,neg_nonword,,,,,,,,
mindy,1,1,neg_nonword,,,,,,,,
commissionings,1,1,neg_nonword,,,,,,,,
goldie,1,1,neg_nonword,,,,,,,,
depctl,1,1,neg_nonword,,,,,,,,
preclred,1,1,neg_nonword,,,,,,,,
ommision,1,1,neg_nonword,,,,,,,,
hillz,1,1,neg_nonword,,,,,,,,
kingdome,1,1,neg_nonword,,,,,,,,
europeans,1,1,neg_nonword,,,,,,,,
whing,1,1,neg_nonword,,,,,,,,
cutty,1,1,neg_nonword,,,,,,,,
gerona,1,1,neg_nonword,,,,,,,,
goopy,1,1,neg_nonword,,,,,,,,
hugunot,1,1,neg_nonword,,,,,,,,
xzam,1,1,neg_nonword,,,,,,,,
spooner,1,1,neg_nonword,,,,,,,,
noninterest,1,1,neg_nonword,,,,,,,,
stonyfork,1,1,neg_nonword,,,,,,,,
nonpressurized,1,1,neg_nonword,,,,,,,,
iszi,1,1,neg_nonword,,,,,,,,
xpect,1,1,neg_nonword,,,,,,,,
zx,1,1,neg_nonword,,,,,,,,
hyperness,1,1,neg_nonword,,,,,,,,
asunction,1,1,neg_nonword,,,,,,,,
nonrated,1,1,neg_nonword,,,,,,,,
verts,1,1,neg_nonword,,,,,,,,
isop,1,1,neg_nonword,,,,,,,,
homme,1,1,neg_nonword,,,,,,,,
barbados,1,1,neg_nonword,,,,,,,,
nowbeing,1,1,neg_nonword,,,,,,,,
stuby,1,1,neg_nonword,,,,,,,,
cynthia,1,1,neg_nonword,,,,,,,,
hoopes,1,1,neg_nonword,,,,,,,,
tustumena,1,1,neg_nonword,,,,,,,,
lanett,1,1,neg_nonword,,,,,,,,
rekon,1,1,neg_nonword,,,,,,,,
sumi,1,1,neg_nonword,,,,,,,,
preheater,1,1,neg_nonword,,,,,,,,
chatau,1,1,neg_nonword,,,,,,,,
stairstep,1,1,neg_nonword,,,,,,,,
efp,1,1,neg_nonword,,,,,,,,
sebago,1,1,neg_nonword,,,,,,,,
icip,1,1,neg_nonword,,,,,,,,
catel,1,1,neg_nonword,,,,,,,,
feebo,1,1,neg_nonword,,,,,,,,
littlebrook,1,1,neg_nonword,,,,,,,,
petawina,1,1,neg_nonword,,,,,,,,
misrpted,1,1,neg_nonword,,,,,,,,
resighted,1,1,neg_nonword,,,,,,,,
problemized,1,1,neg_nonword,,,,,,,,
kenya,1,1,neg_nonword,,,,,,,,
durand,1,1,neg_nonword,,,,,,,,
acdp,1,1,neg_nonword,,,,,,,,
chav,1,1,neg_nonword,,,,,,,,
cheng,1,1,neg_nonword,,,,,,,,
mearly,1,1,neg_nonword,,,,,,,,
advckpt,1,1,neg_nonword,,,,,,,,
coughlan,1,1,neg_nonword,,,,,,,,
tott,1,1,neg_nonword,,,,,,,,
fingersnap,1,1,neg_nonword,,,,,,,,
althoughi,1,1,neg_nonword,,,,,,,,
fringers,1,1,neg_nonword,,,,,,,,
reponds,1,1,neg_nonword,,,,,,,,
kapalua,1,1,neg_nonword,,,,,,,,
reshot,1,1,neg_nonword,,,,,,,,
snork,1,1,neg_nonword,,,,,,,,
pryors,1,1,neg_nonword,,,,,,,,
woley,1,1,neg_nonword,,,,,,,,
swanni,1,1,neg_nonword,,,,,,,,
rhodes,1,1,neg_nonword,,,,,,,,
beserk,1,1,neg_nonword,,,,,,,,
samoa,1,1,neg_nonword,,,,,,,,
fleetwide,1,1,neg_nonword,,,,,,,,
ypsilanti,1,1,neg_nonword,,,,,,,,
nervewracking,1,1,neg_nonword,,,,,,,,
xzpm,1,1,neg_nonword,,,,,,,,
pushbacks,1,1,neg_nonword,,,,,,,,
werly,1,1,neg_nonword,,,,,,,,
gwr,1,1,neg_nonword,,,,,,,,
twinjet,1,1,neg_nonword,,,,,,,,
selsi,1,1,neg_nonword,,,,,,,,
transion,1,1,neg_nonword,,,,,,,,
ronen,1,1,neg_nonword,,,,,,,,
lakeville,1,1,neg_nonword,,,,,,,,
misakes,1,1,neg_nonword,,,,,,,,
badgr,1,1,neg_nonword,,,,,,,,
yoy,1,1,neg_nonword,,,,,,,,
reobserved,1,1,neg_nonword,,,,,,,,
scenerio,1,1,neg_nonword,,,,,,,,
deei,1,1,neg_nonword,,,,,,,,
panassic,1,1,neg_nonword,,,,,,,,
alegedly,1,1,neg_nonword,,,,,,,,
compelted,1,1,neg_nonword,,,,,,,,
wyz,1,1,neg_nonword,,,,,,,,
earwitness,1,1,neg_nonword,,,,,,,,
kunkletown,1,1,neg_nonword,,,,,,,,
modoc,1,1,neg_nonword,,,,,,,,
velcroed,1,1,neg_nonword,,,,,,,,
getcha,1,1,neg_nonword,,,,,,,,
andrew,1,1,neg_nonword,,,,,,,,
delmy,1,1,neg_nonword,,,,,,,,
turki,1,1,neg_nonword,,,,,,,,
gueried,1,1,neg_nonword,,,,,,,,
ackadelphia,1,1,neg_nonword,,,,,,,,
hacketts,1,1,neg_nonword,,,,,,,,
boire,1,1,neg_nonword,,,,,,,,
davidian,1,1,neg_nonword,,,,,,,,
hickam,1,1,neg_nonword,,,,,,,,
longrifle,1,1,neg_nonword,,,,,,,,
ledgedale,1,1,neg_nonword,,,,,,,,
pressuriz,1,1,neg_nonword,,,,,,,,
eji,1,1,neg_nonword,,,,,,,,
relndg,1,1,neg_nonword,,,,,,,,
waukee,1,1,neg_nonword,,,,,,,,
singleeng,1,1,neg_nonword,,,,,,,,
magoo,1,1,neg_nonword,,,,,,,,
taughtto,1,1,neg_nonword,,,,,,,,
camdenton,1,1,neg_nonword,,,,,,,,
offscale,1,1,neg_nonword,,,,,,,,
enebound,1,1,neg_nonword,,,,,,,,
litchfield,1,1,neg_nonword,,,,,,,,
oronn,1,1,neg_nonword,,,,,,,,
gcs,1,1,neg_nonword,,,,,,,,
xchannel,1,1,neg_nonword,,,,,,,,
reidenting,1,1,neg_nonword,,,,,,,,
lyd,1,1,neg_nonword,,,,,,,,
hillsville,1,1,neg_nonword,,,,,,,,
upjohn,1,1,neg_nonword,,,,,,,,
reedi,1,1,neg_nonword,,,,,,,,
sunrap,1,1,neg_nonword,,,,,,,,
carley,1,1,neg_nonword,,,,,,,,
jinking,1,1,neg_nonword,,,,,,,,
rereviewed,1,1,neg_nonword,,,,,,,,
gruntz,1,1,neg_nonword,,,,,,,,
disasterbound,1,1,neg_nonword,,,,,,,,
indians,1,1,neg_nonword,,,,,,,,
gillispie,1,1,neg_nonword,,,,,,,,
unforcast,1,1,neg_nonword,,,,,,,,
ellma,1,1,neg_nonword,,,,,,,,
jxx,1,1,neg_nonword,,,,,,,,
refamiliarized,1,1,neg_nonword,,,,,,,,
tijeras,1,1,neg_nonword,,,,,,,,
overlimit,1,1,neg_nonword,,,,,,,,
waldorf,1,1,neg_nonword,,,,,,,,
rivr,1,1,neg_nonword,,,,,,,,
mopio,1,1,neg_nonword,,,,,,,,
neasterly,1,1,neg_nonword,,,,,,,,
lcw,1,1,neg_nonword,,,,,,,,
stressloads,1,1,neg_nonword,,,,,,,,
snset,1,1,neg_nonword,,,,,,,,
vapch,1,1,neg_nonword,,,,,,,,
prms,1,1,neg_nonword,,,,,,,,
katman,1,1,neg_nonword,,,,,,,,
accra,1,1,neg_nonword,,,,,,,,
berne,1,1,neg_nonword,,,,,,,,
wwwww,1,1,neg_nonword,,,,,,,,
interserction,1,1,neg_nonword,,,,,,,,
crts,1,1,neg_nonword,,,,,,,,
poyig,1,1,neg_nonword,,,,,,,,
mk,1,1,neg_nonword,,,,,,,,
appopriate,1,1,neg_nonword,,,,,,,,
lreee,1,1,neg_nonword,,,,,,,,
appoximately,1,1,neg_nonword,,,,,,,,
mowww,1,1,neg_nonword,,,,,,,,
advs,1,1,neg_nonword,,,,,,,,
actived,1,1,neg_nonword,,,,,,,,
jodax,1,1,neg_nonword,,,,,,,,
redbox,1,1,neg_nonword,,,,,,,,
alterted,1,1,neg_nonword,,,,,,,,
procuedures,1,1,neg_nonword,,,,,,,,
toconfusion,1,1,neg_nonword,,,,,,,,
ponoma,1,1,neg_nonword,,,,,,,,
inwod,1,1,neg_nonword,,,,,,,,
mingg,1,1,neg_nonword,,,,,,,,
ceeve,1,1,neg_nonword,,,,,,,,
nvav,1,1,neg_nonword,,,,,,,,
covho,1,1,neg_nonword,,,,,,,,
ktheadwind,1,1,neg_nonword,,,,,,,,
aftmost,1,1,neg_nonword,,,,,,,,
useage,1,1,neg_nonword,,,,,,,,
luluz,1,1,neg_nonword,,,,,,,,
acomplished,1,1,neg_nonword,,,,,,,,
leavingthe,1,1,neg_nonword,,,,,,,,
midcabin,1,1,neg_nonword,,,,,,,,
maintenence,1,1,neg_nonword,,,,,,,,
wasnew,1,1,neg_nonword,,,,,,,,
currentatis,1,1,neg_nonword,,,,,,,,
midders,1,1,neg_nonword,,,,,,,,
uneventuflly,1,1,neg_nonword,,,,,,,,
recomended,1,1,neg_nonword,,,,,,,,
manditory,1,1,neg_nonword,,,,,,,,
mareo,1,1,neg_nonword,,,,,,,,
chado,1,1,neg_nonword,,,,,,,,
mssle,1,1,neg_nonword,,,,,,,,
crossfed,1,1,neg_nonword,,,,,,,,
recieve,1,1,neg_nonword,,,,,,,,
reportes,1,1,neg_nonword,,,,,,,,
spda,1,1,neg_nonword,,,,,,,,
presn,1,1,neg_nonword,,,,,,,,
chnnel,1,1,neg_nonword,,,,,,,,
intermittant,1,1,neg_nonword,,,,,,,,
telephonicly,1,1,neg_nonword,,,,,,,,
familar,1,1,neg_nonword,,,,,,,,
unnattended,1,1,neg_nonword,,,,,,,,
accordence,1,1,neg_nonword,,,,,,,,
noticable,1,1,neg_nonword,,,,,,,,
experiencs,1,1,neg_nonword,,,,,,,,
ottes,1,1,neg_nonword,,,,,,,,
dropa,1,1,neg_nonword,,,,,,,,
specificed,1,1,neg_nonword,,,,,,,,
sistership,1,1,neg_nonword,,,,,,,,
sincethe,1,1,neg_nonword,,,,,,,,
varicam,1,1,neg_nonword,,,,,,,,
seatbacks,1,1,neg_nonword,,,,,,,,
plexiglass,1,1,neg_nonword,,,,,,,,
ffoam,1,1,neg_nonword,,,,,,,,
jawss,1,1,neg_nonword,,,,,,,,
kidds,1,1,neg_nonword,,,,,,,,
boniface,1,1,neg_nonword,,,,,,,,
urls,1,1,neg_nonword,,,,,,,,
xmaak,1,1,neg_nonword,,,,,,,,
xwill,1,1,neg_nonword,,,,,,,,
athourities,1,1,neg_nonword,,,,,,,,
gipse,1,1,neg_nonword,,,,,,,,
dmil,1,1,neg_nonword,,,,,,,,
finap,1,1,neg_nonword,,,,,,,,
nxab,1,1,neg_nonword,,,,,,,,
xac,1,1,neg_nonword,,,,,,,,
anglesof,1,1,neg_nonword,,,,,,,,
enunciators,1,1,neg_nonword,,,,,,,,
necessarywith,1,1,neg_nonword,,,,,,,,
sirius,1,1,neg_nonword,,,,,,,,
ensueing,1,1,neg_nonword,,,,,,,,
xyyx,1,1,neg_nonword,,,,,,,,
tylik,1,1,neg_nonword,,,,,,,,
gtc,1,1,neg_nonword,,,,,,,,
overtemperature,1,1,neg_nonword,,,,,,,,
mgfiatr,1,1,neg_nonword,,,,,,,,
possiblity,1,1,neg_nonword,,,,,,,,
nuggs,1,1,neg_nonword,,,,,,,,
pdfthe,1,1,neg_nonword,,,,,,,,
ipm,1,1,neg_nonword,,,,,,,,
separationalarm,1,1,neg_nonword,,,,,,,,
wexin,1,1,neg_nonword,,,,,,,,
lacie,1,1,neg_nonword,,,,,,,,
remants,1,1,neg_nonword,,,,,,,,
marblehead,1,1,neg_nonword,,,,,,,,
nahant,1,1,neg_nonword,,,,,,,,
nuthin,1,1,neg_nonword,,,,,,,,
transmissometers,1,1,neg_nonword,,,,,,,,
yorks,1,1,neg_nonword,,,,,,,,
uui,1,1,neg_nonword,,,,,,,,
flucuations,1,1,neg_nonword,,,,,,,,
rizen,1,1,neg_nonword,,,,,,,,
motorboating,1,1,neg_nonword,,,,,,,,
esiu,1,1,neg_nonword,,,,,,,,
hoffman,1,1,neg_nonword,,,,,,,,
appeard,1,1,neg_nonword,,,,,,,,
jittering,1,1,neg_nonword,,,,,,,,
fdo,1,1,neg_nonword,,,,,,,,
transponded,1,1,neg_nonword,,,,,,,,
miola,1,1,neg_nonword,,,,,,,,
shriners,1,1,neg_nonword,,,,,,,,
kalma,1,1,neg_nonword,,,,,,,,
unviable,1,1,neg_nonword,,,,,,,,
dissvc,1,1,neg_nonword,,,,,,,,
benefitted,1,1,neg_nonword,,,,,,,,
batton,1,1,neg_nonword,,,,,,,,
exo,1,1,neg_nonword,,,,,,,,
gndspds,1,1,neg_nonword,,,,,,,,
repitched,1,1,neg_nonword,,,,,,,,
ifm,1,1,neg_nonword,,,,,,,,
artsiia,1,1,neg_nonword,,,,,,,,
sideload,1,1,neg_nonword,,,,,,,,
tailstand,1,1,neg_nonword,,,,,,,,
bunki,1,1,neg_nonword,,,,,,,,
inconsistancies,1,1,neg_nonword,,,,,,,,
grisholm,1,1,neg_nonword,,,,,,,,
clrway,1,1,neg_nonword,,,,,,,,
thisproblem,1,1,neg_nonword,,,,,,,,
chaar,1,1,neg_nonword,,,,,,,,
kayuu,1,1,neg_nonword,,,,,,,,
chanute,1,1,neg_nonword,,,,,,,,
cunca,1,1,neg_nonword,,,,,,,,
sita,1,1,neg_nonword,,,,,,,,
hitob,1,1,neg_nonword,,,,,,,,
lalux,1,1,neg_nonword,,,,,,,,
serle,1,1,neg_nonword,,,,,,,,
klock,1,1,neg_nonword,,,,,,,,
opspec,1,1,neg_nonword,,,,,,,,
spidy,1,1,neg_nonword,,,,,,,,
barkway,1,1,neg_nonword,,,,,,,,
bookmans,1,1,neg_nonword,,,,,,,,
stansted,1,1,neg_nonword,,,,,,,,
maintenancedecided,1,1,neg_nonword,,,,,,,,
prevalentamongst,1,1,neg_nonword,,,,,,,,
friendinformed,1,1,neg_nonword,,,,,,,,
leesberg,1,1,neg_nonword,,,,,,,,
seeked,1,1,neg_nonword,,,,,,,,
alternant,1,1,neg_nonword,,,,,,,,
depclimb,1,1,neg_nonword,,,,,,,,
junrr,1,1,neg_nonword,,,,,,,,
colom,1,1,neg_nonword,,,,,,,,
xxxproposed,1,1,neg_nonword,,,,,,,,
xxxxzclearance,1,1,neg_nonword,,,,,,,,
postion,1,1,neg_nonword,,,,,,,,
zaircraft,1,1,neg_nonword,,,,,,,,
clearancewe,1,1,neg_nonword,,,,,,,,
sulzu,1,1,neg_nonword,,,,,,,,
beltt,1,1,neg_nonword,,,,,,,,
municiple,1,1,neg_nonword,,,,,,,,
repushed,1,1,neg_nonword,,,,,,,,
orent,1,1,neg_nonword,,,,,,,,
audiopanel,1,1,neg_nonword,,,,,,,,
pimpkin,1,1,neg_nonword,,,,,,,,
standyby,1,1,neg_nonword,,,,,,,,
xyzx,1,1,neg_nonword,,,,,,,,
sumpted,1,1,neg_nonword,,,,,,,,
iaaz,1,1,neg_nonword,,,,,,,,
nonuse,1,1,neg_nonword,,,,,,,,
situationat,1,1,neg_nonword,,,,,,,,
kenno,1,1,neg_nonword,,,,,,,,
numberafter,1,1,neg_nonword,,,,,,,,
talem,1,1,neg_nonword,,,,,,,,
qfs,1,1,neg_nonword,,,,,,,,
nowi,1,1,neg_nonword,,,,,,,,
spirity,1,1,neg_nonword,,,,,,,,
couvor,1,1,neg_nonword,,,,,,,,
nefor,1,1,neg_nonword,,,,,,,,
atrs,1,1,neg_nonword,,,,,,,,
rfour,1,1,neg_nonword,,,,,,,,
phugoid,1,1,neg_nonword,,,,,,,,
paiona,1,1,neg_nonword,,,,,,,,
mgnum,1,1,neg_nonword,,,,,,,,
decautr,1,1,neg_nonword,,,,,,,,
decator,1,1,neg_nonword,,,,,,,,
ghxx,1,1,neg_nonword,,,,,,,,
schenectedy,1,1,neg_nonword,,,,,,,,
delee,1,1,neg_nonword,,,,,,,,
keenebunk,1,1,neg_nonword,,,,,,,,
pena,1,1,neg_nonword,,,,,,,,
pender,1,1,neg_nonword,,,,,,,,
inits,1,1,neg_nonword,,,,,,,,
noncertified,1,1,neg_nonword,,,,,,,,
untilted,1,1,neg_nonword,,,,,,,,
burba,1,1,neg_nonword,,,,,,,,
meintz,1,1,neg_nonword,,,,,,,,
atthis,1,1,neg_nonword,,,,,,,,
gruen,1,1,neg_nonword,,,,,,,,
newberry,1,1,neg_nonword,,,,,,,,
zdu,1,1,neg_nonword,,,,,,,,
autoflashed,1,1,neg_nonword,,,,,,,,
mocine,1,1,neg_nonword,,,,,,,,
signalling,1,1,neg_nonword,,,,,,,,
nondetection,1,1,neg_nonword,,,,,,,,
middleton,1,1,neg_nonword,,,,,,,,
ducor,1,1,neg_nonword,,,,,,,,
ashtabula,1,1,neg_nonword,,,,,,,,
altura,1,1,neg_nonword,,,,,,,,
nonstabilized,1,1,neg_nonword,,,,,,,,
mosso,1,1,neg_nonword,,,,,,,,
peno,1,1,neg_nonword,,,,,,,,
muldrow,1,1,neg_nonword,,,,,,,,
noninst,1,1,neg_nonword,,,,,,,,
replanning,1,1,neg_nonword,,,,,,,,
dfe,1,1,neg_nonword,,,,,,,,
poland,1,1,neg_nonword,,,,,,,,
caringly,1,1,neg_nonword,,,,,,,,
clorox,1,1,neg_nonword,,,,,,,,
cmpass,1,1,neg_nonword,,,,,,,,
sausaulito,1,1,neg_nonword,,,,,,,,
aahs,1,1,neg_nonword,,,,,,,,
resultings,1,1,neg_nonword,,,,,,,,
rearview,1,1,neg_nonword,,,,,,,,
overlocks,1,1,neg_nonword,,,,,,,,
prereserved,1,1,neg_nonword,,,,,,,,
mistakened,1,1,neg_nonword,,,,,,,,
bacca,1,1,neg_nonword,,,,,,,,
prang,1,1,neg_nonword,,,,,,,,
waveoff,1,1,neg_nonword,,,,,,,,
methodic,1,1,neg_nonword,,,,,,,,
eltor,1,1,neg_nonword,,,,,,,,
xooo,1,1,neg_nonword,,,,,,,,
rosemead,1,1,neg_nonword,,,,,,,,
eaton,1,1,neg_nonword,,,,,,,,
forbronchitis,1,1,neg_nonword,,,,,,,,
trifocal,1,1,neg_nonword,,,,,,,,
mixswitch,1,1,neg_nonword,,,,,,,,
predessor,1,1,neg_nonword,,,,,,,,
sholes,1,1,neg_nonword,,,,,,,,
ihls,1,1,neg_nonword,,,,,,,,
pfci,1,1,neg_nonword,,,,,,,,
thatflt,1,1,neg_nonword,,,,,,,,
refuelings,1,1,neg_nonword,,,,,,,,
shephard,1,1,neg_nonword,,,,,,,,
reslaving,1,1,neg_nonword,,,,,,,,
autoslave,1,1,neg_nonword,,,,,,,,
honet,1,1,neg_nonword,,,,,,,,
nikoo,1,1,neg_nonword,,,,,,,,
functionability,1,1,neg_nonword,,,,,,,,
hartnett,1,1,neg_nonword,,,,,,,,
enunciator,1,1,neg_nonword,,,,,,,,
readdback,1,1,neg_nonword,,,,,,,,
mecan,1,1,neg_nonword,,,,,,,,
abbee,1,1,neg_nonword,,,,,,,,
emental,1,1,neg_nonword,,,,,,,,
fallston,1,1,neg_nonword,,,,,,,,
starke,1,1,neg_nonword,,,,,,,,
vky,1,1,neg_nonword,,,,,,,,
plesman,1,1,neg_nonword,,,,,,,,
stintson,1,1,neg_nonword,,,,,,,,
bingahton,1,1,neg_nonword,,,,,,,,
briko,1,1,neg_nonword,,,,,,,,
asarco,1,1,neg_nonword,,,,,,,,
hondo,1,1,neg_nonword,,,,,,,,
crewperson,1,1,neg_nonword,,,,,,,,
minitell,1,1,neg_nonword,,,,,,,,
afpac,1,1,neg_nonword,,,,,,,,
disfunction,1,1,neg_nonword,,,,,,,,
restrare,1,1,neg_nonword,,,,,,,,
kaney,1,1,neg_nonword,,,,,,,,
enoughtimes,1,1,neg_nonword,,,,,,,,
huie,1,1,neg_nonword,,,,,,,,
yok,1,1,neg_nonword,,,,,,,,
geographics,1,1,neg_nonword,,,,,,,,
moyuta,1,1,neg_nonword,,,,,,,,
yello,1,1,neg_nonword,,,,,,,,
rptthe,1,1,neg_nonword,,,,,,,,
neb,1,1,neg_nonword,,,,,,,,
altalerter,1,1,neg_nonword,,,,,,,,
unfamiliarization,1,1,neg_nonword,,,,,,,,
airspee,1,1,neg_nonword,,,,,,,,
pitty,1,1,neg_nonword,,,,,,,,
andcould,1,1,neg_nonword,,,,,,,,
atkinson,1,1,neg_nonword,,,,,,,,
shoshoni,1,1,neg_nonword,,,,,,,,
deadhdg,1,1,neg_nonword,,,,,,,,
rawlins,1,1,neg_nonword,,,,,,,,
worland,1,1,neg_nonword,,,,,,,,
silumtaneous,1,1,neg_nonword,,,,,,,,
